uvkey,aqi
"(34157480, 1975659784, 0)",1.62
"(34157480, 2496453502, 0)",1.62
"(34157480, 34157485, 0)",1.61
"(34157485, 34157480, 0)",1.61
"(34157485, 2496486771, 0)",1.6
"(34157485, 2496486778, 0)",1.6
"(297284531, 2443578345, 0)",1.72
"(297284531, 316643789, 0)",2.16
"(297284531, 1004087352, 0)",1.72
"(297284531, 429742687, 0)",1.74
"(297284532, 736339080, 0)",1.71
"(297284532, 471774919, 0)",1.71
"(297284532, 772598994, 0)",1.6
"(297284532, 1651291458, 0)",1.71
"(297284533, 664150626, 0)",1.69
"(297284533, 772598993, 0)",1.7
"(297284533, 34127392, 0)",1.7
"(297284533, 772598991, 0)",1.6
"(297284534, 775504306, 0)",1.71
"(297284534, 34127628, 0)",1.7
"(297284534, 297284535, 0)",1.69
"(297284534, 1651273629, 0)",1.71
"(297284535, 297284534, 0)",1.69
"(297284535, 310626465, 0)",1.78
"(297284535, 309349700, 0)",1.78
"(297284535, 297284536, 0)",1.71
"(297284536, 297284535, 0)",1.71
"(297284536, 504482950, 0)",1.71
"(297284536, 310627151, 0)",1.72
"(472593332, 31453955, 0)",1.67
"(472593332, 472593333, 0)",1.67
"(472593332, 659583252, 0)",1.66
"(472593332, 2443526798, 0)",1.67
"(472593333, 472593332, 0)",1.67
"(472593333, 577756316, 0)",1.66
"(472593333, 5546525839, 0)",1.66
"(472593333, 2443526798, 0)",1.67
"(34157502, 2496453502, 0)",1.62
"(34157502, 34163147, 0)",1.62
"(34157502, 34163084, 0)",1.61
"(34157502, 836564882, 0)",1.65
"(297284543, 496804078, 0)",1.91
"(297284543, 482782735, 0)",1.72
"(297284543, 482782740, 0)",1.69
"(297284543, 1011769228, 0)",1.72
"(297284544, 664436752, 0)",1.69
"(297284544, 664436756, 0)",1.69
"(297284544, 1011769516, 0)",1.69
"(297284544, 478498180, 0)",1.69
"(34157505, 6130303162, 0)",1.63
"(34157505, 6130303180, 0)",1.62
"(34157505, 2496486771, 0)",1.62
"(34157508, 6130303162, 0)",1.64
"(34157508, 34157511, 0)",1.64
"(34157508, 2496453601, 0)",1.62
"(34157511, 1167043230, 0)",1.64
"(34157511, 34157508, 0)",1.64
"(34157511, 34163435, 0)",1.64
"(34157511, 2496453601, 0)",1.62
"(2522166230, 2537696604, 0)",1.69
"(2522166230, 468464643, 0)",1.71
"(2522166230, 562807797, 0)",1.7
"(2522166230, 562807792, 0)",1.7
"(290501595, 336465692, 0)",1.71
"(290501595, 336465698, 0)",1.72
"(290501595, 355432013, 0)",1.72
"(266023907, 290597401, 0)",2.08
"(266023907, 316423904, 0)",1.94
"(266023907, 34731969, 0)",1.92
"(266023907, 34167727, 0)",1.98
"(266023909, 34177734, 0)",1.73
"(266023909, 932580149, 0)",1.73
"(266023909, 480227061, 0)",1.73
"(266023909, 316423904, 0)",1.73
"(767964139, 317892395, 0)",1.68
"(767964139, 60707548, 0)",1.68
"(767964139, 767964142, 0)",1.68
"(767964139, 359543896, 0)",1.68
"(767964140, 364898685, 0)",1.67
"(767964140, 364887636, 0)",1.67
"(767964140, 767964141, 0)",1.67
"(767964141, 365305189, 0)",1.67
"(767964141, 767964140, 0)",1.67
"(767964141, 767964142, 0)",1.67
"(767964141, 365282822, 0)",1.66
"(767964142, 767964139, 0)",1.68
"(767964142, 767964141, 0)",1.67
"(767964142, 359544699, 0)",1.68
"(2522166257, 2522166261, 0)",1.7
"(2522166259, 2522166266, 0)",1.69
"(2522166261, 2522166257, 0)",1.7
"(2522166261, 34733273, 0)",1.69
"(2522166261, 34728011, 0)",1.7
"(664810488, 95652170, 0)",1.63
"(664810488, 265471992, 0)",1.63
"(664810488, 297287002, 0)",1.62
"(2522166266, 1669178914, 0)",1.69
"(2522166266, 2522166259, 0)",1.69
"(2522166266, 2522166271, 0)",1.69
"(2522166271, 2522166266, 0)",1.69
"(2522166271, 2522166273, 0)",1.69
"(2522166271, 2522166273, 1)",1.7
"(1986278400, 1464832831, 0)",1.62
"(1986278400, 2997531765, 0)",1.74
"(1986278400, 595639474, 0)",1.73
"(2522166273, 2522166271, 0)",1.69
"(2522166273, 2522166271, 1)",1.7
"(2522166273, 34733273, 0)",1.69
"(468464643, 2522166230, 0)",1.71
"(468464643, 34728745, 0)",1.71
"(468464643, 34728751, 0)",1.72
"(6097068288, 6097068287, 0)",1.8
"(1986278412, 1464832831, 0)",1.62
"(1986278412, 1307782198, 0)",1.75
"(1986278412, 595638572, 0)",1.75
"(974730261, 283893522, 0)",1.83
"(974730261, 974730265, 0)",1.82
"(974730261, 974730265, 1)",1.83
"(1986278422, 2999716349, 0)",1.7
"(2522166297, 2523209147, 0)",1.71
"(2522166297, 718389047, 0)",1.72
"(2522166297, 718389045, 0)",1.71
"(974730265, 33982342, 0)",1.82
"(974730265, 974730261, 0)",1.82
"(974730265, 974730261, 1)",1.83
"(2522166299, 503155331, 0)",1.69
"(2522166299, 503155347, 0)",1.69
"(2522166299, 2522166303, 0)",1.69
"(2522166303, 503155331, 0)",1.7
"(2522166303, 2522166299, 0)",1.69
"(2522166303, 34733483, 0)",1.68
"(4575441953, 4575441964, 0)",1.74
"(4575441964, 1516868997, 0)",1.77
"(4575441964, 371202308, 0)",1.85
"(4575441964, 4575441953, 0)",1.74
"(4575441969, 339312994, 0)",1.73
"(4575441969, 371202290, 0)",1.77
"(4575441969, 259759549, 0)",1.74
"(1875915855, 2039195690, 0)",1.6
"(1875915855, 1769526837, 0)",1.69
"(1875915855, 1875915858, 0)",1.69
"(1875915855, 3639590387, 0)",1.69
"(1875915858, 741253051, 0)",1.7
"(1875915858, 2039195839, 0)",1.69
"(1875915858, 1875915855, 0)",1.69
"(1875915858, 3639590387, 0)",1.69
"(359543896, 317891869, 0)",1.68
"(359543896, 317892390, 0)",1.67
"(359543896, 767964139, 0)",1.68
"(2997531746, 941787744, 0)",1.77
"(2997531746, 2997531754, 0)",1.77
"(2997531746, 2997531751, 0)",1.78
"(2997531751, 2997531746, 0)",1.78
"(365278314, 317891867, 0)",1.67
"(365278314, 365278316, 0)",1.67
"(365278314, 365245766, 0)",1.67
"(2997531754, 2997531746, 0)",1.77
"(2997531754, 2997531765, 0)",1.73
"(2997531754, 2997531758, 0)",1.61
"(365278316, 537662829, 0)",1.66
"(365278316, 365245014, 0)",1.67
"(365278316, 365278314, 0)",1.67
"(365278316, 1737280281, 0)",1.67
"(2997531758, 2997531754, 0)",1.61
"(2997531760, 2455151989, 0)",1.72
"(2997531765, 1986278400, 0)",1.74
"(2997531765, 2997531754, 0)",1.73
"(2997531765, 2997531768, 0)",1.72
"(2739254391, 731117399, 0)",1.63
"(2739254391, 731117415, 0)",1.63
"(2739254391, 2739254393, 0)",1.64
"(2739254391, 2739254411, 0)",1.62
"(2997531768, 2997531765, 0)",1.72
"(2739254393, 742692114, 0)",1.64
"(2739254393, 2739254391, 0)",1.64
"(2739254393, 34094246, 0)",1.64
"(2739254393, 2739254396, 0)",1.63
"(2739254396, 2742616294, 0)",1.63
"(2739254396, 1875975715, 0)",1.63
"(2739254396, 2739254393, 0)",1.63
"(535082110, 1893443883, 0)",1.69
"(535082110, 535082111, 0)",1.69
"(535082110, 1325022610, 0)",1.69
"(535082111, 285679617, 0)",1.69
"(535082111, 534652816, 0)",1.69
"(535082111, 535082110, 0)",1.69
"(535082111, 535082112, 0)",1.69
"(535082112, 535082111, 0)",1.69
"(535082112, 1576779615, 0)",1.67
"(535082112, 1576779642, 0)",1.65
"(2739254405, 2203813703, 0)",1.63
"(2739254405, 1875975715, 0)",1.63
"(2739254405, 1688853597, 0)",1.62
"(2739254411, 290598477, 0)",1.7
"(2739254411, 2739254391, 0)",1.62
"(2739254411, 567463006, 0)",1.84
"(612807820, 612827760, 0)",1.74
"(612807820, 612807821, 0)",1.74
"(612807820, 612155237, 0)",1.75
"(612807821, 767730895, 0)",1.75
"(612807821, 612807820, 0)",1.74
"(612807821, 612807825, 0)",1.74
"(612807821, 1324739625, 0)",1.74
"(612807822, 612827761, 0)",1.74
"(612807822, 612807824, 0)",1.76
"(612807822, 6050342743, 0)",1.74
"(612807823, 612807824, 0)",1.76
"(612807823, 6050342769, 0)",1.76
"(612807823, 767417368, 0)",1.76
"(612807824, 612807822, 0)",1.76
"(612807824, 612807823, 0)",1.76
"(612807824, 1324739625, 0)",1.76
"(612807824, 6050342742, 0)",1.74
"(612807825, 767730901, 0)",1.75
"(612807825, 612807821, 0)",1.74
"(612807825, 767417172, 0)",1.74
"(4741674152, 5189121479, 0)",1.73
"(4741674152, 1723718622, 0)",1.76
"(4741674152, 5517427001, 0)",1.73
"(1621308626, 158597257, 0)",1.62
"(1621308626, 1621340398, 0)",1.64
"(1621308626, 34159094, 0)",1.62
"(364852445, 365244354, 0)",1.67
"(364852445, 364853325, 0)",1.67
"(364852445, 60706277, 0)",1.67
"(364852445, 337462200, 0)",1.67
"(364852446, 60706277, 0)",1.67
"(364852446, 60706276, 0)",1.67
"(364852446, 364853325, 0)",1.67
"(364852446, 364853326, 0)",1.66
"(176207079, 35651902, 0)",1.81
"(176207079, 265585880, 0)",1.77
"(176207079, 34167727, 0)",1.8
"(6684816621, 369356725, 0)",1.58
"(6684816622, 6051940160, 0)",1.58
"(745518330, 699775166, 0)",1.8
"(6684816636, 6051940165, 0)",1.64
"(6684816649, 441589659, 0)",1.64
"(365245755, 365244379, 0)",1.67
"(365245755, 365245026, 0)",1.66
"(365245755, 365245756, 0)",1.66
"(365245755, 365245765, 0)",1.66
"(365245756, 365244376, 0)",1.67
"(365245756, 365245755, 0)",1.66
"(365245756, 365245766, 0)",1.66
"(365245762, 365245765, 0)",1.66
"(34125122, 356077858, 0)",1.69
"(34125122, 366206704, 0)",1.69
"(34125122, 786747698, 0)",1.69
"(34125122, 356077653, 0)",1.69
"(1651291458, 297284532, 0)",1.71
"(1651291458, 772598993, 0)",1.7
"(1651291458, 772599659, 0)",1.7
"(365245765, 359541929, 0)",1.66
"(365245765, 365245755, 0)",1.66
"(365245765, 365245762, 0)",1.66
"(365245765, 365245766, 0)",1.66
"(365245766, 365278314, 0)",1.67
"(365245766, 365245756, 0)",1.66
"(365245766, 365245765, 0)",1.66
"(34125136, 176146387, 0)",1.73
"(34125136, 266071613, 0)",1.76
"(34125136, 299525435, 0)",1.71
"(34125136, 207380779, 0)",1.7
"(339326289, 339326290, 0)",1.78
"(339326290, 1516868480, 0)",1.75
"(339326290, 290501449, 0)",1.76
"(339326290, 339326289, 0)",1.78
"(324318562, 324316800, 0)",1.67
"(324318562, 34517839, 0)",1.67
"(324318562, 324318565, 0)",1.67
"(324318562, 324325978, 0)",1.67
"(324318565, 324316803, 0)",1.59
"(324318565, 332082870, 0)",1.59
"(324318565, 324318562, 0)",1.67
"(324318567, 34639013, 0)",1.68
"(324318567, 625896128, 0)",1.68
"(324318567, 875617408, 0)",1.68
"(324318574, 324316798, 0)",1.66
"(2497099118, 1621340417, 0)",1.64
"(2497099118, 602162429, 0)",1.64
"(2497099118, 2497099121, 0)",1.63
"(2497099118, 742683162, 0)",1.64
"(2497099121, 2497099118, 0)",1.63
"(2497099121, 742683162, 0)",1.63
"(2497099121, 743077793, 0)",1.62
"(569947506, 2856821653, 0)",1.65
"(569947506, 34658615, 0)",1.65
"(569947506, 2885020816, 0)",1.65
"(569947506, 34726082, 0)",1.65
"(5657376128, 5657376134, 0)",1.73
"(5657376129, 5657376136, 0)",1.65
"(5657376130, 5657376136, 0)",1.73
"(5657376130, 5657376134, 0)",1.73
"(5657376130, 5657376137, 0)",1.73
"(339326341, 1516868241, 0)",1.66
"(339326341, 1516868428, 0)",1.67
"(339326341, 5517396581, 0)",1.67
"(5657376134, 5657376128, 0)",1.73
"(5657376134, 5657376130, 0)",1.73
"(5657376134, 5657376133, 0)",1.69
"(5657376133, 5657376134, 0)",1.69
"(5657376136, 5657376129, 0)",1.65
"(5657376136, 5657376130, 0)",1.73
"(5657376136, 5657376137, 0)",1.62
"(5657376137, 5657376130, 0)",1.73
"(5657376137, 5657376136, 0)",1.62
"(5657376137, 5657376153, 0)",1.62
"(5657376138, 475694339, 0)",1.73
"(5657376138, 726424506, 0)",1.73
"(5657376138, 5657376139, 0)",1.73
"(5657376138, 5657376140, 0)",1.73
"(5657376139, 5657376138, 0)",1.73
"(5657376140, 5657376138, 0)",1.73
"(5657376140, 36852576, 0)",1.73
"(5657376140, 726424522, 0)",1.73
"(5657376153, 676692968, 0)",1.62
"(5657376153, 5657376137, 0)",1.62
"(5657376153, 669866865, 0)",1.62
"(283817407, 1988932493, 0)",1.73
"(283817407, 1988932495, 0)",1.73
"(283817407, 264825816, 0)",1.74
"(670414274, 705122593, 0)",1.57
"(670414274, 670414276, 0)",1.61
"(670414274, 664811798, 0)",1.62
"(670414275, 1521257445, 0)",1.63
"(670414275, 670414276, 0)",1.62
"(670414275, 664811798, 0)",1.63
"(670414276, 1521355351, 0)",1.61
"(670414276, 670414274, 0)",1.61
"(670414276, 670414275, 0)",1.62
"(670414276, 670414277, 0)",1.62
"(670414277, 485497385, 0)",1.62
"(670414277, 116730689, 0)",1.62
"(670414277, 670414276, 0)",1.62
"(5189121478, 2104003533, 0)",1.76
"(5189121478, 2104003539, 0)",1.71
"(5189121478, 5189121479, 0)",1.73
"(5189121478, 1723718627, 0)",1.73
"(5189121479, 4741674152, 0)",1.73
"(5189121479, 5189121478, 0)",1.73
"(5189121479, 2011327774, 0)",1.71
"(5189121479, 5517426985, 0)",1.73
"(283817412, 325259883, 0)",1.73
"(283817412, 283817565, 0)",1.74
"(283817412, 2430715669, 0)",1.74
"(283817416, 325259883, 0)",1.76
"(283817416, 2899908622, 0)",1.76
"(299513312, 265425085, 0)",1.74
"(299513312, 266152118, 0)",1.88
"(299513312, 1319364642, 0)",1.74
"(299513313, 265425085, 0)",1.72
"(299513313, 1319364642, 0)",1.72
"(299513313, 34658605, 0)",1.7
"(344208867, 34659023, 0)",1.65
"(344208867, 346155582, 0)",1.65
"(344208867, 334393290, 0)",1.66
"(6513276388, 6513276390, 0)",1.71
"(6513276390, 3637093420, 0)",1.73
"(6513276390, 6513276388, 0)",1.71
"(6513276390, 6513276394, 0)",1.73
"(6513276391, 6513276393, 0)",1.71
"(6513276393, 6513276391, 0)",1.71
"(6513276393, 5517427007, 0)",1.73
"(6513276393, 5517426986, 0)",1.73
"(6513276393, 6513276394, 0)",1.73
"(6513276394, 6513276390, 0)",1.73
"(6513276394, 6513276393, 0)",1.73
"(6513276394, 5517427013, 0)",1.72
"(470234618, 470234621, 0)",1.6
"(470234618, 470234619, 0)",1.68
"(470234618, 333400304, 0)",1.69
"(470234618, 333400303, 0)",1.69
"(470234619, 470234618, 0)",1.68
"(470234621, 537660481, 0)",1.6
"(470234621, 34771464, 0)",1.69
"(470234621, 34771465, 0)",1.69
"(470234621, 470234618, 0)",1.6
"(470234624, 333400303, 0)",1.6
"(441267718, 332202181, 0)",1.63
"(441267718, 1786818161, 0)",1.64
"(441267718, 441267719, 0)",1.63
"(441267718, 6051940473, 0)",1.63
"(441267719, 441267718, 0)",1.63
"(441267719, 6051940473, 0)",1.63
"(441267719, 34659053, 0)",1.63
"(441267722, 332202181, 0)",1.63
"(441267722, 354852545, 0)",1.64
"(441267722, 444694010, 0)",1.64
"(441267722, 6051940473, 0)",1.63
"(441267740, 34659168, 0)",1.64
"(359118370, 6102813872, 0)",1.71
"(359118370, 359115322, 0)",1.71
"(359118370, 34728008, 0)",1.69
"(441267751, 559463775, 0)",1.64
"(941667880, 266022885, 0)",1.66
"(941667880, 287425060, 0)",1.66
"(941667880, 287429028, 0)",1.66
"(441267764, 441267767, 0)",1.64
"(441267767, 33981621, 0)",1.64
"(441267767, 441523224, 0)",1.64
"(441267767, 441267764, 0)",1.64
"(441267767, 333437904, 0)",1.64
"(211662401, 469634248, 0)",1.63
"(211662401, 34731157, 0)",1.62
"(211662401, 6662115496, 0)",1.63
"(211662401, 6662115494, 0)",1.74
"(441267782, 34659022, 0)",1.64
"(283817565, 283817412, 0)",1.74
"(283817565, 283817567, 0)",1.73
"(283817567, 283817565, 0)",1.73
"(283817567, 370687791, 0)",1.73
"(283817567, 582466642, 0)",1.73
"(283817568, 370687791, 0)",1.73
"(283817568, 6050342742, 0)",1.74
"(388380301, 366249000, 0)",1.65
"(388380301, 34711792, 0)",1.66
"(388380301, 764471541, 0)",1.66
"(388380301, 345570658, 0)",1.66
"(351418006, 351415176, 0)",1.71
"(351418006, 352940256, 0)",1.71
"(351418006, 346575419, 0)",1.61
"(267335319, 276647748, 0)",1.76
"(267335319, 526735151, 0)",1.77
"(267335319, 276646839, 0)",1.74
"(267335319, 25543261, 0)",1.78
"(359544478, 359546461, 0)",1.66
"(479803057, 2537914951, 0)",1.68
"(479803057, 2537914964, 0)",1.67
"(479803057, 613063265, 0)",1.68
"(479803057, 466975020, 0)",1.68
"(479803059, 463080438, 0)",1.68
"(479803059, 1413001741, 0)",1.69
"(479803059, 353713781, 0)",1.69
"(479803061, 2537914903, 0)",1.67
"(479803061, 2537914933, 0)",1.67
"(479803061, 2537914939, 0)",1.67
"(479803061, 466975026, 0)",1.67
"(479803062, 2537914924, 0)",1.67
"(479803062, 479800834, 0)",1.69
"(479803062, 466975028, 0)",1.69
"(479803063, 444699525, 0)",1.68
"(479803063, 479803064, 0)",1.68
"(479803063, 466975028, 0)",1.68
"(479803064, 2537914903, 0)",1.67
"(479803064, 479803063, 0)",1.68
"(479803064, 479803065, 0)",1.59
"(479803065, 479803064, 0)",1.59
"(479803065, 465203625, 0)",1.67
"(479803065, 2742150158, 0)",1.59
"(479803066, 703895974, 0)",1.68
"(479803066, 479800834, 0)",1.67
"(479803066, 34729879, 0)",1.67
"(479803066, 479803068, 0)",1.66
"(479803067, 2537914867, 0)",1.7
"(479803067, 479803068, 0)",1.67
"(479803067, 34729878, 0)",1.7
"(479803068, 479803066, 0)",1.66
"(479803068, 479803067, 0)",1.67
"(479803068, 466975058, 0)",1.67
"(479803069, 2537914881, 0)",1.69
"(479803069, 444699525, 0)",1.68
"(479803069, 466975058, 0)",1.69
"(176207550, 265585741, 0)",1.8
"(176207550, 34074478, 0)",1.83
"(176207550, 287425063, 0)",1.81
"(471774919, 297284532, 0)",1.71
"(471774919, 34127846, 0)",1.71
"(471774919, 462516778, 0)",1.71
"(357906141, 1166376997, 0)",1.8
"(357906141, 1556417232, 0)",1.76
"(357906141, 1556417232, 1)",1.75
"(357906141, 352909958, 0)",1.92
"(775501541, 1651273646, 0)",1.69
"(775501541, 1651273629, 0)",1.69
"(775501541, 1651273642, 0)",1.6
"(775501545, 664142156, 0)",1.6
"(775501545, 664143419, 0)",1.71
"(775501545, 664143532, 0)",1.71
"(164771607, 1497747229, 0)",1.79
"(164771607, 262962081, 0)",1.79
"(164771607, 76826231, 0)",1.71
"(601732890, 392964393, 0)",1.79
"(601732890, 601733149, 0)",1.8
"(601732890, 3195396660, 0)",1.79
"(34158388, 6051671969, 0)",1.64
"(34158388, 446004504, 0)",1.64
"(34158388, 34163435, 0)",1.64
"(34158388, 34158482, 0)",1.64
"(478492474, 6703647191, 0)",1.64
"(478492474, 393881768, 0)",1.64
"(478492474, 393901610, 0)",1.58
"(34158396, 34157359, 0)",1.6
"(34158396, 34158559, 0)",1.6
"(34158396, 34158397, 0)",1.6
"(34158396, 34158925, 0)",1.6
"(34158397, 462129789, 0)",1.6
"(34158397, 34158396, 0)",1.6
"(34158397, 34158762, 0)",1.6
"(34158397, 34158401, 0)",1.59
"(34158401, 1972769750, 0)",1.59
"(34158401, 34158397, 0)",1.59
"(34158401, 34158733, 0)",1.59
"(34158401, 34158404, 0)",1.59
"(34158404, 462129790, 0)",1.59
"(34158404, 34158401, 0)",1.59
"(34158404, 34158950, 0)",1.59
"(34158404, 34158967, 0)",1.59
"(394573637, 404228189, 0)",1.64
"(394573637, 394605411, 0)",1.65
"(394573637, 60707545, 0)",1.65
"(34158408, 468440603, 0)",1.59
"(34158408, 34158933, 0)",1.59
"(34158408, 34158739, 0)",1.59
"(34158408, 34158936, 0)",1.59
"(34158408, 34158967, 0)",1.59
"(34158411, 504725819, 0)",1.59
"(34158411, 504725821, 0)",1.59
"(34158411, 34158936, 0)",1.59
"(34158411, 34159240, 0)",1.59
"(1398421331, 932648714, 0)",1.7
"(1398421331, 287425085, 0)",1.7
"(1398421331, 932560421, 0)",1.7
"(1398421332, 932648714, 0)",1.71
"(1398421332, 932560250, 0)",1.71
"(1398421332, 932560421, 0)",1.7
"(767417167, 1324736453, 0)",1.75
"(767417167, 767417169, 0)",1.77
"(767417167, 6050342118, 0)",1.76
"(359544697, 365305183, 0)",1.68
"(359544697, 568798957, 0)",1.67
"(359544697, 359544699, 0)",1.68
"(359544699, 365305189, 0)",1.67
"(359544699, 767964142, 0)",1.68
"(359544699, 359544697, 0)",1.68
"(359544699, 60707548, 0)",1.68
"(3005724561, 3076428110, 0)",1.73
"(3005724561, 1334530802, 0)",1.72
"(3005724561, 3001213083, 0)",1.73
"(34158482, 34158388, 0)",1.64
"(34158482, 446004504, 0)",1.64
"(34158482, 34158487, 0)",1.64
"(34158482, 446004503, 0)",1.65
"(34158487, 504725779, 0)",1.63
"(34158487, 34158482, 0)",1.64
"(34158487, 446004503, 0)",1.65
"(34158487, 34159188, 0)",1.64
"(639612838, 391836590, 0)",1.66
"(639612838, 639612839, 0)",1.65
"(639612838, 391836592, 0)",1.66
"(639612839, 639612838, 0)",1.65
"(639612839, 346584113, 0)",1.59
"(639612839, 391836591, 0)",1.66
"(612415411, 612411966, 0)",1.73
"(560740315, 317380238, 0)",1.66
"(560740315, 560740316, 0)",1.66
"(560740315, 423026554, 0)",1.65
"(560740315, 6051940449, 0)",1.64
"(560740316, 33981622, 0)",1.66
"(560740316, 560740315, 0)",1.66
"(560740316, 334393294, 0)",1.64
"(34158558, 504725779, 0)",1.62
"(34158558, 34158559, 0)",1.61
"(34158558, 505338245, 0)",1.61
"(34158559, 34157359, 0)",1.61
"(34158559, 34158396, 0)",1.6
"(34158559, 34158558, 0)",1.61
"(34158559, 34159095, 0)",1.61
"(583546876, 413334338, 0)",1.87
"(583546877, 316862045, 0)",1.68
"(264910846, 358479465, 0)",1.69
"(264910846, 264910897, 0)",1.69
"(264910846, 288018303, 0)",1.69
"(264910846, 444686884, 0)",1.68
"(264910848, 1556417231, 0)",1.67
"(264910848, 444686884, 0)",1.67
"(264910848, 444686887, 0)",1.59
"(388511773, 496006277, 0)",1.61
"(388511773, 262954476, 0)",1.64
"(388511773, 262954477, 0)",1.57
"(601733149, 601732890, 0)",1.8
"(601733149, 585331249, 0)",1.78
"(601733149, 701814944, 0)",1.78
"(601733149, 3195397361, 0)",1.79
"(924629030, 259757278, 0)",1.76
"(924629030, 455449833, 0)",1.74
"(924629030, 924629031, 0)",1.75
"(299513895, 1432227637, 0)",1.85
"(299513895, 560242540, 0)",1.8
"(299513895, 299513897, 0)",1.85
"(924629031, 823266029, 0)",1.75
"(924629031, 924629030, 0)",1.75
"(924629031, 1325001933, 0)",1.75
"(924629031, 924629045, 0)",1.75
"(299513897, 299513895, 0)",1.85
"(299513897, 176156294, 0)",2.03
"(299513897, 299513899, 0)",2.14
"(299513897, 34398562, 0)",2.02
"(299513899, 299513897, 0)",2.14
"(299513899, 299513900, 0)",2.2
"(299513899, 299517183, 0)",2.14
"(299513899, 265775876, 0)",2.16
"(299513900, 560400478, 0)",1.73
"(299513900, 560400507, 0)",1.76
"(299513900, 560400510, 0)",1.81
"(299513900, 299513899, 0)",2.2
"(264910897, 1556417192, 0)",1.69
"(264910897, 264910846, 0)",1.69
"(264910897, 444686885, 0)",1.69
"(924629045, 823266030, 0)",1.74
"(924629045, 823266029, 0)",1.75
"(924629045, 924629031, 0)",1.75
"(924629045, 143489685, 0)",1.74
"(364853325, 364813777, 0)",1.67
"(364853325, 364852445, 0)",1.67
"(364853325, 364852446, 0)",1.67
"(364853325, 583456083, 0)",1.67
"(364853326, 364852446, 0)",1.66
"(364853326, 364853327, 0)",1.67
"(364853326, 612917502, 0)",1.67
"(364853327, 364853326, 0)",1.67
"(364853327, 364853328, 0)",1.67
"(364853327, 60706277, 0)",1.67
"(364853327, 612917501, 0)",1.67
"(364853328, 365244359, 0)",1.66
"(364853328, 364853327, 0)",1.67
"(364853328, 364853329, 0)",1.67
"(364853329, 365244360, 0)",1.67
"(364853329, 364853328, 0)",1.67
"(364853329, 60706277, 0)",1.67
"(364853329, 1737280281, 0)",1.67
"(283261009, 265504639, 0)",1.8
"(283261009, 265764284, 0)",1.83
"(283261009, 265504700, 0)",1.8
"(283261009, 286324647, 0)",1.75
"(34158733, 34158401, 0)",1.59
"(34158733, 34158950, 0)",1.6
"(34158733, 34158762, 0)",1.6
"(34158738, 5557298747, 0)",1.59
"(34158738, 34158978, 0)",1.59
"(34158738, 1765637852, 0)",1.56
"(34158739, 34158408, 0)",1.59
"(34158739, 1765637852, 0)",1.59
"(34158739, 34159204, 0)",1.56
"(766752919, 560403605, 0)",1.75
"(766752919, 660397229, 0)",1.71
"(766752926, 3454315906, 0)",1.69
"(766752926, 766752927, 0)",1.69
"(766752926, 660397222, 0)",1.69
"(766752927, 34639067, 0)",1.69
"(766752927, 560403595, 0)",1.69
"(766752927, 766752926, 0)",1.69
"(766752927, 660397223, 0)",1.7
"(766752933, 560403606, 0)",1.72
"(766752933, 2705304392, 0)",1.72
"(766752933, 1393569726, 0)",1.72
"(766752933, 316694354, 0)",1.72
"(766752934, 1540696471, 0)",1.68
"(766752934, 324315648, 0)",1.68
"(766752934, 324323657, 0)",1.68
"(701970599, 2921401309, 0)",1.73
"(701970599, 1324960325, 0)",1.74
"(701970599, 701970603, 0)",1.73
"(701970597, 701970603, 0)",1.62
"(34158762, 506201910, 0)",1.61
"(34158762, 34158397, 0)",1.6
"(34158762, 34158733, 0)",1.6
"(34158762, 34159095, 0)",1.61
"(701970603, 701970599, 0)",1.73
"(701970603, 701970597, 0)",1.62
"(701970603, 701970606, 0)",1.62
"(701970606, 701970603, 0)",1.62
"(701970606, 667278175, 0)",1.74
"(701970606, 2874231633, 0)",1.73
"(1707030708, 334019409, 0)",1.8
"(1707030709, 334006144, 0)",1.8
"(699775166, 745514614, 0)",1.8
"(699775166, 745518330, 0)",1.8
"(699775166, 699775176, 0)",1.8
"(699775176, 418220714, 0)",1.8
"(699775176, 699766867, 0)",1.85
"(699775176, 699775166, 0)",1.8
"(2430712039, 2427832461, 0)",1.78
"(2430712041, 2427832461, 0)",1.78
"(2430712041, 879384947, 0)",1.75
"(2430712041, 879384929, 0)",1.79
"(2430712044, 879384943, 0)",1.78
"(2430712044, 879384937, 0)",1.78
"(2430712044, 2427832461, 0)",1.78
"(2430712046, 1790543572, 0)",1.76
"(2430712046, 879384949, 0)",1.76
"(2430712046, 798574903, 0)",1.76
"(2430712047, 798574903, 0)",1.76
"(2430712047, 1516980116, 0)",1.77
"(2430712047, 879384949, 0)",1.76
"(2430712049, 798574903, 0)",1.76
"(535083254, 535083256, 0)",1.69
"(535083255, 535083256, 0)",1.69
"(535083255, 535083258, 0)",1.69
"(535083255, 1325022610, 0)",1.69
"(535083256, 534652816, 0)",1.69
"(535083256, 535083254, 0)",1.69
"(535083256, 535083255, 0)",1.69
"(535083256, 535083259, 0)",1.69
"(535083258, 535083255, 0)",1.69
"(535083258, 535083259, 0)",1.68
"(535083258, 1325022633, 0)",1.69
"(535083259, 535083256, 0)",1.69
"(535083259, 535083258, 0)",1.68
"(535083259, 371184192, 0)",1.68
"(535083259, 535083260, 0)",1.68
"(535083260, 535083259, 0)",1.68
"(535083261, 535083262, 0)",1.69
"(535083261, 1325022633, 0)",1.69
"(535083261, 535084014, 0)",1.69
"(535083262, 535083261, 0)",1.69
