uvkey,aqi
"(1669178958, 34733324, 0)",1.88
"(1669178958, 34733274, 0)",1.841
"(1669178958, 1669178960, 0)",1.845
"(1986274896, 34639281, 0)",1.841
"(1986274896, 549942796, 0)",1.841
"(1986274896, 34726718, 0)",1.841
"(1669178960, 799904629, 0)",1.862
"(1669178960, 1669178958, 0)",1.845
"(1669178960, 34733324, 0)",1.841
"(365307476, 365306495, 0)",1.931
"(365307476, 364899067, 0)",1.931
"(365307476, 364899063, 0)",1.931
"(365307476, 365307477, 0)",1.931
"(365307477, 365307476, 0)",1.931
"(383067732, 158597306, 0)",1.815
"(383067732, 898911722, 0)",1.815
"(383067732, 310694959, 0)",1.815
"(383067732, 365356763, 0)",1.815
"(3636504154, 1297060634, 0)",1.867
"(3636504154, 3637734313, 0)",1.854
"(3636504154, 743077787, 0)",1.854
"(1412998747, 364972513, 0)",1.832
"(1412998747, 364972517, 0)",1.841
"(1412998747, 353215053, 0)",1.841
"(1412998749, 1412998620, 0)",1.836
"(471803491, 34770941, 0)",1.893
"(471803491, 471803492, 0)",1.867
"(471803491, 471803504, 0)",1.918
"(471803492, 471803491, 0)",1.867
"(471803492, 317892859, 0)",1.877
"(471803492, 471803503, 0)",1.918
"(3636504170, 3637734313, 0)",1.842
"(471803503, 471803492, 0)",1.918
"(471803503, 471803511, 0)",1.918
"(471803503, 471803504, 0)",1.918
"(471803504, 471803491, 0)",1.918
"(471803504, 471803503, 0)",1.918
"(471803504, 471803512, 0)",1.918
"(359540337, 364906975, 0)",1.88
"(359540337, 87739863, 0)",1.905
"(359540337, 364890310, 0)",1.905
"(359540337, 364898684, 0)",1.931
"(1324918384, 676692985, 0)",1.918
"(1324918384, 882340019, 0)",1.944
"(1324918384, 642141504, 0)",1.918
"(1324918384, 1324918401, 0)",1.931
"(745514614, 699775166, 0)",1.864
"(471803511, 471803503, 0)",1.918
"(471803511, 333400376, 0)",1.867
"(471803511, 471803512, 0)",1.905
"(471803512, 471803504, 0)",1.918
"(471803512, 471803511, 0)",1.905
"(471803512, 471803525, 0)",1.918
"(3636504183, 743077787, 0)",1.867
"(3636504183, 34122232, 0)",1.867
"(3636504183, 3637734319, 0)",1.867
"(471803515, 543540966, 0)",1.887
"(1412998781, 1412998630, 0)",1.842
"(471803519, 333400388, 0)",1.918
"(471803519, 1786894742, 0)",1.867
"(471803519, 471803525, 0)",1.867
"(471803519, 543540966, 0)",1.867
"(1324918401, 1513594698, 0)",1.905
"(1324918401, 1324918384, 0)",1.931
"(1324918401, 1324918417, 0)",1.944
"(471803525, 471803512, 0)",1.918
"(471803525, 471803519, 0)",1.867
"(471803525, 333400403, 0)",1.925
"(1324918407, 1513594698, 0)",1.854
"(1324918407, 925575943, 0)",1.957
"(1324918407, 875783887, 0)",1.97
"(1412998798, 1412998620, 0)",1.841
"(1986274958, 34659075, 0)",1.841
"(1986274958, 34659018, 0)",1.841
"(1986274958, 34659062, 0)",1.841
"(1986274959, 388377985, 0)",1.841
"(1986274959, 34659018, 0)",1.841
"(1986274959, 641328419, 0)",1.841
"(471803536, 543540936, 0)",1.885
"(1324918417, 1324918401, 0)",1.944
"(471803540, 543540941, 0)",1.905
"(288597655, 288595600, 0)",2.1
"(288597655, 351419774, 0)",2.112
"(288597655, 288597660, 0)",2.009
"(288597655, 364927539, 0)",2.074
"(1324918424, 612827705, 0)",1.918
"(1324918424, 1324918435, 0)",1.905
"(1324918424, 785362797, 0)",1.918
"(288597660, 288595598, 0)",2.035
"(288597660, 288597655, 0)",2.009
"(288597660, 288597662, 0)",2.009
"(288597660, 364927535, 0)",2.1
"(287418013, 36475834, 0)",1.88
"(287418013, 518314399, 0)",1.854
"(287418013, 287419045, 0)",1.88
"(288597662, 288597660, 0)",2.009
"(288597662, 288597664, 0)",2.009
"(288597662, 364927534, 0)",2.1
"(288597662, 346322986, 0)",2.061
"(339322526, 259757290, 0)",1.931
"(339322526, 259757722, 0)",1.931
"(339322526, 373571594, 0)",1.931
"(288597664, 359106597, 0)",2.1
"(288597664, 288597662, 0)",2.009
"(288597664, 288597666, 0)",1.944
"(288597664, 346322984, 0)",1.918
"(477734558, 33981755, 0)",1.893
"(477734558, 469634250, 0)",1.918
"(477734558, 477734565, 0)",1.905
"(477734558, 34731517, 0)",1.905
"(288597666, 359108365, 0)",1.867
"(288597666, 359108370, 0)",1.854
"(288597666, 288597664, 0)",1.944
"(288597666, 364928827, 0)",1.918
"(1324918435, 676692967, 0)",1.944
"(1324918435, 1324879811, 0)",1.905
"(1324918435, 1324918424, 0)",1.905
"(1324918430, 676692967, 0)",1.893
"(1324918430, 1324879783, 0)",1.931
"(1324918430, 925575943, 0)",1.944
"(477734565, 33981754, 0)",1.905
"(477734565, 477734558, 0)",1.905
"(477734565, 6458375899, 0)",1.905
"(477734565, 477734590, 0)",1.905
"(477734590, 353706324, 0)",1.944
"(477734590, 477734565, 0)",1.905
"(477734590, 897470666, 0)",1.983
"(5634500306, 4989779852, 0)",1.867
"(5634500306, 452711610, 0)",1.867
"(5634500306, 267332218, 0)",1.944
"(893200094, 33982334, 0)",1.88
"(893200094, 893200097, 0)",1.867
"(893200094, 2887110476, 0)",1.88
"(893200097, 893200094, 0)",1.867
"(893200097, 2886674192, 0)",1.893
"(893200097, 583444585, 0)",1.893
"(2886674189, 283837683, 0)",1.905
"(2886674189, 893197417, 0)",1.893
"(2886674189, 36428954, 0)",1.893
"(2886674189, 2886674191, 0)",1.905
"(2886674191, 33982333, 0)",1.893
"(2886674191, 2886674189, 0)",1.905
"(2886674191, 36428925, 0)",1.905
"(2886674191, 2886674192, 0)",1.893
"(2886674192, 893200097, 0)",1.893
"(2886674192, 2886674191, 0)",1.893
"(2886674192, 583444584, 0)",1.893
"(2886674192, 583444585, 0)",1.893
"(392963872, 392963874, 0)",1.88
"(392963872, 34074557, 0)",1.905
"(392963872, 34074556, 0)",1.893
"(392963874, 1731102690, 0)",1.854
"(392963874, 1430555222, 0)",1.88
"(392963874, 278895120, 0)",1.867
"(392963874, 392963872, 0)",1.88
"(317892387, 352755061, 0)",2.048
"(317892387, 359552866, 0)",1.893
"(317892387, 266121624, 0)",2.048
"(317892388, 317892395, 0)",1.931
"(317892388, 317892393, 0)",1.931
"(317892388, 278322824, 0)",1.905
"(317892388, 60707548, 0)",1.931
"(317892389, 1034354776, 0)",1.944
"(317892389, 317891869, 0)",1.944
"(317892389, 317891870, 0)",1.918
"(317892389, 317892390, 0)",1.921
"(317892390, 317891878, 0)",1.867
"(317892390, 317892389, 0)",1.921
"(317892390, 359543896, 0)",1.931
"(317892390, 317892395, 0)",1.957
"(2573772583, 1807783297, 0)",1.893
"(2573772583, 741296236, 0)",1.802
"(2573772583, 741292438, 0)",1.828
"(2573772583, 3385746057, 0)",1.828
"(317892391, 1786251676, 0)",1.931
"(317892391, 404265625, 0)",1.905
"(317892391, 365305183, 0)",1.931
"(317892391, 60707548, 0)",1.931
"(317892392, 317892393, 0)",1.893
"(317892392, 278324291, 0)",1.996
"(317892392, 278322824, 0)",1.996
"(317892394, 3727493058, 0)",1.996
"(317892394, 278324275, 0)",2.035
"(317892394, 278322824, 0)",1.996
"(317892393, 1786251676, 0)",1.931
"(317892393, 317892388, 0)",1.931
"(317892393, 317892392, 0)",1.893
"(317892395, 317892388, 0)",1.931
"(317892395, 317892390, 0)",1.957
"(317892395, 359546461, 0)",1.931
"(317892395, 767964139, 0)",1.931
"(392963879, 1731102577, 0)",1.867
"(392963879, 290594609, 0)",1.854
"(392963879, 745744268, 0)",1.854
"(392963887, 290594609, 0)",1.867
"(392963887, 34817051, 0)",1.867
"(392963887, 34817051, 1)",1.867
"(392963891, 207207206, 0)",1.867
"(392963903, 207207206, 0)",1.854
"(392963903, 207207212, 0)",1.88
"(392963903, 1731148897, 0)",1.867
"(392963919, 4523694358, 0)",1.854
"(392963919, 207207212, 0)",1.867
"(392963919, 34817251, 0)",1.854
"(829433711, 1167043132, 0)",1.815
"(829433711, 829433741, 0)",1.815
"(829433711, 495961253, 0)",1.815
"(2202969969, 95653824, 0)",1.918
"(2202969969, 161475794, 0)",1.893
"(2202969969, 408409688, 0)",1.931
"(829433725, 2496486793, 0)",1.815
"(829433725, 34157110, 0)",1.815
"(829433725, 34157111, 0)",1.815
"(355313544, 34770940, 0)",1.931
"(355313544, 313629549, 0)",1.918
"(355313544, 355313545, 0)",1.88
"(355313544, 317892858, 0)",1.905
"(355313545, 317891891, 0)",1.88
"(355313545, 317891894, 0)",1.905
"(355313545, 355313544, 0)",1.88
"(745744268, 1731102632, 0)",1.854
"(745744268, 290594612, 0)",1.854
"(745744268, 392963879, 0)",1.854
"(745744268, 1731148964, 0)",1.854
"(829433741, 829433711, 0)",1.815
"(829433741, 2496486793, 0)",1.815
"(829433741, 898852545, 0)",1.815
"(534652816, 535082111, 0)",1.983
"(534652816, 1576779669, 0)",1.97
"(534652816, 1325022610, 0)",1.983
"(534652816, 535083256, 0)",1.97
"(534652818, 1516868450, 0)",1.957
"(534652818, 534652819, 0)",1.88
"(534652818, 534706925, 0)",1.905
"(534652819, 1516868658, 0)",1.931
"(534652819, 285678846, 0)",1.931
"(534652819, 534652818, 0)",1.88
"(534652820, 1516868622, 0)",1.931
"(534652820, 1516868658, 0)",1.931
"(534652820, 534706930, 0)",1.905
"(534652820, 534652821, 0)",1.918
"(534652821, 534652820, 0)",1.918
"(534652821, 534706933, 0)",1.918
"(534652821, 534706942, 0)",1.931
"(534652822, 534706932, 0)",1.893
"(534652822, 534706929, 0)",1.893
"(534652822, 534706927, 0)",1.893
"(534652822, 143489680, 0)",1.893
"(534652824, 6067350296, 0)",1.931
"(534652824, 413355864, 0)",1.957
"(534652824, 6067350297, 0)",1.957
"(534652825, 413355873, 0)",1.957
"(534652825, 264810165, 0)",1.944
"(534652825, 6067350295, 0)",1.957
"(534652826, 455449836, 0)",1.893
"(534652826, 1325001995, 0)",2.009
"(534652826, 1325001991, 0)",2.022
"(534652827, 535091618, 0)",1.996
"(534652827, 535086968, 0)",2.022
"(534652827, 1325001995, 0)",2.035
"(534652828, 535091618, 0)",2.009
"(365307839, 365307844, 0)",1.867
"(365307839, 60707540, 0)",1.867
"(365307839, 60706259, 0)",1.905
"(5810530242, 322113364, 0)",1.905
"(5810530242, 34167027, 0)",1.944
"(5810530242, 3514100229, 0)",1.944
"(5810530242, 278912269, 0)",1.905
"(365307844, 365303519, 0)",1.918
"(365307844, 365307839, 0)",1.867
"(365307844, 364899331, 0)",1.867
"(365307844, 364899324, 0)",1.867
"(2997331915, 456825544, 0)",1.815
"(2997331915, 456825548, 0)",1.815
"(2997331915, 456828048, 0)",1.815
"(2552440780, 2552440787, 0)",1.905
"(558180303, 558180307, 0)",2.009
"(558180303, 558180305, 0)",2.009
"(558180303, 558180309, 0)",1.931
"(558180303, 349925776, 0)",1.867
"(558180305, 558180303, 0)",2.009
"(558180305, 558180307, 0)",2.009
"(558180305, 332188924, 0)",2.009
"(558180305, 349925777, 0)",2.009
"(2997331921, 456825549, 0)",1.815
"(2997331921, 456825551, 0)",1.815
"(2997331921, 456828048, 0)",1.815
"(2552440787, 563846189, 0)",1.88
"(2552440787, 2552440780, 0)",1.905
"(2552440787, 465202886, 0)",1.88
"(558180307, 558180303, 0)",2.009
"(558180307, 558180305, 0)",2.009
"(558180307, 352961839, 0)",2.022
"(558180307, 558180311, 0)",1.893
"(558180309, 558180303, 0)",1.931
"(344369106, 2988433344, 0)",1.815
"(558180311, 558180307, 0)",1.893
"(2997331928, 471224929, 0)",1.815
"(2997331928, 2997334038, 0)",1.815
"(2997331928, 2285074199, 0)",1.815
"(939075551, 297283588, 0)",1.893
"(939075551, 939075553, 0)",1.867
"(939075551, 287428376, 0)",1.867
"(939075553, 939075551, 0)",1.867
"(939075553, 290598448, 0)",1.854
"(939075553, 34093811, 0)",1.944
"(2552440804, 695159859, 0)",1.854
"(283256823, 290594288, 0)",1.957
"(283256823, 290594292, 0)",1.996
"(283256823, 290594298, 0)",1.996
"(283256823, 34166840, 0)",1.957
"(283256825, 290594304, 0)",1.918
"(283256825, 283256826, 0)",1.931
"(283256825, 278912642, 0)",1.893
"(283256826, 283256825, 0)",1.931
"(283256826, 283256828, 0)",1.931
"(283256826, 34167059, 0)",1.957
"(283256826, 34074570, 0)",1.931
"(283256828, 283256826, 0)",1.931
"(283256828, 285627206, 0)",1.931
"(283256828, 34074570, 0)",1.931
"(283256828, 265480809, 0)",1.957
"(283256829, 265583370, 0)",1.905
"(283256829, 285627206, 0)",1.905
"(283256829, 278917091, 0)",1.918
"(388376580, 340200512, 0)",1.893
"(388376580, 388376581, 0)",1.893
"(388376580, 289732396, 0)",1.893
"(388376581, 340200512, 0)",1.893
"(388376581, 279222312, 0)",1.944
"(388376581, 388376580, 0)",1.893
"(388376587, 351443272, 0)",1.841
"(1004087308, 316643792, 0)",1.97
"(1004087308, 349925914, 0)",1.97
"(1004087308, 366825057, 0)",1.931
"(388376595, 388376597, 0)",1.841
"(388376597, 388376595, 0)",1.841
"(388376597, 434142495, 0)",1.841
"(388376597, 411397568, 0)",1.841
"(2039195675, 2084062334, 0)",1.828
"(2039195675, 2084062288, 0)",1.815
"(2039195675, 2039195710, 0)",1.825
"(249604128, 1726402707, 0)",1.944
"(249604128, 1516979983, 0)",1.944
"(249604128, 1726402710, 0)",1.944
"(2039195682, 564125325, 0)",1.841
"(2039195682, 6485799186, 0)",1.854
"(2039195682, 1769526835, 0)",1.841
"(2039195690, 741253051, 0)",1.815
"(2039195690, 3401474626, 0)",1.827
"(2039195690, 1875915855, 0)",1.815
"(2039195702, 2011327786, 0)",1.815
"(1004087352, 297284531, 0)",1.905
"(627845177, 267089182, 0)",1.893
"(627845177, 663698044, 0)",1.893
"(627845177, 591523009, 0)",1.905
"(627845178, 536598500, 0)",1.893
"(627845178, 267089182, 0)",1.893
"(627845178, 2883170182, 0)",1.893
"(627845178, 663698044, 0)",1.893
"(938092601, 2274402642, 0)",1.88
"(938092601, 6055153102, 0)",1.918
"(938092601, 413355865, 0)",1.918
"(2039195710, 2039195675, 0)",1.825
"(1461004372, 612827745, 0)",1.841
"(1461004372, 1324879873, 0)",1.841
"(1461004372, 1324879914, 0)",1.88
"(2039195741, 564125322, 0)",1.815
"(2039195741, 2011327786, 0)",1.815
"(2039195741, 2084062498, 0)",1.802
"(392964192, 265584899, 0)",1.854
"(392964192, 745738942, 0)",1.854
"(392964192, 290594383, 0)",1.854
"(392964192, 585331218, 0)",1.854
"(583444584, 892210959, 0)",1.893
"(583444584, 283878332, 0)",1.893
"(583444584, 2886674192, 0)",1.893
"(583444585, 33982333, 0)",1.893
"(583444585, 893200097, 0)",1.893
"(583444585, 2886674192, 0)",1.893
"(583444585, 265584065, 0)",1.867
"(577579140, 577579176, 0)",1.841
"(577579140, 577579151, 0)",1.828
"(577579140, 577579143, 0)",1.828
"(577579143, 577579140, 0)",1.828
"(577579143, 750477289, 0)",1.828
"(577579143, 34176056, 0)",1.828
"(577579143, 577730862, 0)",1.828
"(1461004426, 1324879908, 0)",1.88
"(1461004426, 349933892, 0)",1.905
"(1461004426, 279192361, 0)",1.931
"(2039195790, 564125332, 0)",1.905
"(2039195790, 564125325, 0)",1.867
"(2039195790, 564125322, 0)",1.82
"(577579151, 577579140, 0)",1.828
"(577579151, 3653329707, 0)",1.841
"(577579151, 577579176, 0)",1.828
"(2039195800, 6211300513, 0)",1.841
"(2039195802, 2512590308, 0)",1.841
"(577579166, 34167571, 0)",1.828
"(577579166, 34167569, 0)",1.841
"(577579166, 2466164654, 0)",1.828
"(577579166, 5546525695, 0)",1.828
"(365308065, 60707552, 0)",1.918
"(393881768, 393841460, 0)",1.841
"(393881768, 478492474, 0)",1.841
"(393881768, 393767505, 0)",1.841
"(577579176, 577579140, 0)",1.841
"(577579176, 577579151, 0)",1.828
"(577579176, 34167571, 0)",1.828
"(266152118, 316642929, 0)",1.944
"(266152118, 299513312, 0)",1.957
"(266152118, 266152124, 0)",1.957
"(266152118, 34399364, 0)",2.022
"(2841422009, 388284000, 0)",1.867
"(2841422009, 2841422020, 0)",1.905
"(2841422009, 2841422016, 0)",1.905
"(266152124, 2104757631, 0)",1.97
"(266152124, 266152118, 0)",1.957
"(266152124, 176155343, 0)",2.022
"(2039195837, 6130723922, 0)",1.815
"(2039195839, 1875915858, 0)",1.854
"(2039195839, 6130724132, 0)",1.825
"(2039195839, 3639590387, 0)",1.828
"(2039195839, 2011327793, 0)",1.893
"(2841422016, 2841422009, 0)",1.905
"(2841422016, 2841422020, 0)",1.88
"(2841422016, 287588368, 0)",1.88
"(2841422016, 2841422030, 0)",1.88
"(2841422020, 2841422009, 0)",1.905
"(2841422020, 2841422016, 0)",1.88
"(2841422020, 287588361, 0)",1.918
"(2841422030, 2841422016, 0)",1.88
"(2841422030, 287588361, 0)",1.88
"(2841422030, 393823483, 0)",1.88
"(2841422033, 983497851, 0)",1.893
"(2841422033, 76468523, 0)",1.88
"(455223509, 34658619, 0)",1.841
"(455223509, 367032658, 0)",1.841
"(455223509, 367032644, 0)",1.841
"(712583393, 365225320, 0)",1.931
"(712583393, 365223588, 0)",1.931
"(712583393, 612921368, 0)",1.931
"(712583393, 60706280, 0)",1.944
"(265758948, 352755061, 0)",2.112
"(265758948, 639616254, 0)",2.048
"(265758948, 265758984, 0)",2.112
"(265758950, 344190817, 0)",1.867
"(265758950, 265758982, 0)",1.867
"(265758950, 265674420, 0)",1.918
"(265758951, 25543255, 0)",1.854
"(265758951, 329989406, 0)",1.867
"(265758951, 344190817, 0)",1.867
"(265758951, 34711791, 0)",1.867
"(313895149, 313895152, 0)",1.858
"(313895149, 561142596, 0)",1.88
"(313895149, 313895150, 0)",1.88
"(313895150, 313895149, 0)",1.88
"(34711791, 265758951, 0)",1.867
"(34711791, 329989637, 0)",1.893
"(34711791, 344088320, 0)",1.893
"(34711791, 346584363, 0)",1.893
"(34711792, 317374648, 0)",1.867
"(34711792, 764471541, 0)",1.88
"(34711792, 345570599, 0)",1.88
"(34711792, 764471545, 0)",1.88
"(34711792, 388380301, 0)",1.88
"(34711793, 317374650, 0)",1.893
"(34711793, 345568228, 0)",1.88
"(34711793, 345569230, 0)",1.893
"(34711794, 34711795, 0)",1.88
"(34711794, 345568228, 0)",1.867
"(34711794, 317374657, 0)",1.867
"(34711795, 34711794, 0)",1.88
"(34711795, 317374654, 0)",1.905
"(34711795, 411290584, 0)",1.905
"(317892850, 370641214, 0)",1.88
"(317892850, 418222197, 0)",1.944
"(317892850, 278321040, 0)",1.983
"(317892853, 418222204, 0)",1.931
"(317892853, 766788147, 0)",1.97
"(317892853, 333400308, 0)",1.905
"(317892853, 278321040, 0)",1.931
"(313895151, 313895152, 0)",1.905
"(317892855, 537660472, 0)",1.893
"(317892855, 34774707, 0)",1.931
"(317892855, 333400293, 0)",1.931
"(317892855, 541554151, 0)",1.918
"(313895152, 313895149, 0)",1.858
"(313895152, 313895151, 0)",1.905
"(313895152, 278321998, 0)",1.905
"(559982841, 559977410, 0)",1.867
"(559982841, 559982842, 0)",1.88
"(559982841, 559982851, 0)",1.828
"(317892858, 540676378, 0)",1.918
"(317892858, 355313544, 0)",1.905
"(317892858, 1943993864, 0)",1.893
"(317892859, 34770941, 0)",1.944
"(317892859, 471803492, 0)",1.877
"(317892859, 333400300, 0)",1.944
"(317892859, 420501788, 0)",1.944
"(317892860, 34770941, 0)",1.918
"(317892860, 318685166, 0)",1.893
"(317892860, 1786894739, 0)",1.867
"(317892860, 420522603, 0)",1.88
"(559982842, 559977409, 0)",1.88
"(559982842, 2036374618, 0)",1.854
"(559982842, 559982841, 0)",1.88
"(265758974, 357043834, 0)",1.88
"(265758974, 352909558, 0)",1.841
"(265758974, 265758975, 0)",1.841
"(265758975, 246778504, 0)",1.88
"(265758975, 265758974, 0)",1.841
"(265758975, 352909547, 0)",1.931
"(265758975, 276646835, 0)",1.931
"(265758976, 246778508, 0)",1.918
"(265758976, 265758977, 0)",1.867
"(265758976, 276646835, 0)",1.931
"(265758976, 34658887, 0)",1.996
"(265758977, 285640185, 0)",1.854
"(265758977, 265758976, 0)",1.867
"(265758977, 354540889, 0)",1.931
"(265758978, 285640185, 0)",1.918
"(265758978, 265755622, 0)",1.918
"(265758978, 265755875, 0)",1.918
"(265758978, 354540887, 0)",1.88
"(265758979, 319689547, 0)",1.944
"(265758979, 265755622, 0)",1.944
"(265758979, 264810872, 0)",1.893
"(265758979, 265758980, 0)",1.893
"(265758980, 265758979, 0)",1.893
"(265758980, 265758982, 0)",1.867
"(265758980, 26541165, 0)",1.97
"(559982844, 659753419, 0)",1.854
"(559982844, 559977403, 0)",1.88
"(559982844, 559977410, 0)",1.867
"(265758982, 265758950, 0)",1.867
"(265758982, 265758980, 0)",1.867
"(265758982, 25543255, 0)",1.88
"(265758982, 414572046, 0)",1.918
"(559982848, 659753419, 0)",1.841
"(559982848, 559977416, 0)",1.841
"(559982848, 559982852, 0)",1.841
"(265758984, 265755875, 0)",1.996
"(265758984, 265758948, 0)",2.112
"(265758984, 266010374, 0)",2.112
"(265758984, 265420166, 0)",1.931
"(559982850, 3597206057, 0)",1.854
"(559982850, 559977416, 0)",1.854
"(559982850, 2564200126, 0)",1.854
"(559982850, 559982852, 0)",1.828
"(365308170, 1725890612, 0)",1.918
"(559982851, 3597206057, 0)",1.854
"(559982851, 559982841, 0)",1.828
"(559982851, 1789865307, 0)",1.854
"(559982851, 1789865305, 0)",1.841
"(559982852, 559977463, 0)",1.828
"(559982852, 559982848, 0)",1.841
"(559982852, 559982850, 0)",1.828
"(471574813, 471794332, 0)",1.944
"(471574813, 288595871, 0)",1.983
"(471574813, 471574814, 0)",2.061
"(471574814, 471574813, 0)",2.061
"(392964381, 290593986, 0)",1.918
"(392964381, 392964383, 0)",1.996
"(392964381, 367883065, 0)",1.867
"(392964383, 699766864, 0)",2.035
"(392964383, 392964381, 0)",1.996
"(392964383, 34074552, 0)",1.996
"(392964383, 392964382, 0)",1.996
"(392964382, 699766867, 0)",1.957
"(392964382, 392964383, 0)",1.996
"(392964382, 392964388, 0)",1.957
"(392964385, 290593980, 0)",1.905
"(392964385, 290593981, 0)",1.905
"(392964385, 392964386, 0)",1.905
"(392964384, 290593988, 0)",1.944
"(392964384, 392964402, 0)",1.88
"(392964384, 392964386, 0)",1.931
"(392964388, 290594646, 0)",1.944
"(392964388, 392964382, 0)",1.957
"(392964388, 392964396, 0)",1.88
"(392964386, 392964385, 0)",1.905
"(392964386, 392964384, 0)",1.931
"(392964386, 893170350, 0)",1.931
"(392964386, 34074555, 0)",1.893
"(392964387, 290593988, 0)",1.944
"(392964387, 290594646, 0)",1.957
"(392964387, 392964397, 0)",1.931
"(392964393, 321297791, 0)",1.918
"(392964393, 601732890, 0)",1.867
"(392964393, 392964396, 0)",1.893
"(392964395, 35651735, 0)",1.918
"(392964395, 290594646, 0)",1.931
"(392964395, 392964397, 0)",1.905
"(392964395, 392964396, 0)",1.893
"(392964396, 392964388, 0)",1.88
"(392964396, 392964393, 0)",1.893
"(392964396, 392964395, 0)",1.893
"(392964397, 392964387, 0)",1.931
"(392964397, 392964395, 0)",1.905
"(392964397, 585353524, 0)",1.905
"(1893443883, 535082110, 0)",2.009
"(1893443883, 1325022604, 0)",1.97
"(413215026, 567029403, 0)",1.854
"(392964402, 290594645, 0)",1.918
"(392964402, 392964384, 0)",1.88
"(392964402, 34074555, 0)",1.918
"(2856823104, 482114162, 0)",1.828
"(879372620, 2432373509, 0)",1.944
"(879372620, 879372621, 0)",1.957
"(879372620, 36427374, 0)",1.957
"(879372621, 855249863, 0)",1.944
"(879372621, 879372620, 0)",1.957
"(879372621, 879372628, 0)",1.88
"(879372621, 36427376, 0)",1.957
"(879372628, 855249865, 0)",1.88
"(879372628, 879372621, 0)",1.88
"(879372628, 879384939, 0)",1.931
"(34122085, 34122086, 0)",1.867
"(34122085, 478498185, 0)",1.867
"(34122085, 478498193, 0)",1.849
"(34122085, 1535176010, 0)",1.841
"(34122086, 730792271, 0)",1.854
"(34122086, 34122085, 0)",1.867
"(34122086, 478501342, 0)",1.867
"(365308281, 404265483, 0)",1.918
"(365308281, 365308776, 0)",1.918
"(365308281, 365308284, 0)",1.893
"(365308284, 404265486, 0)",1.905
"(365308284, 365308281, 0)",1.893
"(365308284, 365308778, 0)",1.905
"(365308288, 404265486, 0)",1.944
"(365308288, 60707541, 0)",1.944
"(365308288, 549274530, 0)",1.944
"(365308291, 365308778, 0)",1.893
"(1540696471, 560403601, 0)",1.944
"(1540696471, 2659161346, 0)",1.918
"(1540696471, 5624692272, 0)",1.931
"(1540696471, 324323657, 0)",1.867
"(1540696471, 766752934, 0)",1.867
"(1540696471, 479096098, 0)",1.88
"(367241636, 567029414, 0)",1.854
"(1540696486, 560400478, 0)",1.867
"(1540696486, 560400507, 0)",1.893
"(1540696486, 479096460, 0)",1.867
"(1540696486, 479095950, 0)",1.867
"(1535176000, 1535176002, 0)",1.802
"(364554672, 992806692, 0)",1.867
"(1535176002, 1535176000, 0)",1.802
"(1535176002, 2753743577, 0)",1.828
"(1535176002, 478498184, 0)",1.815
"(1535176002, 1535176010, 0)",1.828
"(1540696510, 324323661, 0)",1.854
"(1540696510, 324315647, 0)",1.88
"(1540696510, 479096098, 0)",1.847
"(468298184, 468298203, 0)",1.844
"(468298184, 435773108, 0)",1.828
"(468298184, 435773114, 0)",1.854
"(1540696529, 34639274, 0)",1.867
"(1540696529, 369344344, 0)",1.867
"(1540696529, 1540696531, 0)",1.867
"(1540696529, 324315645, 0)",1.867
"(1540696531, 34639165, 0)",1.867
"(1540696531, 34639274, 0)",1.854
"(1540696531, 1540696529, 0)",1.867
"(1540696532, 560729443, 0)",1.867
"(1540696532, 560729447, 0)",1.867
"(1540696532, 369344344, 0)",1.854
"(1540696534, 34639257, 0)",1.854
"(1540696534, 324323661, 0)",1.841
"(1540696534, 479096019, 0)",1.854
"(1540696534, 479096029, 0)",1.854
"(468298203, 2013598479, 0)",1.828
"(468298203, 468298184, 0)",1.844
"(468298203, 468298210, 0)",1.802
"(468298203, 468298237, 0)",1.854
"(266119648, 231146452, 0)",1.893
"(266119648, 231122258, 0)",1.905
"(266119648, 536598467, 0)",1.893
"(1540696545, 560729444, 0)",1.854
"(1540696545, 369344323, 0)",1.854
"(1540696545, 369344325, 0)",1.854
"(468298210, 482771694, 0)",1.802
"(468298210, 468298203, 0)",1.802
"(468298210, 468298215, 0)",1.802
"(468298215, 468298210, 0)",1.802
"(468298215, 468298237, 0)",1.854
"(468298215, 468298220, 0)",1.802
"(468298220, 468298215, 0)",1.802
"(468298220, 468298227, 0)",1.81
"(468298220, 468298295, 0)",1.802
"(468298227, 468298220, 0)",1.81
"(468298227, 659583251, 0)",1.828
"(468298227, 468298246, 0)",1.815
"(468298227, 468298237, 0)",1.854
"(34122229, 478501340, 0)",1.867
"(34122229, 2815390946, 0)",1.867
"(34122229, 478501342, 0)",1.867
"(34122231, 1785300230, 0)",1.828
"(34122231, 176138777, 0)",1.854
"(34122231, 468532582, 0)",1.828
"(468298232, 659583251, 0)",1.867
"(468298232, 25543250, 0)",1.841
"(468298232, 910412776, 0)",1.867
"(34122232, 1785300230, 0)",1.841
"(34122232, 3636504183, 0)",1.867
"(34122232, 468532589, 0)",1.815
"(34122234, 672967895, 0)",1.905
"(34122234, 2013587474, 0)",1.893
"(34122234, 310627144, 0)",1.867
"(34122234, 1011769149, 0)",1.905
"(324315645, 1497111773, 0)",1.905
"(324315645, 1540696529, 0)",1.867
"(324315645, 324315647, 0)",1.893
"(324315645, 315731276, 0)",1.88
"(468298237, 468298203, 0)",1.854
"(468298237, 468298215, 0)",1.854
"(468298237, 468298227, 0)",1.854
"(324315647, 1497111731, 0)",1.88
