uvkey,aqi
"(670414274, 670414276, 0)",1.841
"(670414274, 664811798, 0)",1.905
"(670414275, 1521257445, 0)",1.905
"(670414275, 670414276, 0)",1.854
"(670414275, 664811798, 0)",1.905
"(670414276, 1521355351, 0)",1.88
"(670414276, 670414274, 0)",1.841
"(670414276, 670414275, 0)",1.854
"(670414276, 670414277, 0)",1.88
"(670414277, 485497385, 0)",1.88
"(670414277, 116730689, 0)",1.854
"(670414277, 670414276, 0)",1.88
"(5189121478, 2104003533, 0)",1.841
"(5189121478, 2104003539, 0)",1.854
"(5189121478, 5189121479, 0)",1.828
"(5189121478, 1723718627, 0)",1.828
"(5189121479, 4741674152, 0)",1.828
"(5189121479, 5189121478, 0)",1.828
"(5189121479, 2011327774, 0)",1.854
"(5189121479, 5517426985, 0)",1.841
"(283817412, 325259883, 0)",1.88
"(283817412, 283817565, 0)",1.905
"(283817412, 2430715669, 0)",1.918
"(283817416, 325259883, 0)",1.944
"(283817416, 2899908622, 0)",1.944
"(299513312, 265425085, 0)",1.957
"(299513312, 266152118, 0)",1.957
"(299513312, 1319364642, 0)",1.957
"(299513313, 265425085, 0)",1.918
"(299513313, 1319364642, 0)",1.918
"(299513313, 34658605, 0)",1.893
"(344208867, 34659023, 0)",1.893
"(344208867, 346155582, 0)",1.893
"(344208867, 334393290, 0)",1.893
"(6513276388, 6513276390, 0)",1.841
"(6513276390, 3637093420, 0)",1.867
"(6513276390, 6513276388, 0)",1.841
"(6513276390, 6513276394, 0)",1.88
"(6513276391, 6513276393, 0)",1.841
"(6513276393, 6513276391, 0)",1.841
"(6513276393, 5517427007, 0)",1.88
"(6513276393, 5517426986, 0)",1.88
"(6513276393, 6513276394, 0)",1.88
"(6513276394, 6513276390, 0)",1.88
"(6513276394, 6513276393, 0)",1.88
"(6513276394, 5517427013, 0)",1.847
"(470234618, 470234621, 0)",1.88
"(470234618, 470234619, 0)",1.867
"(470234618, 333400304, 0)",1.893
"(470234618, 333400303, 0)",1.931
"(470234619, 470234618, 0)",1.867
"(470234621, 537660481, 0)",1.88
"(470234621, 34771464, 0)",1.931
"(470234621, 34771465, 0)",1.893
"(470234621, 470234618, 0)",1.88
"(470234624, 333400303, 0)",1.88
"(441267718, 332202181, 0)",1.854
"(441267718, 1786818161, 0)",1.854
"(441267718, 441267719, 0)",1.854
"(441267718, 6051940473, 0)",1.854
"(441267719, 441267718, 0)",1.854
"(441267719, 6051940473, 0)",1.854
"(441267719, 34659053, 0)",1.854
"(441267722, 332202181, 0)",1.854
"(441267722, 354852545, 0)",1.854
"(441267722, 444694010, 0)",1.854
"(441267722, 6051940473, 0)",1.854
"(441267740, 34659168, 0)",1.828
"(359118370, 6102813872, 0)",1.867
"(359118370, 359115322, 0)",1.867
"(359118370, 34728008, 0)",1.854
"(441267751, 559463775, 0)",1.841
"(941667880, 266022885, 0)",1.815
"(941667880, 287425060, 0)",1.815
"(941667880, 287429028, 0)",1.815
"(441267764, 441267767, 0)",1.841
"(441267767, 33981621, 0)",1.854
"(441267767, 441523224, 0)",1.867
"(441267767, 441267764, 0)",1.841
"(441267767, 333437904, 0)",1.854
"(211662401, 469634248, 0)",1.905
"(211662401, 34731157, 0)",1.893
"(211662401, 6662115496, 0)",1.88
"(211662401, 6662115494, 0)",1.944
"(441267782, 34659022, 0)",1.828
"(283817565, 283817412, 0)",1.905
"(283817565, 283817567, 0)",1.893
"(283817567, 283817565, 0)",1.893
"(283817567, 370687791, 0)",1.918
"(283817567, 582466642, 0)",1.918
"(283817568, 370687791, 0)",1.918
"(283817568, 6050342742, 0)",1.957
"(388380301, 366249000, 0)",1.841
"(388380301, 34711792, 0)",1.88
"(388380301, 764471541, 0)",1.88
"(388380301, 345570658, 0)",1.88
"(351418006, 351415176, 0)",1.893
"(351418006, 352940256, 0)",1.918
"(351418006, 346575419, 0)",1.867
"(267335319, 276647748, 0)",1.944
"(267335319, 526735151, 0)",1.97
"(267335319, 276646839, 0)",1.944
"(267335319, 25543261, 0)",1.97
"(359544478, 359546461, 0)",1.918
"(479803057, 2537914951, 0)",1.854
"(479803057, 2537914964, 0)",1.841
"(479803057, 613063265, 0)",1.854
"(479803057, 466975020, 0)",1.854
"(479803059, 463080438, 0)",1.841
"(479803059, 1413001741, 0)",1.828
"(479803059, 353713781, 0)",1.828
"(479803061, 2537914903, 0)",1.88
"(479803061, 2537914933, 0)",1.828
"(479803061, 2537914939, 0)",1.828
"(479803061, 466975026, 0)",1.867
"(479803062, 2537914924, 0)",1.86
"(479803062, 479800834, 0)",1.88
"(479803062, 466975028, 0)",1.867
"(479803063, 444699525, 0)",1.854
"(479803063, 479803064, 0)",1.867
"(479803063, 466975028, 0)",1.867
"(479803064, 2537914903, 0)",1.88
"(479803064, 479803063, 0)",1.867
"(479803064, 479803065, 0)",1.815
"(479803065, 479803064, 0)",1.815
"(479803065, 465203625, 0)",1.841
"(479803065, 2742150158, 0)",1.828
"(479803066, 703895974, 0)",1.854
"(479803066, 479800834, 0)",1.841
"(479803066, 34729879, 0)",1.841
"(479803066, 479803068, 0)",1.846
"(479803067, 2537914867, 0)",1.854
"(479803067, 479803068, 0)",1.848
"(479803067, 34729878, 0)",1.854
"(479803068, 479803066, 0)",1.846
"(479803068, 479803067, 0)",1.848
"(479803068, 466975058, 0)",1.848
"(479803069, 2537914881, 0)",1.841
"(479803069, 444699525, 0)",1.841
"(479803069, 466975058, 0)",1.841
"(176207550, 265585741, 0)",1.893
"(176207550, 34074478, 0)",1.957
"(176207550, 287425063, 0)",1.957
"(471774919, 297284532, 0)",1.944
"(471774919, 34127846, 0)",1.944
"(471774919, 462516778, 0)",1.931
"(357906141, 1166376997, 0)",2.009
"(357906141, 1556417232, 0)",2.009
"(357906141, 1556417232, 1)",1.963
"(357906141, 352909958, 0)",2.048
"(775501541, 1651273646, 0)",1.815
"(775501541, 1651273629, 0)",1.841
"(775501541, 1651273642, 0)",1.828
"(775501545, 664142156, 0)",1.828
"(775501545, 664143419, 0)",1.893
"(775501545, 664143532, 0)",1.893
"(164771607, 1497747229, 0)",1.918
"(164771607, 262962081, 0)",1.918
"(164771607, 76826231, 0)",1.893
"(601732890, 392964393, 0)",1.867
"(601732890, 601733149, 0)",1.944
"(601732890, 3195396660, 0)",1.996
"(34158388, 6051671969, 0)",1.815
"(34158388, 446004504, 0)",1.815
"(34158388, 34163435, 0)",1.815
"(34158388, 34158482, 0)",1.815
"(478492474, 6703647191, 0)",1.841
"(478492474, 393881768, 0)",1.841
"(478492474, 393901610, 0)",1.828
"(34158396, 34157359, 0)",1.815
"(34158396, 34158559, 0)",1.815
"(34158396, 34158397, 0)",1.815
"(34158396, 34158925, 0)",1.815
"(34158397, 462129789, 0)",1.815
"(34158397, 34158396, 0)",1.815
"(34158397, 34158762, 0)",1.815
"(34158397, 34158401, 0)",1.815
"(34158401, 1972769750, 0)",1.815
"(34158401, 34158397, 0)",1.815
"(34158401, 34158733, 0)",1.815
"(34158401, 34158404, 0)",1.815
"(34158404, 462129790, 0)",1.815
"(34158404, 34158401, 0)",1.815
"(34158404, 34158950, 0)",1.815
"(34158404, 34158967, 0)",1.815
"(394573637, 404228189, 0)",1.893
"(394573637, 394605411, 0)",1.88
"(394573637, 60707545, 0)",1.893
"(34158408, 468440603, 0)",1.815
"(34158408, 34158933, 0)",1.815
"(34158408, 34158739, 0)",1.815
"(34158408, 34158936, 0)",1.815
"(34158408, 34158967, 0)",1.815
"(34158411, 504725819, 0)",1.815
"(34158411, 504725821, 0)",1.815
"(34158411, 34158936, 0)",1.815
"(34158411, 34159240, 0)",1.815
"(1398421331, 932648714, 0)",1.828
"(1398421331, 287425085, 0)",1.828
"(1398421331, 932560421, 0)",1.828
"(1398421332, 932648714, 0)",1.867
"(1398421332, 932560250, 0)",1.905
"(1398421332, 932560421, 0)",1.859
"(767417167, 1324736453, 0)",1.893
"(767417167, 767417169, 0)",1.944
"(767417167, 6050342118, 0)",1.918
"(359544697, 365305183, 0)",1.931
"(359544697, 568798957, 0)",1.912
"(359544697, 359544699, 0)",1.931
"(359544699, 365305189, 0)",1.912
"(359544699, 767964142, 0)",1.931
"(359544699, 359544697, 0)",1.931
"(359544699, 60707548, 0)",1.931
"(3005724561, 3076428110, 0)",1.828
"(3005724561, 1334530802, 0)",1.828
"(3005724561, 3001213083, 0)",1.841
"(34158482, 34158388, 0)",1.815
"(34158482, 446004504, 0)",1.815
"(34158482, 34158487, 0)",1.815
"(34158482, 446004503, 0)",1.815
"(34158487, 504725779, 0)",1.815
"(34158487, 34158482, 0)",1.815
"(34158487, 446004503, 0)",1.815
"(34158487, 34159188, 0)",1.815
"(639612838, 391836590, 0)",1.854
"(639612838, 639612839, 0)",1.841
"(639612838, 391836592, 0)",1.854
"(639612839, 639612838, 0)",1.841
"(639612839, 346584113, 0)",1.828
"(639612839, 391836591, 0)",1.854
"(612415411, 612411966, 0)",1.957
"(560740315, 317380238, 0)",1.88
"(560740315, 560740316, 0)",1.88
"(560740315, 423026554, 0)",1.88
"(560740315, 6051940449, 0)",1.854
"(560740316, 33981622, 0)",1.88
"(560740316, 560740315, 0)",1.88
"(560740316, 334393294, 0)",1.867
"(34158558, 504725779, 0)",1.815
"(34158558, 34158559, 0)",1.815
"(34158558, 505338245, 0)",1.815
"(34158559, 34157359, 0)",1.815
"(34158559, 34158396, 0)",1.815
"(34158559, 34158558, 0)",1.815
"(34158559, 34159095, 0)",1.815
"(583546876, 413334338, 0)",1.944
"(583546877, 316862045, 0)",1.931
"(264910846, 358479465, 0)",1.841
"(264910846, 264910897, 0)",1.893
"(264910846, 288018303, 0)",1.893
"(264910846, 444686884, 0)",1.88
"(264910848, 1556417231, 0)",1.88
"(264910848, 444686884, 0)",1.88
"(264910848, 444686887, 0)",1.841
"(388511773, 496006277, 0)",1.893
"(388511773, 262954476, 0)",1.918
"(388511773, 262954477, 0)",1.867
"(601733149, 601732890, 0)",1.944
"(601733149, 585331249, 0)",1.854
"(601733149, 701814944, 0)",1.854
"(601733149, 3195397361, 0)",1.918
"(924629030, 259757278, 0)",1.996
"(924629030, 455449833, 0)",1.944
"(924629030, 924629031, 0)",1.97
"(299513895, 1432227637, 0)",1.828
"(299513895, 560242540, 0)",1.841
"(299513895, 299513897, 0)",1.828
"(924629031, 823266029, 0)",1.957
"(924629031, 924629030, 0)",1.97
"(924629031, 1325001933, 0)",1.97
"(924629031, 924629045, 0)",1.957
"(299513897, 299513895, 0)",1.828
"(299513897, 176156294, 0)",1.944
"(299513897, 299513899, 0)",1.957
"(299513897, 34398562, 0)",1.97
"(299513899, 299513897, 0)",1.957
"(299513899, 299513900, 0)",1.957
"(299513899, 299517183, 0)",1.996
"(299513899, 265775876, 0)",1.944
"(299513900, 560400478, 0)",1.88
"(299513900, 560400507, 0)",1.905
"(299513900, 560400510, 0)",1.905
"(299513900, 299513899, 0)",1.957
"(264910897, 1556417192, 0)",1.88
"(264910897, 264910846, 0)",1.893
"(264910897, 444686885, 0)",1.88
"(924629045, 823266030, 0)",1.944
"(924629045, 823266029, 0)",1.957
"(924629045, 924629031, 0)",1.957
"(924629045, 143489685, 0)",1.918
"(364853325, 364813777, 0)",1.918
"(364853325, 364852445, 0)",1.944
"(364853325, 364852446, 0)",1.944
"(364853325, 583456083, 0)",1.931
"(364853326, 364852446, 0)",1.918
"(364853326, 364853327, 0)",1.931
"(364853326, 612917502, 0)",1.931
"(364853327, 364853326, 0)",1.931
"(364853327, 364853328, 0)",1.931
"(364853327, 60706277, 0)",1.931
"(364853327, 612917501, 0)",1.931
"(364853328, 365244359, 0)",1.905
"(364853328, 364853327, 0)",1.931
"(364853328, 364853329, 0)",1.931
"(364853329, 365244360, 0)",1.905
"(364853329, 364853328, 0)",1.931
"(364853329, 60706277, 0)",1.931
"(364853329, 1737280281, 0)",1.931
"(283261009, 265504639, 0)",1.931
"(283261009, 265764284, 0)",2.022
"(283261009, 265504700, 0)",1.957
"(283261009, 286324647, 0)",1.867
"(34158733, 34158401, 0)",1.815
"(34158733, 34158950, 0)",1.815
"(34158733, 34158762, 0)",1.815
"(34158738, 5557298747, 0)",1.815
"(34158738, 34158978, 0)",1.815
"(34158738, 1765637852, 0)",1.802
"(34158739, 34158408, 0)",1.815
"(34158739, 1765637852, 0)",1.815
"(34158739, 34159204, 0)",1.802
"(766752919, 560403605, 0)",1.905
"(766752919, 660397229, 0)",1.957
"(766752926, 3454315906, 0)",1.918
"(766752926, 766752927, 0)",1.944
"(766752926, 660397222, 0)",1.905
"(766752927, 34639067, 0)",1.944
"(766752927, 560403595, 0)",1.944
"(766752927, 766752926, 0)",1.944
"(766752927, 660397223, 0)",1.931
"(766752933, 560403606, 0)",1.918
"(766752933, 2705304392, 0)",1.918
"(766752933, 1393569726, 0)",1.918
"(766752933, 316694354, 0)",1.918
"(766752934, 1540696471, 0)",1.867
"(766752934, 324315648, 0)",1.944
"(766752934, 324323657, 0)",1.905
"(701970599, 2921401309, 0)",1.867
"(701970599, 1324960325, 0)",1.88
"(701970599, 701970603, 0)",1.867
"(701970597, 701970603, 0)",1.841
"(34158762, 506201910, 0)",1.815
"(34158762, 34158397, 0)",1.815
"(34158762, 34158733, 0)",1.815
"(34158762, 34159095, 0)",1.815
"(701970603, 701970599, 0)",1.867
"(701970603, 701970597, 0)",1.841
"(701970603, 701970606, 0)",1.88
"(701970606, 701970603, 0)",1.88
"(701970606, 667278175, 0)",1.931
"(701970606, 2874231633, 0)",1.893
"(1707030708, 334019409, 0)",1.917
"(1707030709, 334006144, 0)",1.893
"(699775166, 745514614, 0)",1.864
"(699775166, 745518330, 0)",1.854
"(699775166, 699775176, 0)",1.931
"(699775176, 418220714, 0)",1.97
"(699775176, 699766867, 0)",2.061
"(699775176, 699775166, 0)",1.931
"(2430712039, 2427832461, 0)",1.88
"(2430712041, 2427832461, 0)",1.88
"(2430712041, 879384947, 0)",1.866
"(2430712041, 879384929, 0)",1.88
"(2430712044, 879384943, 0)",1.88
"(2430712044, 879384937, 0)",1.88
"(2430712044, 2427832461, 0)",1.88
"(2430712046, 1790543572, 0)",1.88
"(2430712046, 879384949, 0)",1.88
"(2430712046, 798574903, 0)",1.88
"(2430712047, 798574903, 0)",1.88
"(2430712047, 1516980116, 0)",1.88
"(2430712047, 879384949, 0)",1.88
"(2430712049, 798574903, 0)",1.88
"(535083254, 535083256, 0)",1.97
"(535083255, 535083256, 0)",1.97
"(535083255, 535083258, 0)",1.97
"(535083255, 1325022610, 0)",1.97
"(535083256, 534652816, 0)",1.97
"(535083256, 535083254, 0)",1.97
"(535083256, 535083255, 0)",1.97
"(535083256, 535083259, 0)",1.97
"(535083258, 535083255, 0)",1.97
"(535083258, 535083259, 0)",1.957
"(535083258, 1325022633, 0)",2.009
"(535083259, 535083256, 0)",1.97
"(535083259, 535083258, 0)",1.957
"(535083259, 371184192, 0)",1.957
"(535083259, 535083260, 0)",1.957
"(535083260, 535083259, 0)",1.957
"(535083261, 535083262, 0)",1.996
"(535083261, 1325022633, 0)",1.957
"(535083261, 535084014, 0)",1.996
"(535083262, 535083261, 0)",1.996
"(535083262, 535084581, 0)",1.983
"(535083262, 535083263, 0)",1.983
"(535083262, 535084015, 0)",1.944
"(535083263, 535083262, 0)",1.983
"(535083263, 535083266, 0)",1.968
"(535083263, 1576779790, 0)",1.957
"(535083263, 535084581, 0)",1.983
"(535083266, 535083263, 0)",1.968
"(664811795, 664811799, 0)",1.864
"(664811798, 670414274, 0)",1.905
"(664811798, 670414275, 0)",1.905
"(664811798, 705122588, 0)",1.905
"(664811798, 705101342, 0)",1.867
"(664811799, 664811795, 0)",1.864
"(664811799, 664811800, 0)",1.864
"(664811799, 705101342, 0)",1.864
"(664811800, 664811799, 0)",1.864
"(595638561, 1307782198, 0)",1.983
"(595638561, 1307631313, 0)",2.061
"(595638561, 595638565, 0)",1.983
"(595638565, 595638561, 0)",1.983
"(595638565, 1307631333, 0)",2.009
"(595638566, 1307631333, 0)",2.1
"(595638566, 1307631313, 0)",2.087
"(595638570, 595638574, 0)",1.944
"(595638570, 595638572, 0)",1.996
"(595638572, 1986278412, 0)",1.996
"(595638572, 595638570, 0)",1.996
"(595638572, 595638573, 0)",1.983
"(595638573, 36474992, 0)",1.88
"(595638573, 1307782184, 0)",1.983
"(595638573, 595638572, 0)",1.983
"(595638573, 595638574, 0)",1.983
"(595638574, 36474992, 0)",1.957
"(595638574, 595638570, 0)",1.944
"(595638574, 595638573, 0)",1.983
"(595638575, 5680208389, 0)",1.88
"(595638575, 1308303629, 0)",1.88
"(595638575, 2455152041, 0)",1.893
"(2432481595, 309529485, 0)",1.815
"(2432481595, 6123647953, 0)",1.815
"(446019912, 580698598, 0)",1.957
"(446019912, 580698591, 0)",1.944
"(446019912, 2631061603, 0)",1.905
"(34158925, 462129789, 0)",1.815
"(34158925, 34157357, 0)",1.815
"(34158925, 34158396, 0)",1.815
"(2432481614, 287428366, 0)",1.815
"(2432481614, 2432481623, 0)",1.815
"(2432481614, 2432481613, 0)",1.815
"(2432481613, 2432481614, 0)",1.815
"(2432481613, 2432481622, 0)",1.815
"(2432481613, 34164596, 0)",1.815
"(34158933, 34158408, 0)",1.815
"(34158933, 34158935, 0)",1.815
"(34158933, 2496453667, 0)",1.815
"(2432481622, 2432481613, 0)",1.815
"(2432481622, 297295236, 0)",1.815
"(2432481622, 2432481623, 0)",1.815
"(34158935, 504725821, 0)",1.815
"(34158935, 34158933, 0)",1.815
"(34158935, 34158936, 0)",1.815
"(2432481623, 2432481614, 0)",1.815
"(2432481623, 2432481622, 0)",1.815
"(2432481623, 34164598, 0)",1.815
"(2432481623, 2432481628, 0)",1.815
"(34158936, 34123027, 0)",1.815
"(34158936, 34158408, 0)",1.815
"(34158936, 34158411, 0)",1.815
"(34158936, 34158935, 0)",1.815
"(2432481628, 2180350701, 0)",1.802
"(2432481628, 2432481623, 0)",1.815
"(2432481628, 287428366, 0)",1.815
"(3392485731, 1376715415, 0)",1.841
"(3392485731, 3392485733, 0)",1.815
"(3392485731, 3676784133, 0)",1.802
"(3392485733, 742692085, 0)",1.815
"(3392485733, 3392485731, 0)",1.815
"(3392485733, 3392485735, 0)",1.88
"(563853670, 34157108, 0)",1.815
"(563853670, 564125963, 0)",1.828
"(563853670, 5517426993, 0)",1.828
"(563853670, 3401474617, 0)",1.828
"(34158950, 5557298747, 0)",1.815
"(34158950, 34158404, 0)",1.815
"(34158950, 34158733, 0)",1.815
"(34158950, 34159201, 0)",1.815
"(3392485735, 742692089, 0)",1.815
"(3392485735, 3392485733, 0)",1.88
"(3392485735, 491864053, 0)",1.88
"(3392485735, 3392485736, 0)",1.88
"(3392485736, 742692114, 0)",1.88
"(3392485736, 742692143, 0)",1.815
"(3392485736, 3392485735, 0)",1.88
"(563853675, 1305798467, 0)",1.828
"(563853675, 2084062422, 0)",1.815
"(563853675, 564125332, 0)",1.814
"(563853675, 2084062334, 0)",1.815
"(2432481646, 708411307, 0)",1.802
"(2432481646, 297295231, 0)",1.815
"(2432481646, 2432481650, 0)",1.815
"(2432481650, 2432481646, 0)",1.815
"(2432481650, 34164618, 0)",1.815
"(2432481650, 529365595, 0)",1.815
"(34158967, 34158404, 0)",1.815
"(34158967, 34158408, 0)",1.815
"(34158967, 34158978, 0)",1.815
"(34158967, 2496453663, 0)",1.815
"(34158978, 34158738, 0)",1.815
"(34158978, 34158967, 0)",1.815
"(34158978, 1765637852, 0)",1.815
"(2432481671, 2432481675, 0)",1.815
"(2432481671, 34164618, 0)",1.815
"(2432481671, 708411302, 0)",1.815
"(2432481675, 2432481671, 0)",1.815
"(5770492303, 452711604, 0)",1.88
"(741292438, 1807783293, 0)",1.893
"(741292438, 1807783303, 0)",1.88
"(741292438, 2573772583, 0)",1.828
"(741292438, 365358483, 0)",1.88
"(302365081, 392270080, 0)",1.841
"(302365081, 302362600, 0)",1.828
"(302365081, 3001213083, 0)",1.841
"(302365088, 392270075, 0)",1.841
"(302365088, 302365090, 0)",1.828
"(302365088, 3001213083, 0)",1.828
"(302365090, 302365088, 0)",1.828
"(302365090, 302365147, 0)",1.88
"(302365090, 1366840375, 0)",1.841
"(538196419, 1516868658, 0)",1.905
"(538196419, 538196420, 0)",1.893
"(538196419, 143489679, 0)",1.893
"(538196420, 538196419, 0)",1.893
"(340998606, 262962280, 0)",1.905
"(340998606, 340998609, 0)",1.905
"(340998606, 231167441, 0)",1.88
"(340998609, 340998606, 0)",1.905
"(340998609, 34632390, 0)",1.905
"(302365147, 287421208, 0)",1.88
"(302365147, 287421223, 0)",1.88
"(302365147, 302365090, 0)",1.88
"(34159091, 505338310, 0)",1.815
"(34159091, 34159094, 0)",1.815
"(34159091, 435803874, 0)",1.815
"(34159094, 506201910, 0)",1.815
"(34159094, 506201913, 0)",1.815
"(34159094, 1621308626, 0)",1.802
"(34159094, 34159091, 0)",1.815
"(34159095, 34158559, 0)",1.815
"(34159095, 34158762, 0)",1.815
"(34159095, 505338245, 0)",1.815
"(465123854, 465123855, 0)",2.1
"(465123855, 6080467379, 0)",2.022
"(465123855, 2437881214, 0)",2.009
"(465123855, 2741640675, 0)",2.009
"(465123855, 465123854, 0)",2.1
"(465123863, 2741640675, 0)",1.905
"(465123863, 5569585557, 0)",1.893
"(465123863, 466975107, 0)",1.88
"(465123865, 585140641, 0)",1.88
"(465123865, 2741640690, 0)",1.893
"(465123865, 466975107, 0)",1.893
"(34159183, 506201933, 0)",1.815
"(34159183, 505338234, 0)",1.815
"(34159183, 506163770, 0)",1.815
"(34159183, 34159184, 0)",1.815
"(34159184, 5543072101, 0)",1.815
"(34159184, 34159183, 0)",1.815
"(34159184, 505338323, 0)",1.815
"(324319825, 1497111729, 0)",1.88
"(324319825, 1497111773, 0)",1.893
"(324319825, 324315647, 0)",1.944
"(34159188, 5543072103, 0)",1.815
"(34159188, 34158487, 0)",1.815
"(34159188, 505338234, 0)",1.815
"(394607191, 60707544, 0)",1.907
"(34159194, 158597257, 0)",1.854
"(34159194, 34122762, 0)",1.815
"(34159194, 742683151, 0)",1.854
"(34159201, 1972769782, 0)",1.802
"(34159201, 34158950, 0)",1.815
"(34159201, 1011769352, 0)",1.802
"(34159201, 742683151, 0)",1.815
"(417282658, 367232720, 0)",1.905
"(417282658, 3005731190, 0)",1.893
"(417282658, 5969760141, 0)",1.893
"(34159202, 5557298747, 0)",1.808
"(34159202, 1405939393, 0)",1.815
"(34159202, 1011769352, 0)",1.815
"(34159202, 1405933679, 0)",1.815
"(34159204, 34158739, 0)",1.802
"(34159204, 468440603, 0)",1.815
"(34159204, 1765637865, 0)",1.815
"(417282665, 2520873519, 0)",1.867
"(417282665, 3005731190, 0)",1.88
"(417282665, 3005731190, 1)",1.88
"(417282669, 567029510, 0)",1.854
"(417282669, 2520873521, 0)",1.854
"(417282669, 364926292, 0)",1.854
"(663698044, 627843876, 0)",1.893
"(663698044, 627845177, 0)",1.893
"(663698044, 627845178, 0)",1.893
"(34159236, 762061342, 0)",1.815
"(34159236, 762061346, 0)",1.815
"(34159236, 34164057, 0)",1.815
"(34159236, 505006942, 0)",1.815
"(34159240, 34158411, 0)",1.815
"(34159240, 435803830, 0)",1.815
"(34159240, 731213121, 0)",1.815
"(34159240, 435803842, 0)",1.815
"(34159254, 510825301, 0)",1.815
"(34159254, 762995709, 0)",1.815
"(34159254, 34159268, 0)",1.815
"(34159262, 290598373, 0)",1.815
"(34159262, 1480064022, 0)",1.807
"(34159262, 34159359, 0)",1.802
"(2529082017, 367032658, 0)",1.854
"(2529082017, 413293304, 0)",1.854
"(2529082017, 2529082020, 0)",1.841
"(1691761313, 554105217, 0)",1.905
"(1691761313, 276647755, 0)",1.918
"(1691761313, 276647748, 0)",1.97
"(34159266, 468423009, 0)",1.815
"(34159266, 468423018, 0)",1.815
"(34159266, 1841002937, 0)",1.815
"(2529082020, 2529082017, 0)",1.841
"(34159267, 2742616309, 0)",1.815
"(34159267, 468423005, 0)",1.815
"(34159267, 468423018, 0)",1.815
"(34159267, 2496453869, 0)",1.815
"(34159268, 2742616309, 0)",1.815
"(34159268, 34159254, 0)",1.815
"(34159268, 2496453848, 0)",1.815
"(34159268, 34159348, 0)",1.815
"(1786231467, 359541929, 0)",1.944
"(1786231467, 359541931, 0)",1.944
"(1786231467, 364887625, 0)",1.893
"(1786231472, 317891866, 0)",1.989
"(1786231472, 2875312442, 0)",1.989
"(1786231472, 278322826, 0)",2.035
"(34159280, 456825546, 0)",1.815
"(34159280, 34159346, 0)",1.815
"(34159280, 2496453857, 0)",1.815
"(34159280, 2496453860, 0)",1.815
"(34159280, 2988433405, 0)",1.815
"(34159322, 1972770080, 0)",1.815
"(34159322, 34164057, 0)",1.815
"(34159322, 1688853580, 0)",1.815
"(34093788, 3107459471, 0)",1.815
"(34093788, 1480064022, 0)",1.802
"(34093788, 1480064024, 0)",1.815
"(764623596, 559977411, 0)",1.841
"(764623596, 667503568, 0)",1.854
"(764623596, 560258639, 0)",1.841
"(764623596, 764623601, 0)",1.841
"(764623598, 1837796530, 0)",1.818
"(764623598, 764623606, 0)",1.828
"(764623598, 764623603, 0)",1.828
"(764623598, 660623775, 0)",1.828
"(764623601, 559977396, 0)",1.828
"(764623601, 559977418, 0)",1.841
"(764623601, 764623596, 0)",1.841
"(764623601, 764623606, 0)",1.828
"(34159346, 6051606335, 0)",1.815
"(34159346, 34159280, 0)",1.815
"(34159346, 2496453869, 0)",1.815
"(764623603, 764623598, 0)",1.828
"(34093811, 469631321, 0)",1.944
"(34093811, 939075553, 0)",1.944
"(34093811, 176150535, 0)",1.901
"(34159348, 762061342, 0)",1.815
"(34159348, 34159268, 0)",1.815
"(34159348, 762995709, 0)",1.815
"(764623606, 764623598, 0)",1.828
"(764623606, 764623601, 0)",1.828
"(764623606, 660623775, 0)",1.828
"(601733883, 35651765, 0)",1.893
"(601733883, 745497562, 0)",1.893
"(601733883, 3195391978, 0)",1.88
"(34159359, 34159262, 0)",1.802
"(34159359, 1480064025, 0)",1.815
"(34159359, 287428376, 0)",1.815
"(34159359, 1841002937, 0)",1.815
"(351451904, 359108365, 0)",1.918
"(351451904, 359101959, 0)",1.867
"(351451904, 346308069, 0)",1.854
"(613038848, 1412998630, 0)",1.842
"(613038852, 613038854, 0)",1.841
"(613038854, 486835377, 0)",1.841
"(613038854, 613038852, 0)",1.841
"(613038854, 6315588985, 0)",1.842
"(613038860, 34729202, 0)",1.854
"(1435319052, 412610696, 0)",1.88
"(1435319052, 313746998, 0)",1.88
"(1435319052, 313749809, 0)",1.88
"(1435319052, 2582214845, 0)",1.893
"(246758170, 283699838, 0)",1.905
"(246758170, 283699846, 0)",1.944
"(246758170, 283699833, 0)",1.905
"(207207206, 1731102554, 0)",1.867
"(207207206, 392963891, 0)",1.867
"(207207206, 392963903, 0)",1.854
"(2705308460, 703895977, 0)",1.867
"(2705308460, 34730181, 0)",1.854
"(2705308460, 2705308461, 0)",1.854
"(2705308460, 144657073, 0)",1.854
"(2705308461, 2705308460, 0)",1.854
"(2705308461, 34730181, 0)",1.854
"(2705308461, 695159859, 0)",1.854
"(207207212, 290593981, 0)",1.905
"(207207212, 392963903, 0)",1.88
"(207207212, 392963919, 0)",1.867
"(207207212, 1731148929, 0)",1.854
"(207207212, 1731148929, 1)",1.867
"(369605423, 2896876349, 0)",1.905
"(364526400, 345800781, 0)",1.841
"(364526400, 34658615, 0)",1.841
"(364526400, 2584901097, 0)",1.841
"(364526400, 2584901096, 0)",1.841
"(334019395, 334019419, 0)",1.944
"(334019402, 1324777102, 0)",1.944
"(334019402, 283694273, 0)",1.944
"(334019402, 334019405, 0)",1.944
"(334019402, 334019419, 0)",1.918
"(334019405, 334019402, 0)",1.944
"(334019405, 334019409, 0)",1.918
"(334019405, 1324777093, 0)",1.931
