id_ig,aqi
2165,1.86
2166,1.94
2167,1.94
2168,1.87
2169,1.87
2170,1.87
2171,1.87
2172,1.87
2173,1.87
2174,1.87
2175,1.87
2176,1.87
2177,1.0
2178,1.89
2179,1.89
2180,1.94
2181,1.86
2182,2.02
2183,1.87
2184,1.88
2185,1.88
2186,1.88
2187,1.88
2188,1.86
2189,1.86
2190,1.85
2191,1.97
2192,1.85
2193,1.92
2194,1.86
2195,1.89
2196,1.91
2197,1.99
2198,1.86
2199,1.9
2200,1.87
2201,1.87
2202,1.96
2203,1.88
2204,1.87
2205,1.96
2206,1.85
2207,1.89
2208,1.88
2209,1.88
2210,1.95
2211,1.9
2212,1.87
2213,1.87
2214,1.0
2215,1.0
2216,1.88
2217,1.88
2218,1.87
2219,1.87
2220,1.87
2221,1.87
2222,1.89
2223,1.89
2224,1.88
2225,1.88
2226,1.93
2227,1.92
2228,1.93
2229,1.92
2230,1.92
2231,1.92
2232,1.95
2233,1.95
2234,1.92
2235,1.92
2236,1.85
2237,1.85
2238,1.94
2239,1.87
2240,1.87
2241,1.89
2242,1.91
2243,1.87
2244,1.87
2245,1.89
2246,1.87
2247,1.89
2248,1.89
2249,1.87
2250,1.88
2251,1.88
2252,1.86
2253,1.85
2254,1.86
2255,1.87
2256,1.93
2257,1.92
2258,1.96
2259,1.96
2260,1.94
2261,1.95
2262,1.86
2263,1.92
2264,1.87
2265,1.92
2266,1.85
2267,1.9
2268,1.9
2269,1.9
2270,1.93
2271,1.88
2272,1.89
2273,1.87
2274,1.87
2275,1.97
2276,1.91
2277,1.95
2278,1.0
2279,1.9
2280,1.9
2281,1.89
2282,1.0
2283,1.89
2284,1.89
2285,1.86
2286,1.89
2287,1.89
2288,1.89
2289,1.91
2290,1.91
2291,1.88
2292,1.89
2293,1.89
2294,1.85
2295,1.85
2296,1.88
2297,1.85
2298,1.86
2299,1.86
2300,1.84
2301,1.84
2302,1.85
2303,1.87
2304,1.87
2305,1.88
2306,1.85
2307,1.85
2308,1.85
2309,1.85
2310,1.98
2311,1.84
2312,1.84
2313,1.87
2314,1.87
2315,1.89
2316,1.87
2317,1.87
2318,1.88
2319,1.88
2320,1.88
2321,1.88
2322,1.87
2323,1.99
2324,1.87
2325,1.88
2326,1.88
2327,1.88
2328,1.88
2329,1.88
2330,1.0
2331,1.0
2332,1.9
2333,1.84
2334,1.87
2335,1.87
2336,1.87
2337,1.86
2338,1.87
2339,1.0
2340,1.86
2341,1.87
2342,1.88
2343,1.86
2344,1.86
2345,1.86
2346,1.9
2347,1.95
2348,1.86
2349,1.86
2350,1.86
2351,1.86
2352,1.87
2353,1.86
2354,1.85
2355,1.86
2356,1.86
2357,1.86
2358,1.86
2359,1.86
2360,1.85
2361,1.86
2362,1.86
2363,1.86
2364,1.86
2365,1.86
2366,1.87
2367,1.86
2368,1.87
2369,1.86
2370,1.89
2371,1.88
2372,1.86
2373,1.87
2374,1.88
2375,1.88
2376,1.86
2377,1.86
2378,1.87
2379,1.87
2380,1.88
2381,1.88
2382,1.9
2383,1.87
2384,1.88
2385,1.86
2386,1.86
2387,1.86
2388,1.86
2389,1.85
2390,1.86
2391,1.85
2392,1.85
2393,1.84
2394,1.85
2395,1.86
2396,1.86
2397,1.96
2398,1.96
2399,1.94
2400,1.92
2401,1.93
2402,1.86
2403,1.86
2404,1.89
2405,1.93
2406,1.87
2407,1.0
2408,1.0
2409,1.9
2410,1.9
2411,1.0
2412,1.0
2413,1.0
2414,1.84
2415,1.87
2416,1.87
2417,1.87
2418,1.87
2419,1.84
2420,1.85
2421,1.85
2422,1.88
2423,1.0
2424,1.88
2425,1.87
2426,1.86
2427,1.86
2428,1.87
2429,1.86
2430,1.86
2431,1.88
2432,1.89
2433,1.89
2434,1.89
2435,1.89
2436,1.89
2437,1.89
2438,1.89
2439,1.0
2440,1.0
2441,1.9
2442,1.9
2443,1.87
2444,1.88
2445,1.89
2446,1.86
2447,1.87
2448,1.94
2449,1.86
2450,1.86
2451,1.86
2452,1.92
2453,1.97
2454,1.9
2455,1.85
2456,1.88
2457,1.91
2458,1.9
2459,1.9
2460,1.91
2461,1.9
2462,1.89
2463,1.87
2464,1.92
2465,1.88
2466,1.91
2467,1.91
2468,1.91
2469,1.91
2470,1.88
2471,1.87
2472,1.86
2473,1.86
2474,1.95
2475,1.0
2476,1.88
2477,1.87
2478,1.87
2479,1.87
2480,1.88
2481,1.88
2482,1.86
2483,1.87
2484,1.87
2485,1.87
2486,1.87
2487,1.88
2488,1.88
2489,1.86
2490,1.87
2491,1.92
2492,1.95
2493,1.95
2494,1.94
2495,1.0
2496,1.0
2497,1.0
2498,1.0
2499,1.0
2500,1.0
2501,1.0
2502,1.0
2503,1.88
2504,1.88
2505,1.0
2506,1.85
2507,1.0
2508,1.86
2509,1.87
2510,1.86
2511,1.87
2512,1.86
2513,1.87
2514,1.87
2515,1.84
2516,1.84
2517,1.86
2518,1.88
2519,1.86
2520,1.86
2521,1.89
2522,1.89
2523,1.87
2524,1.85
2525,1.84
2526,1.84
2527,1.84
2528,1.84
2529,1.85
2530,1.85
2531,1.84
2532,1.84
2533,1.86
2534,1.86
2535,1.96
2536,1.87
2537,1.87
2538,1.86
2539,1.87
2540,1.91
2541,1.91
2542,1.86
2543,1.89
2544,1.89
2545,1.87
2546,1.87
2547,1.88
2548,1.85
2549,1.88
2550,1.87
2551,1.88
2552,1.9
2553,1.88
2554,1.84
2555,1.84
2556,1.85
2557,1.85
2558,1.85
2559,1.88
2560,1.88
2561,1.88
2562,1.88
2563,1.89
2564,1.89
2565,1.89
2566,1.89
2567,1.88
2568,1.88
2569,1.91
2570,1.84
2571,1.97
2572,1.99
2573,1.92
2574,1.88
2575,1.0
2576,1.87
2577,1.86
2578,1.86
2579,1.86
2580,1.87
2581,1.87
2582,1.87
2583,1.87
2584,1.87
2585,1.87
2586,1.87
2587,1.92
2588,1.87
2589,1.91
2590,1.84
2591,1.84
2592,1.89
2593,1.95
2594,1.87
2595,1.87
2596,1.89
2597,1.88
2598,1.96
2599,1.96
2600,1.97
2601,1.97
2602,1.87
2603,1.87
2604,1.87
2605,1.86
2606,1.87
2607,1.86
2608,1.85
2609,1.89
2610,1.86
2611,1.9
2612,1.9
2613,1.95
2614,1.86
2615,1.86
2616,1.93
2617,1.93
2618,2.05
2619,1.95
2620,1.99
2621,1.88
2622,1.94
2623,1.94
2624,1.89
2625,2.0
2626,2.0
2627,1.95
2628,1.95
2629,1.88
2630,1.88
2631,1.9
2632,1.89
2633,1.89
2634,1.87
2635,1.94
2636,1.94
2637,1.93
2638,1.93
2639,1.88
2640,1.94
2641,1.9
2642,1.86
2643,1.88
2644,1.9
2645,1.9
2646,1.9
2647,1.9
2648,1.9
2649,1.9
2650,1.9
2651,1.9
2652,1.9
2653,1.9
2654,1.91
2655,1.91
2656,1.9
2657,1.93
2658,1.93
2659,1.91
2660,1.91
2661,1.91
2662,1.91
2663,1.91
2664,1.91
2665,1.93
2666,1.91
2667,1.93
2668,1.93
2669,1.91
2670,1.93
2671,1.92
2672,1.93
2673,1.93
2674,1.92
2675,1.92
2676,1.91
2677,1.91
2678,1.92
2679,1.92
2680,1.91
2681,1.91
2682,1.91
2683,1.91
2684,1.91
2685,1.92
2686,1.91
2687,1.91
2688,1.91
2689,1.91
2690,2.05
2691,1.91
2692,1.91
2693,1.96
2694,1.98
2695,1.93
2696,1.93
2697,1.92
2698,1.91
2699,1.91
2700,1.91
2701,1.86
2702,1.93
2703,1.93
2704,1.93
2705,1.93
2706,1.93
2707,1.93
2708,1.93
2709,1.85
2710,1.84
2711,1.84
2712,1.84
2713,1.84
2714,1.84
2715,1.84
2716,1.84
2717,1.84
2718,1.84
2719,1.84
2720,1.88
2721,1.88
2722,1.84
2723,1.84
2724,1.85
2725,1.85
2726,1.85
2727,1.85
2728,1.88
2729,1.85
2730,1.85
2731,1.88
2732,1.92
2733,1.93
2734,1.91
2735,1.87
2736,1.89
2737,1.87
2738,1.86
2739,1.86
2740,1.89
2741,1.88
2742,1.88
2743,1.88
2744,1.88
2745,1.91
2746,1.86
2747,1.9
2748,1.84
2749,1.84
2750,1.9
2751,1.93
2752,1.94
2753,1.93
2754,1.94
2755,1.93
2756,1.88
2757,1.89
2758,1.94
2759,1.94
2760,1.91
2761,1.91
2762,1.89
2763,1.89
2764,1.94
2765,1.94
2766,1.94
2767,1.94
2768,1.91
2769,1.91
2770,1.87
2771,1.91
2772,1.91
2773,1.91
2774,1.91
2775,1.0
2776,1.93
2777,1.0
2778,1.95
2779,1.95
2780,1.87
2781,1.87
2782,1.9
2783,1.87
2784,1.87
2785,1.85
2786,2.03
2787,1.96
2788,1.87
2789,1.9
2790,1.89
2791,1.86
2792,1.86
2793,1.86
2794,1.85
2795,1.91
2796,1.88
2797,1.91
2798,1.92
2799,1.92
2800,1.0
2801,1.91
2802,1.0
2803,1.87
2804,1.87
2805,1.87
2806,1.87
2807,1.87
2808,1.87
2809,1.87
2810,1.87
2811,1.87
2812,1.87
2813,1.93
2814,1.93
2815,1.91
2816,1.87
2817,1.88
2818,1.88
2819,1.84
2820,1.87
2821,1.87
2822,1.87
2823,1.88
2824,1.92
2825,1.87
2826,1.88
2827,1.88
2828,1.94
2829,1.89
2830,1.87
2831,1.0
2832,1.87
2833,1.93
2834,1.9
2835,1.9
2836,1.88
2837,1.88
2838,1.85
2839,1.85
2840,1.85
2841,1.0
2842,1.85
2843,1.89
2844,2.05
2845,1.85
2846,1.0
2847,1.0
2848,1.0
2849,1.0
2850,1.89
2851,1.9
2852,1.87
2853,1.0
2854,1.87
2855,1.94
2856,1.88
2857,1.0
2858,1.85
2859,1.85
2860,1.85
2861,1.85
2862,1.85
2863,1.96
2864,1.85
2865,1.96
2866,1.86
2867,2.02
2868,1.86
2869,2.02
2870,1.86
2871,1.98
2872,1.86
2873,1.98
2874,1.0
2875,1.0
2876,1.0
2877,1.85
2878,1.85
2879,1.86
2880,1.86
2881,1.85
2882,1.85
2883,1.0
2884,1.86
2885,1.86
2886,1.86
2887,1.87
2888,1.87
2889,1.87
2890,1.87
2891,1.87
2892,1.87
2893,1.87
2894,1.86
2895,1.87
2896,1.87
2897,1.87
2898,1.85
2899,1.93
2900,1.92
2901,1.89
2902,1.89
2903,1.85
2904,1.9
2905,1.87
2906,1.92
2907,1.92
2908,1.9
2909,1.87
2910,1.9
2911,1.92
2912,1.92
2913,1.92
2914,1.89
2915,1.89
2916,1.89
2917,1.89
2918,1.93
2919,1.93
2920,1.87
2921,1.87
2922,1.87
2923,1.87
2924,1.87
2925,1.87
2926,1.87
2927,1.89
2928,1.89
2929,1.87
2930,1.87
2931,1.88
2932,1.87
2933,1.87
2934,1.87
2935,1.88
2936,1.87
2937,1.87
2938,1.87
2939,1.88
2940,1.88
2941,1.89
2942,1.89
2943,1.89
2944,1.89
2945,1.88
2946,1.88
2947,1.87
2948,1.87
2949,1.88
2950,1.88
2951,1.88
2952,1.88
2953,1.88
2954,1.88
2955,1.86
2956,1.85
2957,1.85
2958,1.84
2959,1.84
2960,1.84
2961,1.84
2962,1.84
2963,1.84
2964,1.84
2965,1.84
2966,1.84
2967,1.84
2968,1.85
2969,1.85
2970,1.0
2971,1.9
2972,1.89
2973,1.88
2974,1.86
2975,1.0
2976,1.92
2977,1.87
2978,1.92
2979,1.87
2980,1.87
2981,1.88
2982,1.94
2983,1.88
2984,1.88
2985,1.91
2986,1.87
2987,1.91
2988,1.88
2989,1.88
2990,1.88
2991,1.88
2992,1.88
2993,1.91
2994,1.88
2995,1.91
2996,1.91
2997,1.86
2998,1.93
2999,1.0
3000,1.88
3001,1.86
3002,1.87
3003,1.86
3004,1.91
3005,1.88
3006,1.88
3007,1.86
3008,1.91
3009,1.87
3010,1.87
3011,1.87
3012,1.87
3013,2.17
3014,1.86
3015,1.86
3016,1.0
3017,1.0
3018,1.87
3019,1.87
3020,1.86
3021,1.86
3022,1.86
3023,1.86
3024,1.94
3025,1.88
3026,1.88
3027,1.87
3028,1.9
3029,1.87
3030,1.89
3031,1.86
3032,1.88
3033,1.92
3034,1.92
3035,1.94
3036,1.94
3037,1.9
3038,1.87
3039,1.87
3040,1.91
3041,1.91
3042,1.87
3043,1.87
3044,1.87
3045,1.87
3046,1.87
3047,1.87
3048,1.9
3049,1.9
3050,1.9
3051,1.9
3052,1.84
3053,1.84
3054,1.84
3055,1.84
3056,1.87
3057,1.84
3058,1.94
3059,1.88
3060,1.89
3061,1.89
3062,1.89
3063,1.89
3064,1.92
3065,1.87
3066,1.0
3067,1.92
3068,1.92
3069,1.87
3070,1.87
3071,1.87
3072,1.87
3073,1.87
3074,1.93
3075,1.93
3076,1.87
3077,1.0
3078,1.9
3079,1.91
3080,1.87
3081,1.87
3082,1.0
3083,1.0
3084,1.9
3085,1.94
3086,1.91
3087,1.91
3088,1.91
3089,1.91
3090,1.89
3091,1.84
3092,1.87
3093,1.85
3094,1.84
3095,1.84
3096,1.87
3097,1.86
3098,1.86
3099,1.0
3100,1.86
3101,1.85
3102,1.87
3103,1.87
3104,2.03
3105,1.87
3106,1.86
3107,1.9
3108,1.87
3109,2.06
3110,2.08
3111,2.0
3112,1.93
3113,1.93
3114,1.85
3115,1.93
3116,1.93
3117,1.91
3118,1.93
3119,1.91
3120,1.92
3121,1.93
3122,1.91
3123,1.91
3124,1.93
3125,1.93
3126,1.93
3127,1.93
3128,1.93
3129,1.91
3130,1.85
3131,1.92
3132,1.92
3133,1.98
3134,1.87
3135,1.96
3136,1.93
3137,1.93
3138,1.93
3139,1.93
3140,1.93
3141,1.93
3142,1.93
3143,1.93
3144,1.93
3145,1.93
3146,1.92
3147,1.89
3148,1.92
3149,1.92
3150,1.92
3151,1.92
3152,1.92
3153,1.94
3154,1.94
3155,1.84
3156,1.9
3157,1.98
3158,1.86
3159,1.87
3160,1.0
3161,1.87
3162,1.94
3163,1.97
3164,1.84
3165,1.87
3166,1.87
3167,1.88
3168,1.87
3169,1.87
3170,1.87
3171,1.87
3172,1.87
3173,1.87
3174,1.87
3175,1.87
3176,1.87
3177,1.94
3178,1.88
3179,1.88
3180,1.88
3181,1.89
3182,1.87
3183,1.91
3184,1.87
3185,1.89
3186,1.89
3187,1.89
3188,1.0
3189,1.0
3190,1.88
3191,1.88
3192,1.88
3193,2.02
3194,1.87
3195,1.94
3196,1.87
3197,1.88
3198,1.96
3199,1.85
3200,1.88
3201,1.86
3202,1.87
3203,1.86
3204,1.87
3205,1.87
3206,1.87
3207,1.87
3208,1.87
3209,1.87
3210,1.87
3211,1.87
3212,1.86
3213,1.86
3214,1.87
3215,1.87
3216,1.89
3217,1.92
3218,1.86
3219,1.88
3220,1.9
3221,1.85
3222,1.85
3223,1.84
3224,1.88
3225,1.91
3226,1.92
3227,1.87
3228,1.88
3229,1.87
3230,1.88
3231,1.88
3232,1.91
3233,1.88
3234,1.0
3235,1.89
3236,1.89
3237,1.98
3238,1.86
3239,1.86
3240,1.86
3241,1.85
3242,1.88
3243,1.87
3244,1.9
3245,1.94
3246,1.88
3247,1.9
3248,1.84
3249,1.95
3250,1.87
3251,1.87
3252,1.88
3253,1.87
3254,1.86
3255,1.87
3256,1.87
3257,1.87
3258,1.85
3259,1.87
3260,1.87
3261,1.88
3262,1.87
3263,1.97
3264,1.88
3265,1.86
3266,1.87
3267,1.9
3268,1.0
3269,1.0
3270,1.0
3271,1.88
3272,1.85
3273,1.88
3274,1.88
3275,1.86
3276,1.86
3277,1.86
3278,1.88
3279,1.86
3280,1.0
3281,1.88
3282,1.88
3283,1.85
3284,1.85
3285,1.86
3286,1.86
3287,1.86
3288,1.86
3289,1.87
3290,1.87
3291,1.86
3292,1.86
3293,1.86
3294,1.86
3295,1.85
3296,1.85
3297,1.86
3298,1.86
3299,1.86
3300,1.86
3301,1.86
3302,1.85
3303,1.92
3304,1.92
3305,1.86
3306,1.0
3307,1.0
3308,1.87
3309,1.87
3310,1.87
3311,1.87
3312,1.85
3313,1.85
3314,1.85
3315,1.89
3316,1.85
3317,1.87
3318,1.87
3319,1.87
3320,1.87
3321,1.87
3322,1.86
3323,1.87
3324,1.84
3325,1.84
3326,1.87
3327,1.0
3328,1.0
3329,1.88
3330,1.0
3331,1.0
3332,1.0
3333,1.0
3334,1.89
3335,1.89
3336,1.0
3337,1.87
3338,1.87
3339,1.88
3340,1.87
3341,1.86
3342,1.88
3343,1.87
3344,1.88
3345,1.86
3346,1.86
3347,1.86
3348,1.86
3349,1.86
3350,1.86
3351,1.86
3352,1.86
3353,1.86
3354,1.86
3355,1.86
3356,1.87
3357,1.87
3358,1.89
3359,1.88
3360,1.9
3361,1.85
3362,1.87
3363,1.0
3364,1.9
3365,1.9
3366,1.91
3367,1.89
3368,1.89
3369,1.91
3370,1.91
3371,1.91
3372,1.91
3373,1.91
3374,1.93
3375,1.91
3376,1.88
3377,1.86
3378,1.88
3379,1.86
3380,1.89
3381,1.89
3382,1.94
3383,2.03
3384,1.87
3385,1.98
3386,1.84
3387,1.84
3388,1.84
3389,1.94
3390,1.86
3391,1.0
3392,1.87
3393,1.9
3394,1.9
3395,1.88
3396,1.87
3397,1.9
3398,1.87
3399,1.88
3400,1.92
3401,1.86
3402,1.87
3403,1.88
3404,1.89
3405,1.87
3406,1.9
3407,1.87
3408,1.88
3409,1.87
3410,1.9
3411,1.92
3412,1.91
3413,1.88
3414,1.88
3415,1.87
3416,1.87
3417,1.87
3418,1.87
3419,1.88
3420,1.89
3421,1.88
3422,1.95
3423,2.02
3424,1.96
3425,1.87
3426,1.0
3427,1.84
3428,1.0
3429,1.86
3430,1.91
3431,1.92
3432,1.0
3433,1.0
3434,1.86
3435,1.86
3436,1.86
3437,1.86
3438,1.0
3439,1.0
3440,1.87
3441,1.87
3442,1.87
3443,1.87
3444,1.97
3445,1.97
3446,1.87
3447,1.92
3448,1.92
3449,1.91
3450,1.91
3451,1.9
3452,1.86
3453,1.87
3454,1.89
3455,1.89
3456,1.89
3457,1.89
3458,1.9
3459,1.9
3460,1.92
3461,1.92
3462,1.9
3463,1.9
3464,1.93
3465,1.93
3466,1.92
3467,1.92
3468,1.87
3469,1.87
3470,1.96
3471,1.87
3472,1.91
3473,1.87
3474,1.87
3475,1.89
3476,1.9
3477,1.88
3478,1.88
3479,1.0
3480,1.88
3481,1.88
3482,1.89
3483,1.9
3484,1.89
3485,1.89
3486,1.89
3487,1.89
3488,1.88
3489,1.89
3490,1.89
3491,1.88
3492,1.88
3493,1.84
3494,1.84
3495,1.88
3496,1.88
3497,1.0
3498,1.88
3499,1.88
3500,1.88
3501,1.87
3502,1.87
3503,1.87
3504,1.87
3505,1.87
3506,1.87
3507,1.87
3508,1.9
3509,1.87
3510,1.92
3511,1.88
3512,1.85
3513,1.87
3514,1.85
3515,1.87
3516,1.87
3517,1.88
3518,1.95
3519,1.91
3520,1.98
3521,1.89
3522,1.84
3523,1.0
3524,1.0
3525,1.0
3526,1.0
3527,1.88
3528,1.88
3529,1.84
3530,1.87
3531,1.87
3532,1.99
3533,1.87
3534,1.86
3535,1.86
3536,1.87
3537,1.86
3538,1.84
3539,1.84
3540,1.85
3541,1.85
3542,1.85
3543,1.85
3544,1.85
3545,1.85
3546,1.88
3547,1.9
3548,1.9
3549,1.87
3550,1.9
3551,1.9
3552,1.9
3553,1.9
3554,1.89
3555,1.89
3556,1.92
3557,1.92
3558,1.88
3559,1.86
3560,1.86
3561,1.9
3562,1.88
3563,2.09
3564,1.94
3565,1.9
3566,1.86
3567,1.85
3568,1.85
3569,1.88
3570,1.87
3571,1.87
3572,1.87
3573,1.9
3574,1.89
3575,1.9
3576,1.86
3577,1.0
3578,1.0
3579,1.0
3580,1.0
3581,1.0
3582,1.89
3583,1.0
3584,1.87
3585,1.87
3586,1.87
3587,1.87
3588,1.91
3589,1.86
3590,2.05
3591,1.98
3592,1.98
3593,2.05
3594,1.87
3595,1.86
3596,1.9
3597,1.9
3598,1.9
3599,1.87
3600,1.9
3601,1.93
3602,1.92
3603,1.85
3604,1.88
3605,1.86
3606,1.88
3607,1.87
3608,1.97
3609,1.97
3610,1.97
3611,1.89
3612,1.87
3613,1.87
3614,1.93
3615,1.93
3616,1.94
3617,1.9
3618,1.9
3619,1.94
3620,1.88
3621,1.89
3622,1.95
3623,1.95
3624,1.84
3625,1.9
3626,1.0
3627,1.92
3628,1.87
3629,1.88
3630,1.88
3631,1.87
3632,1.88
3633,1.86
3634,1.88
3635,1.87
3636,1.87
3637,1.87
3638,1.97
3639,1.0
3640,1.97
3641,1.97
3642,1.0
3643,1.88
3644,1.88
3645,1.94
3646,1.86
3647,1.88
3648,1.87
3649,1.91
3650,1.89
3651,1.87
3652,1.9
3653,1.86
3654,1.91
3655,1.89
3656,2.0
3657,2.01
3658,1.91
3659,1.91
3660,1.86
3661,1.87
3662,1.87
3663,1.87
3664,1.87
3665,1.87
3666,1.87
3667,1.87
3668,1.87
3669,1.92
3670,1.89
3671,1.89
3672,1.9
3673,1.86
3674,1.86
3675,1.86
3676,1.86
3677,1.86
3678,1.86
3679,1.85
3680,1.86
3681,1.88
3682,1.86
3683,1.0
3684,1.85
3685,1.0
3686,1.96
3687,1.98
3688,1.97
3689,1.87
3690,1.87
3691,1.9
3692,1.86
3693,1.86
3694,1.86
3695,2.11
3696,1.87
3697,1.89
3698,1.91
3699,1.89
3700,1.89
3701,1.87
3702,1.0
3703,1.86
3704,1.99
3705,1.88
3706,2.0
3707,1.87
3708,1.87
3709,2.02
3710,2.02
3711,1.86
3712,1.87
3713,1.89
3714,1.87
3715,1.87
3716,1.87
3717,1.9
3718,2.07
3719,1.87
3720,1.87
3721,1.86
3722,1.86
3723,1.9
3724,1.89
3725,1.96
3726,1.93
3727,1.87
3728,1.94
3729,2.08
3730,1.91
3731,1.88
3732,1.88
3733,1.88
3734,1.95
3735,1.0
3736,1.89
3737,1.89
3738,1.85
3739,1.85
3740,1.85
3741,1.85
3742,1.0
3743,1.0
3744,1.0
3745,1.87
3746,1.87
3747,1.87
3748,1.87
3749,1.99
3750,1.85
3751,1.86
3752,1.87
3753,1.9
3754,1.91
3755,1.84
3756,1.0
3757,1.88
3758,1.87
3759,1.87
3760,1.87
3761,1.9
3762,1.93
3763,1.86
3764,1.86
3765,1.88
3766,1.0
3767,1.88
3768,1.89
3769,1.0
3770,1.0
3771,1.87
3772,1.88
3773,1.86
3774,1.86
3775,1.86
3776,1.0
3777,1.88
3778,1.88
3779,1.88
3780,1.89
3781,1.0
3782,1.85
3783,1.91
3784,1.86
3785,1.87
3786,1.94
3787,1.85
3788,1.95
3789,1.88
3790,1.87
3791,1.0
3792,1.91
3793,1.94
3794,1.86
3795,1.86
3796,1.85
3797,1.85
3798,1.86
3799,1.87
3800,1.94
3801,1.85
3802,1.86
3803,1.86
3804,1.86
3805,1.85
3806,1.86
3807,1.86
3808,1.86
3809,1.86
3810,1.86
3811,1.88
3812,1.88
3813,1.91
3814,1.88
3815,1.87
3816,1.87
3817,1.87
3818,1.87
3819,1.91
3820,1.85
3821,1.85
3822,1.9
3823,1.86
3824,1.86
3825,1.86
3826,1.86
3827,1.86
3828,1.86
3829,1.86
3830,1.0
3831,1.87
3832,1.9
3833,1.87
3834,1.87
3835,1.94
3836,1.87
3837,1.87
3838,1.9
3839,1.87
3840,1.87
3841,1.85
3842,1.93
3843,1.87
3844,1.86
3845,1.89
3846,1.87
3847,1.86
3848,1.87
3849,1.86
3850,1.88
3851,1.87
3852,1.86
3853,1.86
3854,1.86
3855,1.86
3856,1.89
3857,1.86
3858,1.9
3859,1.89
3860,1.85
3861,1.95
3862,1.87
3863,1.84
3864,1.95
3865,1.86
3866,1.0
3867,1.86
3868,1.0
3869,1.88
3870,1.0
3871,1.0
3872,1.0
3873,1.0
3874,1.88
3875,1.87
3876,1.88
3877,1.94
3878,1.94
3879,1.91
3880,1.96
3881,1.87
3882,1.85
3883,1.0
3884,1.86
3885,1.86
3886,1.94
3887,1.94
3888,1.88
3889,1.94
3890,1.93
3891,1.91
3892,1.93
3893,1.9
3894,1.85
3895,1.85
3896,1.85
3897,1.85
3898,1.85
3899,1.85
3900,1.86
3901,1.86
3902,1.87
3903,1.87
3904,1.87
3905,1.91
3906,1.9
3907,1.91
3908,1.89
3909,2.07
3910,2.04
3911,1.86
3912,1.86
3913,1.88
3914,1.88
3915,1.98
3916,1.98
3917,1.91
3918,1.93
3919,1.85
3920,1.85
3921,1.85
3922,1.85
3923,1.94
3924,1.9
3925,1.93
3926,1.87
3927,1.91
3928,1.88
3929,1.9
3930,1.91
3931,1.89
3932,1.88
3933,1.86
3934,1.86
3935,1.86
3936,1.86
3937,1.86
3938,1.86
3939,1.86
3940,1.86
3941,1.87
3942,1.87
3943,1.86
3944,1.86
3945,1.84
3946,1.87
3947,1.86
3948,1.94
3949,1.88
3950,1.93
3951,1.88
3952,1.88
3953,1.92
3954,1.89
3955,1.89
3956,1.87
3957,1.87
3958,2.01
3959,1.87
3960,1.87
3961,1.87
3962,1.87
3963,1.88
3964,1.89
3965,1.89
3966,1.86
3967,1.88
3968,1.88
3969,1.88
3970,1.88
3971,1.89
3972,1.89
3973,1.84
3974,1.87
3975,1.86
3976,1.86
3977,1.87
3978,1.87
3979,1.86
3980,1.96
3981,1.89
3982,1.87
3983,1.86
3984,1.87
3985,1.0
3986,1.91
3987,1.86
3988,1.88
3989,1.88
3990,1.0
3991,1.0
3992,1.0
3993,1.0
3994,1.9
3995,1.86
3996,1.97
3997,1.87
3998,1.0
3999,1.85
4000,1.86
4001,1.87
4002,1.88
4003,1.0
4004,1.89
4005,1.89
4006,1.85
4007,1.88
4008,1.88
4009,1.87
4010,1.87
4011,1.9
4012,1.89
4013,1.87
4014,2.0
4015,1.98
4016,1.96
4017,1.89
4018,1.89
4019,1.89
4020,1.89
4021,1.89
4022,1.89
4023,1.89
4024,1.89
4025,1.89
4026,1.89
4027,1.89
4028,1.89
4029,1.89
4030,1.89
4031,2.0
4032,2.0
4033,1.94
4034,1.89
4035,1.87
4036,1.88
4037,1.87
4038,1.89
4039,2.03
4040,2.12
4041,1.89
4042,1.85
4048,1.85
4049,1.86
4050,1.85
4053,1.84
4054,1.84
4055,1.84
4056,1.84
4057,1.84
4058,1.84
4059,1.85
4060,1.85
4061,1.85
4062,1.89
4063,1.88
4064,1.86
4065,1.87
4066,1.87
4067,1.91
4068,1.95
4069,1.89
4070,1.89
4071,1.85
4072,1.98
4073,1.91
4074,1.0
4075,1.88
4076,1.87
4077,1.89
4078,1.88
4079,1.87
4080,1.87
4081,1.88
4082,1.87
4083,1.87
4084,1.89
4085,1.93
4086,1.0
4087,1.87
4088,1.89
4089,1.9
4090,1.93
4091,1.89
4092,1.87
4093,1.88
4094,1.9
4095,1.88
4096,1.0
4097,1.88
4098,1.88
4099,1.9
4100,1.9
4101,1.93
4102,1.93
4103,1.93
4104,1.91
4105,1.88
4106,1.93
4107,1.88
4108,1.89
4109,1.86
4110,1.86
4111,1.85
4112,1.88
4113,1.92
4114,1.92
4115,1.92
4116,1.92
4117,1.91
4118,1.0
4119,1.92
4120,1.86
4121,1.86
4122,1.86
4123,1.86
4124,1.86
4125,1.86
4126,1.86
4127,1.9
4128,1.9
4129,1.99
4130,1.87
4131,1.92
4132,1.99
4133,1.88
4134,1.0
4135,1.0
4136,1.88
4137,1.88
4138,1.89
4139,1.88
4140,1.88
4141,1.88
4142,1.87
4143,1.89
4144,1.87
4145,1.87
4146,1.88
4147,1.0
4148,1.0
4149,1.87
4150,1.87
4151,1.84
4152,1.87
4153,1.86
4154,1.87
4155,1.87
4156,1.87
4157,1.87
4158,1.85
4159,1.86
4160,1.88
4161,1.85
4162,1.84
4163,1.87
4164,1.88
4165,1.89
4166,1.88
4167,1.87
4168,1.87
4169,1.87
