id_ig,aqi
1293,1.88
1294,1.88
1295,1.88
1296,1.87
1297,1.88
1298,1.85
1299,1.85
1300,1.88
1301,1.88
1302,1.86
1303,1.86
1304,1.87
1305,1.87
1306,1.87
1307,1.87
1308,1.89
1309,1.87
1310,1.91
1311,1.87
1312,1.86
1313,1.86
1314,1.87
1315,1.87
1316,1.87
1317,1.86
1318,1.91
1319,1.86
1320,1.86
1321,1.86
1322,1.86
1323,1.86
1324,1.0
1325,1.0
1326,1.87
1327,1.91
1328,1.91
1329,1.85
1330,1.88
1331,1.87
1332,1.92
1333,1.89
1334,1.97
1335,1.97
1336,1.87
1337,1.98
1338,1.92
1339,1.92
1340,1.88
1341,1.86
1342,1.86
1343,1.86
1344,1.92
1345,1.89
1346,1.86
1347,1.87
1348,1.0
1349,1.87
1350,1.91
1351,1.0
1352,1.0
1353,1.0
1354,1.0
1355,1.93
1356,1.91
1357,1.0
1358,1.91
1359,1.93
1360,1.92
1361,1.0
1362,1.0
1363,1.0
1364,1.0
1365,1.97
1366,1.86
1367,1.93
1368,1.0
1369,1.88
1370,1.88
1371,1.88
1372,1.87
1373,1.88
1374,1.88
1375,1.86
1376,1.89
1377,1.88
1378,1.87
1379,1.88
1380,1.87
1381,1.88
1382,1.84
1383,1.89
1384,1.9
1385,1.86
1386,1.86
1387,1.98
1388,1.97
1389,1.94
1390,1.88
1391,1.87
1392,1.87
1393,1.99
1394,1.87
1395,1.89
1396,1.91
1397,1.94
1398,1.88
1399,1.88
1400,1.88
1401,1.87
1402,1.88
1403,1.87
1404,1.87
1405,1.87
1406,1.87
1407,1.94
1408,1.0
1409,1.87
1410,1.87
1411,1.88
1412,1.87
1413,1.87
1414,1.87
1415,1.9
1416,1.9
1417,1.9
1418,1.0
1419,1.86
1420,1.93
1421,1.0
1422,1.0
1423,1.0
1424,1.0
1425,1.0
1426,1.0
1427,1.87
1428,1.87
1429,1.87
1430,1.88
1431,1.88
1432,1.88
1433,1.88
1434,1.87
1435,1.92
1436,1.92
1437,1.97
1438,1.97
1439,1.89
1440,1.88
1441,1.87
1442,1.88
1443,1.87
1444,1.96
1445,1.96
1446,1.96
1447,1.92
1449,1.94
1450,1.9
1451,1.94
1452,1.95
1453,1.89
1454,1.88
1455,1.88
1456,1.95
1457,1.88
1458,1.87
1459,1.91
1460,1.88
1461,1.97
1462,1.86
1463,1.86
1464,1.86
1465,1.86
1466,1.86
1467,1.94
1468,1.95
1469,1.92
1470,1.88
1471,1.89
1472,1.91
1473,1.92
1474,1.89
1475,1.85
1476,1.85
1477,1.89
1478,1.9
1479,1.91
1480,1.89
1481,1.92
1482,1.91
1483,1.97
1484,1.96
1485,1.98
1486,1.93
1487,1.9
1488,1.98
1489,1.85
1490,1.85
1491,1.89
1492,2.07
1493,1.88
1494,1.99
1495,1.88
1496,1.86
1497,1.86
1498,1.85
1499,1.87
1500,1.88
1501,1.86
1502,1.89
1503,1.89
1504,1.9
1505,2.06
1506,1.9
1507,1.86
1508,1.93
1509,1.91
1510,1.88
1511,1.88
1512,1.85
1513,1.85
1514,1.85
1515,1.85
1516,1.87
1517,1.0
1518,1.0
1519,1.87
1520,1.87
1521,1.0
1522,1.0
1523,1.0
1524,1.86
1525,1.87
1526,1.9
1527,1.89
1528,1.9
1529,1.86
1530,1.89
1531,1.87
1532,1.87
1533,1.89
1534,1.85
1535,1.85
1536,1.96
1537,1.92
1538,1.89
1539,1.9
1540,1.92
1541,1.93
1542,1.87
1543,1.9
1544,1.9
1545,1.9
1546,1.9
1547,1.89
1548,1.89
1549,1.89
1550,1.89
1551,1.88
1552,1.88
1553,1.86
1554,1.89
1555,1.86
1556,1.88
1557,1.88
1558,1.88
1559,1.89
1560,1.89
1561,1.88
1562,1.88
1563,1.85
1564,1.89
1565,1.87
1566,1.87
1567,1.87
1568,1.87
1569,1.97
1570,1.87
1571,1.87
1572,1.87
1573,1.87
1574,1.93
1575,1.93
1576,1.92
1577,1.92
1578,1.0
1579,1.0
1580,1.87
1581,1.87
1582,1.88
1583,1.88
1585,1.87
1586,1.86
1587,1.86
1588,1.89
1589,1.89
1590,1.85
1591,1.85
1593,1.89
1595,1.88
1596,1.89
1598,1.0
1599,1.89
1601,1.87
1603,1.87
1604,1.87
1605,1.88
1606,1.89
1607,1.86
1608,1.9
1609,1.9
1610,1.96
1611,1.86
1612,1.86
1613,1.86
1614,2.02
1615,1.92
1616,1.99
1617,1.87
1618,1.86
1619,1.87
1620,1.0
1621,1.89
1622,1.0
1623,1.89
1624,1.87
1625,1.88
1626,1.88
1627,1.87
1628,1.88
1629,1.88
1630,1.87
1631,1.87
1632,1.87
1633,1.88
1634,1.93
1635,1.9
1636,1.86
1637,2.0
1638,1.97
1639,1.88
1640,1.92
1641,1.92
1642,1.9
1643,1.99
1644,1.99
1645,1.95
1646,1.99
1647,1.99
1648,2.0
1649,2.0
1650,1.95
1651,1.95
1652,1.95
1653,2.0
1654,1.96
1655,1.92
1656,1.92
1657,1.92
1658,1.92
1659,1.92
1660,1.91
1661,1.93
1662,1.92
1663,1.93
1664,1.95
1665,1.99
1666,1.91
1667,1.88
1668,1.87
1669,1.93
1670,1.87
1671,1.9
1672,1.9
1673,1.89
1674,1.89
1675,1.86
1676,1.87
1677,1.99
1678,1.99
1679,1.88
1680,2.0
1681,1.96
1682,1.89
1683,1.89
1684,1.89
1685,1.89
1686,1.89
1687,1.89
1688,1.89
1689,1.89
1690,1.89
1691,1.89
1692,1.87
1693,1.89
1694,1.89
1695,1.89
1696,1.89
1697,1.89
1698,1.89
1699,1.97
1700,1.97
1701,1.97
1702,1.97
1703,1.87
1704,1.88
1705,1.99
1706,1.9
1707,1.9
1708,1.89
1709,1.86
1710,1.88
1711,1.86
1712,1.88
1713,1.86
1714,1.87
1715,1.96
1716,1.88
1717,1.87
1718,2.04
1719,1.87
1720,1.86
1721,1.86
1722,1.86
1723,1.86
1724,1.85
1725,1.87
1726,1.87
1727,1.87
1728,1.87
1729,1.85
1730,1.89
1731,1.95
1732,1.0
1733,1.86
1734,1.86
1735,1.85
1736,1.85
1737,1.87
1738,1.98
1739,1.85
1740,1.86
1741,1.86
1742,1.87
1743,1.89
1744,1.87
1745,1.9
1746,1.88
1747,1.88
1748,1.88
1749,1.92
1750,1.88
1751,1.0
1752,1.89
1753,1.89
1754,1.89
1755,1.91
1756,1.91
1757,1.91
1758,1.91
1759,1.91
1760,1.0
1761,1.86
1762,1.86
1763,1.0
1764,1.86
1765,1.86
1766,1.89
1767,1.86
1768,1.87
1769,1.87
1770,1.88
1771,1.88
1772,1.86
1773,1.86
1774,1.88
1775,1.88
1776,1.9
1777,1.91
1778,1.91
1779,1.91
1780,1.91
1781,1.89
1782,1.0
1783,1.89
1784,1.88
1785,1.88
1786,1.91
1787,1.88
1788,1.91
1789,1.88
1790,1.86
1791,1.86
1792,1.91
1793,1.91
1794,1.87
1795,1.86
1796,1.85
1797,1.84
1798,1.85
1799,1.84
1800,1.84
1801,1.84
1802,1.84
1803,1.84
1804,2.0
1805,1.9
1806,1.95
1807,1.93
1808,1.97
1809,1.95
1810,1.89
1811,1.87
1812,1.87
1813,1.85
1814,1.92
1815,1.9
1816,1.92
1817,1.89
1818,1.91
1819,1.87
1820,1.89
1821,1.87
1822,1.99
1823,1.0
1824,1.89
1825,1.0
1826,1.86
1827,1.86
1828,1.85
1829,1.87
1830,1.86
1831,1.87
1832,1.87
1833,1.93
1834,1.94
1835,1.93
1836,1.91
1837,1.87
1838,1.87
1839,1.88
1840,1.88
1841,1.9
1842,1.93
1843,1.87
1844,1.85
1845,1.85
1846,1.89
1847,1.89
1848,1.85
1849,1.85
1850,1.86
1851,1.89
1852,1.87
1853,1.9
1854,1.89
1855,1.9
1856,1.9
1857,1.87
1858,1.87
1859,1.88
1860,1.88
1861,1.88
1862,1.88
1863,1.91
1864,1.86
1865,1.95
1866,1.89
1867,1.94
1868,1.9
1869,1.88
1870,1.88
1871,1.87
1872,1.91
1873,1.88
1874,1.87
1875,1.97
1876,1.88
1877,2.04
1878,1.9
1879,1.86
1880,1.88
1881,1.94
1882,1.88
1883,1.87
1884,1.9
1885,1.0
1886,1.88
1887,1.88
1888,1.88
1889,1.0
1890,1.0
1891,1.88
1892,1.88
1893,1.88
1894,1.88
1895,1.88
1896,1.88
1897,1.95
1898,1.88
1899,1.0
1900,1.95
1901,1.88
1902,1.88
1903,1.0
1904,1.88
1905,1.88
1906,1.86
1907,1.86
1908,1.88
1909,1.86
1910,1.89
1911,1.89
1912,1.94
1913,1.88
1914,1.0
1915,1.0
1916,1.0
1917,1.0
1918,1.85
1919,1.85
1920,1.86
1921,1.91
1922,1.86
1923,1.87
1924,1.87
1925,1.87
1926,1.87
1927,1.87
1928,1.87
1929,1.87
1930,1.87
1931,1.88
1932,1.87
1933,1.87
1934,1.87
1935,1.87
1936,1.88
1937,1.86
1938,1.86
1939,1.86
1940,1.9
1941,1.97
1942,1.97
1943,1.84
1944,1.84
1945,1.84
1946,1.85
1947,1.84
1948,1.85
1949,1.85
1950,1.0
1951,1.0
1952,1.86
1953,1.86
1954,1.87
1955,1.87
1956,1.84
1957,1.89
1958,1.84
1959,1.84
1960,1.84
1961,1.84
1962,1.84
1963,1.85
1964,1.86
1965,1.86
1966,1.86
1967,1.89
1968,1.86
1969,1.87
1970,1.87
1971,1.87
1972,1.87
1973,1.86
1974,1.86
1975,1.86
1976,1.86
1977,1.86
1978,1.92
1979,1.92
1980,1.9
1981,1.89
1982,1.86
1983,1.86
1984,1.86
1985,1.86
1986,1.86
1987,1.86
1988,1.9
1989,1.9
1990,2.02
1991,1.95
1992,1.0
1993,2.02
1994,2.02
1995,1.87
1996,1.94
1997,1.95
1998,1.93
1999,1.99
2000,1.86
2001,1.88
2002,1.89
2003,1.89
2004,1.86
2005,1.89
2006,1.88
2007,1.86
2008,1.86
2009,1.86
2010,1.95
2011,1.89
2012,1.89
2013,1.93
2014,1.9
2015,1.9
2016,1.93
2017,1.89
2018,1.96
2019,1.89
2020,1.96
2021,1.89
2022,1.89
2023,1.88
2024,1.89
2025,1.88
2026,1.94
2027,1.94
2028,1.93
2029,1.92
2030,1.85
2031,1.92
2032,1.9
2033,1.91
2034,1.9
2035,1.9
2036,1.9
2037,1.91
2038,1.91
2039,1.93
2040,1.93
2041,1.93
2042,1.93
2043,1.95
2044,1.95
2045,1.87
2046,1.93
2047,1.93
2048,1.93
2049,1.93
2050,1.96
2051,1.91
2052,1.96
2053,1.88
2054,1.85
2055,1.85
2056,1.85
2057,1.87
2058,1.85
2059,1.85
2060,1.85
2061,1.85
2062,1.85
2063,1.9
2064,1.9
2065,1.89
2066,1.89
2067,1.9
2068,1.87
2069,1.88
2070,1.87
2071,1.94
2072,1.94
2073,1.86
2074,1.86
2075,1.86
2076,2.05
2077,1.86
2078,1.86
2079,1.86
2080,1.86
2081,1.93
2082,1.87
2083,1.93
2084,1.97
2085,1.84
2086,1.84
2087,1.88
2088,1.88
2089,1.9
2090,1.9
2091,1.0
2092,1.85
2093,1.0
2094,1.85
2095,1.87
2096,1.91
2097,1.89
2098,1.89
2099,1.89
2100,1.89
2101,1.88
2102,1.86
2103,1.86
2104,1.86
2105,1.86
2106,1.91
2107,1.91
2108,1.86
2109,1.86
2110,1.99
2111,2.01
2112,1.99
2113,2.01
2114,2.01
2115,2.01
2116,1.93
2117,1.93
2118,1.92
2119,1.92
2120,1.87
2121,1.87
2122,1.9
2123,1.89
2124,1.89
2125,1.88
2126,1.87
2139,1.98
2140,1.94
2141,1.88
2142,1.88
2143,1.94
2144,1.9
2145,1.87
2146,1.84
2147,1.88
2148,1.88
2149,1.86
2150,1.86
2151,1.86
2152,1.86
2153,1.87
2154,1.86
2155,1.86
2156,1.85
2157,1.86
2158,1.89
2159,1.89
2160,1.87
2161,1.9
2162,1.86
2163,1.86
2164,1.86
