;id_otp;name_otp;node_orig_id;node_dest_id;length;edge_class;street_class;is_stairs;is_no_thru_traffic;permission;allows_walking;allows_biking;traversable_walking;traversable_biking;bike_safety_factor;geometry
277;927761;Pekka Jokipaltion tie;404687;37968;62.042;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9524679 60.21902650000001, 24.952278 60.219035, 24.952223 60.21905, 24.95219 60.21907, 24.952168 60.219095, 24.952165 60.219118, 24.952177 60.219147, 24.952212 60.219169, 24.952292 60.219196, 24.952489 60.21924, 24.952551 60.219263, 24.95259 60.219289, 24.952605 60.219318, 24.9525929 60.21935980000001)
288;839643;path;190702;380170;5.832999999999999;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9613222 60.2111001, 24.9614021 60.21113440000001)
298;927754;path;404686;37927;47.177;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.9666665;LINESTRING (24.9532263 60.2200653, 24.952761 60.219917, 24.9524991 60.2198429)
406;1169372;path;196447;202339;41.751000000000005;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9710764 60.2037618, 24.9705299 60.20350250000001)
422;741468;path;56375;350230;4.88;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9641694 60.2002342, 24.9641259 60.20019600000001)
648;373272;Hämeentie;196399;204238;5.153;StreetEdge;3.0;False;False;PEDESTRIAN;True;False;True;False;3.4333332000000003;LINESTRING (24.9624515 60.1968352, 24.9624746 60.1967903)
773;373273;Hämeentie;196399;204239;21.932;StreetEdge;3.0;False;False;ALL;True;True;True;True;3.4333332000000003;LINESTRING (24.9624515 60.1968352, 24.9623632 60.1970275)
1011;1081676;Kotisaarenkatu;201924;33572;23.625999999999998;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.6666666;LINESTRING (24.969579 60.2032631, 24.9692887 60.2034191)
1115;363343;Käpyläntie;199632;104721;102.709;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;2.5;LINESTRING (24.9587488 60.21467250000001, 24.958848 60.215282, 24.9588651 60.2155941)
1311;782615;sidewalk;124816;327104;43.65;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9566749 60.2055081, 24.9572459 60.2057794)
1332;736123;path;329223;281932;6.551;StreetEdge;4.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;4.1666665;LINESTRING (24.9719982 60.21073320000001, 24.9720885 60.21077140000001)
1333;736124;path;329223;281934;6.443;StreetEdge;4.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;4.1666665;LINESTRING (24.9719982 60.21073320000001, 24.9719039 60.21069910000001)
1414;908440;bike path;399582;198370;8.015;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9638166 60.21756600000001, 24.9637087 60.21761420000001)
1769;927627;path;403164;87819;59.44;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9543286 60.19810440000001, 24.954847 60.198447, 24.954917 60.198494, 24.9549738 60.1985321)
2059;1132177;Koskelantie;327840;326260;32.715;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;2.5;LINESTRING (24.9727144 60.2167095, 24.972128 60.21666800000001)
2236;936399;path;401260;147584;21.343000000000004;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.9666665;LINESTRING (24.9644152 60.2080757, 24.9641507 60.2082156)
2456;679281;Kongontie;260105;329219;5.712999999999999;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9715395 60.20648060000001, 24.9716091 60.2065186)
2567;740225;Limingantie;327103;349908;10.179;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9572031 60.2058025, 24.957336 60.20586590000001)
2694;794283;Arabianpolku;123608;366881;10.064;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9767463 60.20654810000001, 24.976762 60.206495, 24.9767721 60.2064585)
2718;794293;Arabiankatu;123609;366885;30.168000000000003;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6666666;LINESTRING (24.9766557 60.20655180000001, 24.976565 60.206565, 24.9761538 60.2066577)
2762;740460;Limingantie;327110;349908;28.718000000000004;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9577109 60.2060448, 24.957571 60.205978, 24.957336 60.20586590000001)
2810;794298;Arabiankatu;123613;366886;15.856;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6666666;LINESTRING (24.975402 60.206827, 24.9756662 60.20677130000001)
2892;906681;Jokiniementie;399028;217896;76.19;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9745548 60.2199783, 24.974825 60.220261, 24.975025 60.220558, 24.9750373 60.2206167)
3060;794233;Gunnel Nymanin katu;123623;366870;14.734000000000002;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.6666666;LINESTRING (24.9780254 60.2078343, 24.978146 60.207809, 24.9782707 60.20778230000001)
3061;679273;Intiankatu;260144;329218;26.745;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;1.6333333;LINESTRING (24.971121 60.20667630000001, 24.9715279 60.206546)
3199;1113519;path;323955;448418;8.163;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.964461 60.206333, 24.9643561 60.2062813)
3233;1528889;open area;457562;500891;12.776;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9738348 60.2086405, 24.9740007459733 60.2085604700294)
3287;1528544;open area;457562;500832;13.220999999999998;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9738348 60.2086405, 24.9736 60.20866350000001)
3288;1528545;open area;457562;500833;8.799;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9738348 60.2086405, 24.9739882 60.2086192)
3289;1528871;open area;457562;500834;8.401;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9738348 60.2086405, 24.9739734 60.2086094)
3290;1528873;open area;457562;500835;13.130999999999998;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9738348 60.2086405, 24.9740179 60.2085652)
3291;1528875;open area;457562;500836;12.407;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9738348 60.2086405, 24.9739091 60.20853520000001)
3299;1528863;open area;457561;500826;37.809;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9738474 60.2086759, 24.9743352 60.2089144)
3305;1528537;open area;457561;500830;5.864;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9738474 60.2086759, 24.9737421 60.2086826)
3395;432843;bike path;61428;198360;8.0;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9672457 60.2164262, 24.967193 60.216378, 24.9671772 60.21636280000001)
3461;360590;Kunnalliskodintie;61430;198356;32.904;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;1.6666666;LINESTRING (24.9667127 60.2165715, 24.9661935 60.21671660000001)
3606;388643;Toukolankatu;196319;211384;8.552;StreetEdge;5.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;1.6666666;LINESTRING (24.972231 60.204214, 24.9721196 60.2041606)
3758;1112039;Intiankatu;260143;330154;28.761;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9711963 60.2067325, 24.9716314 60.2065905)
3809;899950;bike path;397268;273964;8.265;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9537426 60.21679200000001, 24.95379 60.216738, 24.953803 60.21672400000001)
4024;357476;service road;196847;195651;23.986;StreetEdge;5.0;False;False;ALL;True;True;True;True;2.1633332000000003;LINESTRING (24.9865499 60.21963220000001, 24.986253 60.219548, 24.9861719 60.219526)
4066;884578;path;333107;165884;32.815;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9659041 60.1989639, 24.966311 60.198956, 24.966496 60.1989676)
4111;690516;path;333109;165883;15.084000000000001;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9662535 60.1988125, 24.9665243 60.1987955)
4146;1097479;bike path;262709;251437;4.253;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9588765 60.2145611, 24.9588806 60.2145993)
4180;357488;service road;196855;195645;21.576999999999998;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9848172 60.2196381, 24.9850056 60.2194681)
4304;1745630;P+R Vantaankosken liityntäpysäköinti (entrance);457046;518784;0.0;ParkAndRideLinkEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
4386;1747123;;457012;519725;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
4506;1745628;P+R Vantaankosken liityntäpysäköinti (entrance);457052;518784;0.0;ParkAndRideLinkEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
4664;357484;path;196842;196853;29.225;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9874796 60.2200197, 24.987833 60.220124, 24.9879508 60.2201257)
4678;357466;parking aisle;196841;196842;15.94;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9877469 60.2199741, 24.987636 60.220008, 24.9874796 60.2200197)
4698;357467;parking aisle;196842;196841;15.94;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9874796 60.2200197, 24.987636 60.220008, 24.9877469 60.2199741)
4770;357474;path;196845;196846;45.638999999999996;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.987543 60.22043410000001, 24.987789 60.220295, 24.987866 60.220225, 24.98781 60.220179, 24.9876382 60.2201446)
4786;357475;path;196846;196845;45.638999999999996;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9876382 60.2201446, 24.98781 60.220179, 24.987866 60.220225, 24.987789 60.220295, 24.987543 60.22043410000001)
4788;755344;Kangasalantie;259404;354604;5.547000000000001;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9580599 60.1966377, 24.9581324 60.19660320000001)
4805;357482;parking aisle;196851;196852;16.134;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9870171 60.2201043, 24.9870835 60.21996300000001)
4820;563588;Viikinmäentie;196852;196849;22.829;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9870835 60.21996300000001, 24.9867389 60.2198496)
4825;357483;parking aisle;196852;196851;16.134;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9870835 60.21996300000001, 24.9870171 60.2201043)
4859;563587;Viikinmäentie;196849;196852;22.829;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9867389 60.2198496, 24.9870835 60.21996300000001)
4868;357480;path;196850;196848;11.575999999999999;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9866525 60.2201432, 24.9867065 60.22004260000001)
4872;357478;parking aisle;196848;196849;22.58;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9867065 60.22004260000001, 24.986662 60.219997, 24.986707 60.219902, 24.9867389 60.2198496)
4873;357481;path;196848;196850;11.575999999999999;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9867065 60.22004260000001, 24.9866525 60.2201432)
4891;357479;parking aisle;196849;196848;22.58;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9867389 60.2198496, 24.986707 60.219902, 24.986662 60.219997, 24.9867065 60.22004260000001)
4897;357501;path;196855;196859;24.255;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9848172 60.2196381, 24.984601 60.219708, 24.984504 60.21978420000001)
4916;357486;service road;196854;196855;11.743;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9847465 60.2197377, 24.9848172 60.2196381)
4933;357487;service road;196855;196854;11.743;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9848172 60.2196381, 24.9847465 60.2197377)
4963;357485;path;196853;196842;29.225;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9879508 60.2201257, 24.987833 60.220124, 24.9874796 60.2200197)
5001;357500;path;196859;196855;24.255;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.984504 60.21978420000001, 24.984601 60.219708, 24.9848172 60.2196381)
5280;890537;service road;394298;367960;2.269;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9554492 60.2193826, 24.9554332 60.2193638)
5349;444271;sidewalk;202167;32829;16.430999999999997;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9539866 60.2042195, 24.953947 60.204201, 24.9537718 60.20411730000001)
5408;651311;bike path;59597;258162;127.87799999999999;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.962817 60.1988891, 24.9632341 60.20002030000001)
5490;1745501;P+R (entrance);254146;518641;0.0;ParkAndRideLinkEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
5632;816728;Violankatu;196401;211930;18.155;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9625889 60.19685, 24.9629117 60.1968803)
5761;1112038;Intiankatu;330154;260143;28.761;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9716314 60.2065905, 24.9711963 60.2067325)
5782;687694;path;196410;211940;4.537;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9643703 60.1970004, 24.964358 60.197028, 24.9643531 60.1970403)
5857;240532;Koskelantie;63475;138587;3.603;StreetEdge;3.0;False;False;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9736085 60.2166439, 24.9735436 60.21664060000001)
6003;108650;underpass;65831;65832;16.212;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9587532 60.20878080000001, 24.9590399 60.2088119)
6020;681303;footbridge;329917;267667;8.25;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9753477 60.21497780000001, 24.9752488 60.2149222)
6024;108651;underpass;65832;65831;16.212;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9590399 60.2088119, 24.9587532 60.20878080000001)
6096;505647;parking aisle;262446;262447;3.431;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9605858 60.2094488, 24.9605237 60.2094493)
6105;505648;parking aisle;262447;262446;3.431;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.8333332999999998;LINESTRING (24.9605237 60.2094493, 24.9605858 60.2094488)
6111;1746104;P+R (entrance);389460;519285;0.0;ParkAndRideLinkEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
6112;505649;parking aisle;262447;262448;68.163;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9605237 60.2094493, 24.9593709 60.2092308)
6120;1060785;service road;262447;262451;14.115;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9605237 60.2094493, 24.9606247 60.2093327)
6131;505650;parking aisle;262448;262447;68.163;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.8333332999999998;LINESTRING (24.9593709 60.2092308, 24.9605237 60.2094493)
6178;690524;path;333082;169706;5.511;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9656459 60.1988394, 24.9655468 60.19884500000001)
6185;690509;path;333081;169748;6.45;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9657056 60.19883540000001, 24.9658219 60.19883050000001)
6196;679235;Damaskuksentie;329223;289424;2.785;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9719982 60.21073320000001, 24.9720378 60.2107177)
6247;572080;Hämeentie;196431;211939;3.745;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9621815 60.19801510000001, 24.9621863 60.1979815)
6265;788278;Kaanaankatu;326795;364989;6.416;StreetEdge;5.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;1.6666666;LINESTRING (24.9783884 60.211866, 24.978332 60.211877, 24.9782799 60.21188660000001)
6276;679327;Koreankatu;329245;289126;8.234;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9715326 60.2110853, 24.9714153 60.21103960000001)
6320;505651;parking aisle;262448;262449;14.306;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9593709 60.2092308, 24.9594713 60.20911220000001)
6331;679330;Koreankatu;329239;289126;2.0580000000000003;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9713816 60.21103170000001, 24.9714153 60.21103960000001)
6332;505703;path;262448;262464;4.956;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9593709 60.2092308, 24.9592823 60.2092238)
6339;505652;parking aisle;262449;262448;14.306;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.8333332999999998;LINESTRING (24.9594713 60.20911220000001, 24.9593709 60.2092308)
6345;505653;parking aisle;262449;262450;28.789;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9594713 60.20911220000001, 24.9599552 60.2092083)
6363;505654;parking aisle;262450;262449;28.789;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.8333332999999998;LINESTRING (24.9599552 60.2092083, 24.9594713 60.20911220000001)
6368;505655;parking aisle;262450;262451;39.488;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9599552 60.2092083, 24.9606247 60.2093327)
6380;1060786;service road;262451;262447;14.115;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9606247 60.2093327, 24.9605237 60.2094493)
6381;1746102;P+R (entrance);389464;519285;0.0;ParkAndRideLinkEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
6384;505656;parking aisle;262451;262450;39.488;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.8333332999999998;LINESTRING (24.9606247 60.2093327, 24.9599552 60.2092083)
6392;505657;parking aisle;262451;262452;4.013999999999999;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9606247 60.2093327, 24.9606925 60.20934570000001)
6409;505658;parking aisle;262452;262451;4.013999999999999;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.8333332999999998;LINESTRING (24.9606925 60.20934570000001, 24.9606247 60.2093327)
6445;679305;Siamintie;329241;289424;8.23;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9719871 60.2106481, 24.9720378 60.2107177)
6457;816717;Helminkatu;196437;211933;143.64700000000002;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9643924 60.1971534, 24.964334 60.197295, 24.964234 60.197443, 24.964127 60.19755, 24.963982 60.197657, 24.963812 60.197747, 24.963664 60.197809, 24.963513 60.197866, 24.963337 60.197914, 24.963043 60.197974, 24.962861 60.197998, 24.9627066 60.1980101)
6479;505704;path;262464;262448;4.956;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9592823 60.2092238, 24.9593709 60.2092308)
6700;922574;path;403158;95330;7.513;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9528321 60.198584, 24.9529642 60.198568)
6723;884579;path;333107;169707;18.244;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9659041 60.1989639, 24.9655758 60.19898120000001)
6729;690506;path;333108;169748;2.85;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9658733 60.1988284, 24.9658219 60.19883050000001)
6995;906280;bike path;398924;227226;16.379;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.982921 60.2097823, 24.9828964 60.2096355)
7146;906269;path;398921;227214;79.374;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9829935 60.21006190000001, 24.982988 60.210245, 24.982959 60.210361, 24.982905 60.210471, 24.98273 60.210628, 24.9826084 60.210733)
7273;1160126;Hämeentie;64021;123612;26.31;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;2.5;LINESTRING (24.9771952 60.2108198, 24.977089 60.210711, 24.9769943 60.2106053)
7277;1160127;Hämeentie;64021;123619;28.47;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;2.5;LINESTRING (24.9771952 60.2108198, 24.9774204 60.2110501)
7379;678445;path;328969;298743;2.924;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9791221 60.21465310000001, 24.979174 60.2146583)
7472;360595;Kunnalliskodintie;198357;153721;18.864;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;1.6666666;LINESTRING (24.9647667 60.21721700000001, 24.9650227 60.21710470000001)
7498;360592;Kunnalliskodintie;198356;153721;77.961;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;1.6666666;LINESTRING (24.9661935 60.21671660000001, 24.965756 60.216835, 24.965214 60.217024, 24.9650227 60.21710470000001)
7632;906317;bike path;398936;227215;74.544;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.9829195 60.21006620000001, 24.982905 60.210252, 24.982877 60.21033, 24.982814 60.210439, 24.982639 60.210601, 24.9825262 60.2106933)
7685;1746509;;457170;519479;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
7697;1746493;;457169;519473;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
7719;1746505;;457168;519477;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
7736;1746489;;457167;519471;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
7788;431891;service road;195882;230793;16.599;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9620535 60.2187003, 24.9617995 60.21862050000001)
8144;1538011;open area;324102;451044;16.803;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9673972 60.20798250000001, 24.9671416 60.2079006)
8290;572055;Hämeentie;261668;289300;1.661;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9625586 60.1968001, 24.9625522 60.1968147)
8518;1747359;;118946;519821;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
8750;675952;steps;328090;328091;21.444000000000003;StreetEdge;5.0;True;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9593083 60.20900820000001, 24.9591335 60.20896630000001)
8767;675953;steps;328091;328090;21.444000000000003;StreetEdge;5.0;True;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9591335 60.20896630000001, 24.9593083 60.20900820000001)
8797;1748483;;118950;520271;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
8803;1748415;;118951;520245;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
8865;867453;path;258883;376569;31.355999999999998;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.963334 60.2157306, 24.963521 60.215743, 24.96369 60.215797, 24.9638409 60.2158443)
8957;675996;path;328111;328112;35.942;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9589165 60.2095921, 24.958854 60.209791, 24.9587887 60.2099085)
8967;675997;path;328112;328111;35.942;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9587887 60.2099085, 24.958854 60.209791, 24.9589165 60.2095921)
8975;675994;path;328110;328111;29.048000000000002;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9589185 60.2093309, 24.958913 60.209493, 24.9589165 60.2095921)
8984;675995;path;328111;328110;29.048000000000002;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9589165 60.2095921, 24.958913 60.209493, 24.9589185 60.2093309)
9049;785550;bike path;259293;364182;26.883000000000003;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.9649089 60.2046081, 24.964897 60.204461, 24.964901 60.204418, 24.9649501 60.2043727)
9109;521224;Hermannin rantatie;268772;70675;22.521;StreetEdge;3.0;False;False;PEDESTRIAN;True;False;True;False;3.4333332000000003;LINESTRING (24.9702258 60.1979724, 24.9704933 60.1978196)
9162;924717;path;403165;98806;4.107;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9542417 60.1980462, 24.9543005 60.19802360000001)
9189;675998;path;328112;328113;8.203;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9587887 60.2099085, 24.958793 60.20994, 24.9588082 60.2099815)
9192;988835;Koskelantie;392785;420500;6.9670000000000005;StreetEdge;3.0;False;False;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9544525 60.2117294, 24.954408 60.211711, 24.9543541 60.21169020000001)
9195;988836;Koskelantie;392785;420501;3.016;StreetEdge;3.0;False;False;ALL;True;True;True;True;2.5;LINESTRING (24.9544525 60.2117294, 24.9544957 60.21174600000001)
9204;675999;path;328113;328112;8.203;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9588082 60.2099815, 24.958793 60.20994, 24.9587887 60.2099085)
