;id_otp;name_otp;node_orig_id;node_dest_id;length;edge_class;street_class;is_stairs;is_no_thru_traffic;permission;allows_walking;allows_biking;traversable_walking;traversable_biking;bike_safety_factor;geometry
274627;464886;path;13716;13717;41.903;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9529036 60.2157174, 24.952701 60.215879, 24.9523831 60.2157793)
274639;21855;service road;13717;13716;31.79;StreetEdge;5.0;False;False;ALL;True;True;True;True;2.1633332000000003;LINESTRING (24.9523831 60.2157793, 24.952446 60.215767, 24.952642 60.2157, 24.952726 60.215694, 24.952816 60.215699, 24.9529036 60.2157174)
274640;464885;path;13717;13716;41.903;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9523831 60.2157793, 24.952701 60.215879, 24.9529036 60.2157174)
274655;805641;path;69865;370270;32.72;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.967808 60.21892450000001, 24.967368 60.218917, 24.9673733 60.2188414)
274805;393936;path;213841;101670;69.032;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.957075 60.217849, 24.9581457 60.21816930000001)
275049;858344;Juhana-herttuan tie;69889;370261;17.458;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9672932 60.2194761, 24.9676091 60.2194818)
275192;395824;path;214698;75719;65.366;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9600759 60.19699660000001, 24.9608987 60.1974189)
275198;935918;path;406964;406965;18.311;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9532507 60.20286230000001, 24.9530974 60.2030083)
275211;935919;path;406965;406964;18.311;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9530974 60.2030083, 24.9532507 60.20286230000001)
275224;650655;path;211362;179054;14.14;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9551489 60.199016, 24.9554038 60.1990271)
275226;395819;path;214696;75709;15.575999999999999;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9593454 60.19733230000001, 24.9591411 60.1974288)
275405;395857;path;214711;75719;3.9019999999999997;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9609459 60.1973928, 24.9608987 60.1974189)
275424;395854;path;214710;75719;25.38;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9605629 60.1975746, 24.9608987 60.1974189)
275444;395851;path;214709;75710;30.787;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9603454 60.1976755, 24.9599381 60.1978644)
275467;1086077;Joukolantie;338187;442447;12.619000000000002;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9562959 60.2135151, 24.9562049 60.2136192)
275492;395866;path;214714;75709;4.257;StreetEdge;4.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;4.1666665;LINESTRING (24.9590806 60.1974525, 24.9591411 60.1974288)
275564;851454;path;76364;170369;99.883;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9513133 60.2160494, 24.95279 60.216519, 24.9528366 60.2165335)
275583;449056;Pohjolankatu;76363;170368;99.51899999999999;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6666666;LINESTRING (24.9514083 60.2159778, 24.9529354 60.21645280000001)
275797;166819;Somerontie;11032;98797;5.382000000000001;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9600141 60.19689880000001, 24.9600816 60.1969337)
276327;390798;service road;212389;149112;10.219;StreetEdge;5.0;False;True;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9714799 60.1986585, 24.9716198 60.1985984)
276332;816335;Hämeentie;210880;195898;6.824;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9781576 60.2117979, 24.978185 60.211829, 24.9782397 60.21182880000001)
276483;506291;bike path;74886;217603;22.6;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9583201 60.21412830000001, 24.9583529 60.2143309)
276496;1747329;;403394;519809;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
276501;851451;path;76411;170369;5.975;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9529273 60.21656280000001, 24.9528366 60.2165335)
276524;449053;Pohjolankatu;76410;170368;6.228;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6666666;LINESTRING (24.953031 60.21648250000001, 24.9529354 60.21645280000001)
276530;540943;platform;140627;276783;20.006;StreetEdge;13.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9700563 60.2127296, 24.970028 60.212774, 24.9700177 60.2129073)
276608;1746289;;403401;519391;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
276891;1747325;;403404;519807;0.0;FreeEdge;;False;False;;True;True;True;True;;GEOMETRYCOLLECTION EMPTY
277454;959261;service road;412799;229557;8.318;StreetEdge;5.0;False;False;ALL;True;True;True;True;2.1633332000000003;LINESTRING (24.9613672 60.2202983, 24.9615131 60.22027970000001)
277558;950508;path;406964;410762;20.549;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.9666665;LINESTRING (24.9532507 60.20286230000001, 24.953061 60.202809, 24.9529863 60.2028764)
277624;936688;steps;407203;403736;12.424000000000001;StreetEdge;5.0;True;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9819211 60.21082060000001, 24.9820335 60.21081890000001)
277674;727801;path;345894;207193;2.6210000000000004;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9809083 60.2070453, 24.9809422 60.20706180000001)
277763;740464;Limingantie;349980;80362;106.432;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9592306 60.20677000000001, 24.9578412 60.206107)
277889;805619;parking aisle;70038;370262;40.449;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9682456 60.21934690000001, 24.968174 60.219346, 24.967779 60.219338, 24.967731 60.219343, 24.967674 60.219367, 24.967643 60.219405, 24.96762 60.2194317)
277893;805620;parking aisle;70038;370263;47.211000000000006;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9682456 60.21934690000001, 24.968854 60.219356, 24.9691001 60.219359)
278001;252915;service road;144960;144961;7.2989999999999995;StreetEdge;5.0;False;False;CAR;False;False;False;False;1.8333332999999998;LINESTRING (24.971531 60.19998510000001, 24.9715674 60.199922)
278011;252916;service road;144961;144960;7.2989999999999995;StreetEdge;5.0;False;False;CAR;False;False;False;False;1.8333332999999998;LINESTRING (24.9715674 60.199922, 24.971531 60.19998510000001)
278020;252917;service road;144961;144962;25.686999999999998;StreetEdge;5.0;False;False;CAR;False;False;False;False;1.8333332999999998;LINESTRING (24.9715674 60.199922, 24.9716924 60.1996995)
278033;252918;service road;144962;144961;25.686999999999998;StreetEdge;5.0;False;False;CAR;False;False;False;False;1.8333332999999998;LINESTRING (24.9716924 60.1996995, 24.9715674 60.199922)
278204;1025196;Valtimontie;215709;49396;8.395;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9650437 60.21527210000001, 24.9651168 60.2152059)
278228;765900;service road;341047;357997;10.270999999999999;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9574768 60.21603140000001, 24.9573863 60.2159507)
278230;765901;service road;341047;357998;67.01100000000001;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9574768 60.21603140000001, 24.957503 60.216056, 24.957847 60.216386, 24.958084 60.216316, 24.9582006 60.2162835)
278322;688248;bike path;215711;49395;7.933;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9647278 60.2151884, 24.9647913 60.2151244)
278464;1123939;path;142265;229284;120.277;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9885288 60.2124493, 24.988941 60.212653, 24.989102 60.212705, 24.9902028 60.2131377)
278502;1016646;Käpyläntie;341064;357996;36.059;StreetEdge;3.0;False;False;PEDESTRIAN;True;False;True;False;2.5;LINESTRING (24.9585977 60.2156816, 24.958674 60.215846, 24.9587725 60.21599370000001)
278675;396753;service road;215111;68692;15.048;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9713676 60.1986248, 24.971263 60.198515, 24.9712423 60.1985059)
278822;132468;Pornaistenniemenpolku;79468;79469;5.94;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.985141 60.215855, 24.9851834 60.2159041)
278824;132671;steps;79583;75913;26.805;StreetEdge;5.0;True;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9611606 60.1989943, 24.9614007 60.1989773)
278825;781708;Kaanaanpiha;209693;236881;5.615;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;1.6333333;LINESTRING (24.9810933 60.21165180000001, 24.9810935 60.21160130000001)
278826;132665;path;79583;75923;33.226;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9611606 60.1989943, 24.960862 60.199018, 24.9605643 60.1990312)
278829;132469;Pornaistenniemenpolku;79469;79468;5.94;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.9851834 60.2159041, 24.985141 60.215855)
278834;781717;bike path;209692;236917;5.459;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9812812 60.2116504, 24.9812819 60.21160130000001)
278844;132476;bike path;79471;79472;13.339;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.9831757 60.21699400000001, 24.983125 60.217016, 24.9829616 60.21704570000001)
278849;1686678;open area;346388;193543;38.489000000000004;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9627609 60.2050978, 24.9626281 60.2054376)
278854;132477;bike path;79472;79471;13.339;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.9829616 60.21704570000001, 24.983125 60.217016, 24.9831757 60.21699400000001)
278867;132474;bike path;79470;79471;64.10600000000001;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.9841041 60.2166617, 24.983942 60.216692, 24.983549 60.216806, 24.983254 60.216946, 24.9831757 60.21699400000001)
278873;785411;Pariisinkuja;137937;364134;9.508;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9701847 60.2017603, 24.9703083 60.2018198)
278878;132475;bike path;79471;79470;64.10600000000001;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.9831757 60.21699400000001, 24.983254 60.216946, 24.983549 60.216806, 24.983942 60.216692, 24.9841041 60.2166617)
278953;941101;bike path;1898;387262;8.742;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9684656 60.2107583, 24.968535 60.210741, 24.9686068 60.21072280000001)
278986;1091073;Untamontie;350180;76245;40.911;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9539813 60.2124804, 24.9545632 60.21270800000001)
279368;1454067;A.I. Virtasen aukio;346422;193545;33.510999999999996;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9634447 60.2055366, 24.9628384 60.20552850000001)
279519;1071720;service road;137919;365793;10.021;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9690354 60.2011693, 24.968862 60.2011429)
279632;1025201;Valtimontie;73575;263592;7.426;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9652126 60.2151204, 24.9651481 60.21517900000001)
279633;936681;path;407198;407199;12.806;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9807147 60.2119348, 24.9809465 60.211933)
279636;936748;underpass;407198;407212;13.572000000000001;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9807147 60.2119348, 24.980469 60.21193510000001)
279644;936682;path;407199;407198;12.806;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9809465 60.211933, 24.9807147 60.2119348)
279789;728278;path;70923;346034;63.308;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9690077 60.2178157, 24.969019 60.217782, 24.969156 60.2174, 24.9692514 60.2172607)
279799;728442;path;346091;204658;0.971;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9621636 60.2053474, 24.9621512 60.2053536)
279817;1221779;open area;12685;54367;19.348;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.965425 60.1983417, 24.9654724 60.1985141)
279836;1221795;open area;12686;54367;28.284000000000002;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9657991 60.1983183, 24.9654724 60.1985141)
279851;936750;path;407203;407211;4.806;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9819211 60.21082060000001, 24.9818341 60.2108204)
279916;605641;bike path;79645;75912;114.82600000000001;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9608685 60.1992613, 24.960819 60.199286, 24.960789 60.199342, 24.960741 60.199401, 24.960716 60.199448, 24.960708 60.199511, 24.960719 60.199566, 24.960749 60.199639, 24.960858 60.19983, 24.960957 60.199941, 24.961052 60.200009, 24.961136 60.200042, 24.96124 60.200076, 24.961294 60.200091, 24.961314 60.200096, 24.961457 60.2001211)
279919;802942;Elisabeth Kochin tie;79645;75924;29.086;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.6666666;LINESTRING (24.9608685 60.1992613, 24.960797 60.199204, 24.960714 60.199143, 24.960614 60.199086, 24.9605549 60.199052)
279965;1221826;open area;12694;54367;9.972999999999999;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9656486 60.1985335, 24.9654724 60.1985141)
279977;936749;path;407211;407203;4.806;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9818341 60.2108204, 24.9819211 60.21082060000001)
279985;936747;underpass;407212;407198;13.572000000000001;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.980469 60.21193510000001, 24.9807147 60.2119348)
280345;1071734;path;138011;364485;4.333;StreetEdge;4.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;4.1666665;LINESTRING (24.967739 60.2020951, 24.9677967 60.20206870000001)
280354;794147;Roomankatu;138012;364482;14.210999999999999;StreetEdge;3.0;False;False;ALL;True;True;True;True;1.6333333;LINESTRING (24.9676467 60.20205240000001, 24.967741 60.202006, 24.9678287 60.2019621)
280529;387052;service road;210639;210640;7.916;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9573443 60.1982161, 24.9574195 60.1982767)
280539;387053;service road;210640;210639;7.916;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9574195 60.1982767, 24.9573443 60.1982161)
280547;387059;parking aisle;210638;210642;24.272;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9581317 60.19799920000001, 24.9578041 60.19814460000001)
280548;387060;parking aisle;210638;210643;14.867;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9581317 60.19799920000001, 24.9583175 60.1979025)
280562;927635;path;210639;210637;48.981;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9573443 60.1982161, 24.957586 60.198135, 24.9580134 60.19792940000001)
280566;927636;path;210637;210639;48.981;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9580134 60.19792940000001, 24.957586 60.198135, 24.9573443 60.1982161)
280567;387048;service road;210637;210638;10.148;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9580134 60.19792940000001, 24.9581317 60.19799920000001)
280574;387049;service road;210638;210637;10.148;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9581317 60.19799920000001, 24.9580134 60.19792940000001)
280624;387061;parking aisle;210643;210638;14.867;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9583175 60.1979025, 24.9581317 60.19799920000001)
280637;387057;parking aisle;210642;210640;25.836;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9578041 60.19814460000001, 24.9574195 60.1982767)
280640;387058;parking aisle;210642;210638;24.272;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9578041 60.19814460000001, 24.9581317 60.19799920000001)
280644;387056;parking aisle;210640;210642;25.836;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9574195 60.1982767, 24.9578041 60.19814460000001)
280650;387055;parking aisle;210640;210641;20.418;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9574195 60.1982767, 24.9571204 60.1983845)
280657;387054;parking aisle;210641;210640;20.418;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.8333332999999998;LINESTRING (24.9571204 60.1983845, 24.9574195 60.1982767)
280745;554502;path;282498;80605;6.295;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.9666665;LINESTRING (24.9785727 60.2131905, 24.9786771 60.2131678)
281383;1569688;open area;410316;313617;28.686999999999998;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9811372 60.20800000000001, 24.9810681 60.2082557)
281427;948584;Kaj Franckin katu;410314;313617;4.5089999999999995;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9809931 60.2082717, 24.9810681 60.2082557)
281428;1569657;open area;410314;313617;4.5089999999999995;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9809931 60.2082717, 24.9810681 60.2082557)
281451;948587;Kaj Franckin katu;410315;313617;6.143;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9811702 60.2082338, 24.9810681 60.2082557)
281452;1569660;open area;410315;313617;6.143;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9811702 60.2082338, 24.9810681 60.2082557)
281533;1597545;open area;65831;506852;25.788;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9587532 60.20878080000001, 24.9586188 60.2085587)
281601;865045;path;138000;366946;8.116;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.964678 60.2018972, 24.964719 60.201875, 24.9647775 60.2018435)
281625;1693553;road;138001;366948;10.415;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.6666666;LINESTRING (24.9646148 60.2018522, 24.9646788 60.20176410000001)
281740;860169;path;9779;147603;35.071;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9617098 60.2071036, 24.961788 60.207087, 24.9621628 60.206887)
281857;22453;path;14091;14092;30.859;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9632239 60.20650670000001, 24.963223 60.206429, 24.963305 60.20636, 24.9634748 60.2062753)
281873;22454;path;14092;14091;30.859;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9634748 60.2062753, 24.963305 60.20636, 24.963223 60.206429, 24.9632239 60.20650670000001)
281879;737962;sidewalk;14092;14096;21.348000000000003;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;4.1666665;LINESTRING (24.9634748 60.2062753, 24.9631973 60.2061417)
281882;22455;path;14092;14093;9.038;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9634748 60.2062753, 24.963596 60.2062207)
281893;22456;path;14093;14092;9.038;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.963596 60.2062207, 24.9634748 60.2062753)
281896;461908;Väinö Auerin katu;14093;14097;21.739;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;1.6333333;LINESTRING (24.963596 60.2062207, 24.9633149 60.2060839)
281908;22457;path;14094;14095;37.218;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.962246 60.20634810000001, 24.962513 60.206223, 24.962669 60.206217, 24.9627899 60.2062607)
281921;22458;path;14095;14094;37.218;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.77;LINESTRING (24.9627899 60.2062607, 24.962669 60.206217, 24.962513 60.206223, 24.962246 60.20634810000001)
281931;22459;path;14095;14096;27.608;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9627899 60.2062607, 24.962941 60.206259, 24.9631973 60.2061417)
281939;1293588;service road;138014;366857;10.895;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.8333332999999998;LINESTRING (24.9665775 60.2015578, 24.9663806 60.2015527)
281945;22460;path;14096;14095;27.608;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9631973 60.2061417, 24.962941 60.206259, 24.9627899 60.2062607)
281948;737961;sidewalk;14096;14092;21.348000000000003;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;4.1666665;LINESTRING (24.9631973 60.2061417, 24.9634748 60.2062753)
281960;22461;path;14096;14097;9.139;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9631973 60.2061417, 24.9633149 60.2060839)
281968;22462;path;14097;14096;9.139;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9633149 60.2060839, 24.9631973 60.2061417)
281972;461909;Väinö Auerin katu;14097;14093;21.739;StreetEdge;3.0;False;False;PEDESTRIAN_AND_CAR;True;False;True;False;1.6333333;LINESTRING (24.9633149 60.2060839, 24.963596 60.2062207)
282042;141857;bike path;79472;84754;86.495;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.18;LINESTRING (24.9829616 60.21704570000001, 24.982752 60.217041, 24.982468 60.217084, 24.982234 60.21713, 24.982023 60.217208, 24.981796 60.217315, 24.9816387 60.21739950000001)
282201;875302;Haukilahdenkuja;12693;57949;79.186;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9706984 60.1970814, 24.9716332 60.1965417)
282224;452297;path;6823;239967;25.531999999999996;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9650831 60.20535520000001, 24.964937 60.205287, 24.964853 60.205293, 24.964754 60.205344, 24.9647299 60.2053318)
282342;132795;bike path;79650;79651;66.555;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9568787 60.1986112, 24.95693 60.198645, 24.957435 60.198873, 24.9577316 60.1990325)
282353;132796;bike path;79651;79650;66.555;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.0;LINESTRING (24.9577316 60.1990325, 24.957435 60.198873, 24.95693 60.198645, 24.9568787 60.1986112)
282415;1115578;path;143628;193551;3.9730000000000003;StreetEdge;5.0;False;False;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9621146 60.20560800000001, 24.9621654 60.2056333)
282662;22509;path;14129;14130;58.067;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9641311 60.2069455, 24.964058 60.206937, 24.963669 60.206757, 24.9639752 60.2065975)
282678;22510;path;14130;14129;58.067;StreetEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9639752 60.2065975, 24.963669 60.206757, 24.964058 60.206937, 24.9641311 60.2069455)
282968;127001;path;12998;49785;24.529;StreetEdge;5.0;False;True;PEDESTRIAN;True;False;True;False;1.6666666;LINESTRING (24.9524292 60.21028810000001, 24.9527179 60.2101205)
282976;325830;road;13001;49698;3.522;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.4999999;LINESTRING (24.9531346 60.21081820000001, 24.9531916 60.2108324)
283052;1697426;road;13003;49786;8.669;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9535811 60.2105286, 24.9537364 60.2105174)
283056;1697443;road;13003;49789;65.06;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9535811 60.2105286, 24.9545651 60.2108501)
283058;1697418;road;13003;49787;26.736;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9535811 60.2105286, 24.9540159 60.2106342)
283060;1697445;road;13003;49788;51.303000000000004;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9535811 60.2105286, 24.9543688 60.210773)
283078;80846;road;13004;49786;6.057;StreetEdge;5.0;False;False;ALL;True;True;True;True;1.4999999;LINESTRING (24.9536501 60.21048380000001, 24.9537364 60.2105174)
283079;1697386;road;13004;49786;6.057;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9536501 60.21048380000001, 24.9537364 60.2105174)
283081;1697416;road;13004;49787;26.23;AreaEdge;5.0;False;False;PEDESTRIAN_AND_BICYCLE;True;True;True;True;1.4999999;LINESTRING (24.9536501 60.21048380000001, 24.9540159 60.2106342)
