;id_otp;name_otp;vertex_class;traversable_walking;traversable_biking;label;traffic_light;free_flowing;x;y;geometry
143;195898;osm:node:2739254411;OsmVertex;True;True;osm:node:2739254411;False;False;24.978239700000003;60.211828800000006;POINT (24.978239700000003 60.211828800000006)
200;195907;osm:node:2739254405;OsmVertex;True;True;osm:node:2739254405;False;False;24.9803996;60.21166460000001;POINT (24.980399600000002 60.211664600000006)
526;64202;osm:node:34158388;OsmVertex;True;True;osm:node:34158388;False;False;24.9774241;60.202593500000006;POINT (24.9774241 60.202593500000006)
535;47492;osm:node:34158392;OsmVertex;True;True;osm:node:34158392;False;False;24.9788309;60.20315540000001;POINT (24.978830900000002 60.20315540000001)
538;47494;osm:node:34158396;OsmVertex;True;True;osm:node:34158396;False;False;24.9804052;60.2045327;POINT (24.9804052 60.2045327)
540;47495;osm:node:34158397;OsmVertex;True;True;osm:node:34158397;False;False;24.9805334;60.20464440000001;POINT (24.980533400000002 60.20464440000001)
541;519853;1;ElevatorOffboardVertex;True;True;osm:node:3044136846:level:1_offboard;False;;24.950956100000006;60.1794887;POINT (24.950956100000003 60.1794887)
728;439524;osm:node:353734518;OsmVertex;True;True;osm:node:353734518;False;False;24.9683402;60.2010635;POINT (24.9683402 60.201063500000004)
771;47496;osm:node:34158401;OsmVertex;True;True;osm:node:34158401;False;False;24.981863699999998;60.2053993;POINT (24.9818637 60.2053993)
772;47497;osm:node:34158404;OsmVertex;True;True;osm:node:34158404;False;False;24.9821854;60.206018500000006;POINT (24.982185400000002 60.206018500000006)
774;47499;osm:node:34158408;OsmVertex;True;True;osm:node:34158408;False;False;24.982544800000003;60.207168300000006;POINT (24.982544800000003 60.207168300000006)
787;47501;osm:node:34158411;OsmVertex;True;True;osm:node:34158411;False;False;24.982478399999998;60.20797400000001;POINT (24.9824784 60.20797400000001)
788;367582;osm:node:34158415;OsmVertex;True;True;osm:node:34158415;False;False;24.9774391;60.20269330000001;POINT (24.9774391 60.20269330000001)
937;520298;default level;ElevatorOnboardVertex;True;True;osm:node:4575743331:level:default level_onboard;False;;25.036217399999998;60.2748509;POINT (25.0362174 60.274850900000004)
1324;143084;osm:node:2434430318;OsmVertex;True;True;osm:node:2434430318;False;False;24.971815300000006;60.21051310000001;POINT (24.971815300000003 60.21051310000001)
1343;451533;osm:node:2434430311;OsmVertex;True;True;osm:node:2434430311;False;False;24.973830399999997;60.2101248;POINT (24.9738304 60.2101248)
1346;356743;osm:node:2434430312;OsmVertex;True;True;osm:node:2434430312;False;False;24.9749289;60.210173399999995;POINT (24.974928900000002 60.2101734)
1356;518387;P+R;ParkAndRideVertex;True;True;P+R128356616;False;;25.1080791;60.2385853;POINT (25.1080791 60.2385853)
1357;518749;P+R;ParkAndRideVertex;True;True;P+R128356617;False;;25.109386200000007;60.238012399999995;POINT (25.109386200000003 60.2380124)
1359;519140;P+R;ParkAndRideVertex;True;True;P+R128356618;False;;25.108167100000006;60.23797505;POINT (25.108167100000003 60.23797505)
1361;368295;osm:node:2434430320;OsmVertex;True;True;osm:node:2434430320;False;False;24.976361899999997;60.210562;POINT (24.9763619 60.210562)
1362;519103;P+R;ParkAndRideVertex;True;True;P+R128356619;False;;25.108715600000004;60.23796945;POINT (25.108715600000004 60.23796945)
1366;161888;osm:node:2434430323;OsmVertex;True;True;osm:node:2434430323;False;False;24.975413699999997;60.210752600000006;POINT (24.9754137 60.210752600000006)
1381;451535;osm:node:2434430305;OsmVertex;True;True;osm:node:2434430305;False;False;24.975538500000006;60.2099745;POINT (24.975538500000003 60.2099745)
1390;383811;osm:node:2434430301;OsmVertex;True;True;osm:node:2434430301;False;False;24.9741158;60.209723399999994;POINT (24.9741158 60.2097234)
1391;451534;osm:node:2434430303;OsmVertex;True;True;osm:node:2434430303;False;False;24.9735867;60.209838899999994;POINT (24.973586700000002 60.2098389)
1392;236903;osm:node:2739254396;OsmVertex;True;True;osm:node:2739254396;False;False;24.9803979;60.21155510000001;POINT (24.9803979 60.211555100000005)
1411;195899;osm:node:2739254391;OsmVertex;True;True;osm:node:2739254391;False;False;24.9800751;60.211552399999995;POINT (24.9800751 60.2115524)
1412;215357;osm:node:2739254393;OsmVertex;True;True;osm:node:2739254393;False;False;24.9802915;60.2115542;POINT (24.9802915 60.2115542)
1431;519671;default level;ElevatorOffboardVertex;True;True;osm:node:1103202123:level:default level_offboard;False;;25.1414536;60.2070939;POINT (25.141453600000002 60.207093900000004)
1442;195903;osm:node:2739254379;OsmVertex;True;True;osm:node:2739254379;False;False;24.977404999999997;60.2104575;POINT (24.977405 60.210457500000004)
1597;242080;osm:node:2138729275;OsmVertex;True;True;osm:node:2138729275;False;False;24.9656307;60.208784400000006;POINT (24.965630700000002 60.208784400000006)
1806;293356;osm:node:1769526835;OsmVertex;True;True;osm:node:1769526835;False;False;24.967973999999998;60.2018897;POINT (24.967974 60.2018897)
1807;293357;osm:node:1769526836;OsmVertex;True;True;osm:node:1769526836;False;False;24.968047199999997;60.201924399999996;POINT (24.9680472 60.2019244)
1808;225775;osm:node:1769526837;OsmVertex;True;True;osm:node:1769526837;False;False;24.968104200000006;60.20195210000001;POINT (24.968104200000003 60.20195210000001)
1810;293364;osm:node:1769526839;OsmVertex;True;True;osm:node:1769526839;False;False;24.968916699999998;60.2023419;POINT (24.9689167 60.2023419)
1893;519428;2;ElevatorOnboardVertex;True;True;osm:node:3393206379:level:2_onboard;False;;24.876974200000006;60.23974810000001;POINT (24.876974200000003 60.23974810000001)
1947;495238;area splitter at (24.968384533565505, 60.20758541198756, 0.0);IntersectionVertex;True;True;area splitter at (24.968384533565505, 60.20758541198756, 0.0);False;;24.9683845335655;60.20758541198756;POINT (24.968384533565505 60.20758541198756)
1986;518819;P+R;ParkAndRideVertex;True;True;P+R320727412;False;;25.006726900000004;60.24927525;POINT (25.006726900000004 60.249275250000004)
2034;520123;1;ElevatorOffboardVertex;True;True;osm:node:3631947257:level:1_offboard;False;;24.9350249;60.198903;POINT (24.935024900000002 60.198903)
2035;9046;osm:node:613062342;OsmVertex;True;True;osm:node:613062342;False;False;24.960199600000006;60.204609899999994;POINT (24.960199600000003 60.2046099)
2058;9061;osm:node:613062335;OsmVertex;True;True;osm:node:613062335;False;False;24.9596409;60.20428680000001;POINT (24.9596409 60.204286800000006)
2065;9047;osm:node:613062361;OsmVertex;True;True;osm:node:613062361;False;False;24.9602527;60.204580299999996;POINT (24.9602527 60.2045803)
2067;9064;osm:node:613062362;OsmVertex;True;True;osm:node:613062362;False;False;24.9603651;60.204624900000006;POINT (24.9603651 60.204624900000006)
2075;9055;osm:node:613062356;OsmVertex;True;True;osm:node:613062356;False;False;24.960193500000006;60.20467270000001;POINT (24.960193500000003 60.2046727)
2076;9063;osm:node:613062358;OsmVertex;True;True;osm:node:613062358;False;False;24.960213699999997;60.20456480000001;POINT (24.9602137 60.20456480000001)
2090;520241;2;ElevatorOffboardVertex;True;True;osm:node:3365636945:level:2_offboard;False;;24.804721;60.17588810000001;POINT (24.804721 60.1758881)
2386;520335;default level;ElevatorOffboardVertex;True;True;osm:node:4818232013:level:default level_offboard;False;;24.779869;60.174596799999996;POINT (24.779869 60.1745968)
2461;259394;osm:node:1621308645;OsmVertex;True;True;osm:node:1621308645;False;False;24.9791448;60.20566330000001;POINT (24.9791448 60.205663300000005)
2483;259380;osm:node:1621308669;OsmVertex;True;True;osm:node:1621308669;False;False;24.978920199999997;60.2057143;POINT (24.9789202 60.205714300000004)
2499;519720;3;ElevatorOnboardVertex;True;True;osm:node:4577379400:level:3_onboard;False;;25.010764100000006;60.251718200000006;POINT (25.010764100000003 60.251718200000006)
2526;196414;osm:node:568365143;OsmVertex;True;True;osm:node:568365143;False;False;24.965282700000003;60.19707710000001;POINT (24.965282700000003 60.1970771)
2548;305433;osm:node:568365135;OsmVertex;True;True;osm:node:568365135;False;False;24.965634400000006;60.19632270000001;POINT (24.965634400000003 60.1963227)
2549;305434;osm:node:568365137;OsmVertex;True;True;osm:node:568365137;False;False;24.9654826;60.1966703;POINT (24.9654826 60.1966703)
2556;166102;osm:node:480227061;OsmVertex;True;True;osm:node:480227061;False;False;24.970993399999998;60.2126692;POINT (24.9709934 60.2126692)
2576;166100;osm:node:480227075;OsmVertex;True;True;osm:node:480227075;False;False;24.9720562;60.21197830000001;POINT (24.9720562 60.211978300000006)
2582;385134;osm:node:928357291;OsmVertex;True;True;osm:node:928357291;False;False;24.959889800000006;60.2172897;POINT (24.959889800000003 60.2172897)
2583;385160;osm:node:928357292;OsmVertex;True;True;osm:node:928357292;False;False;24.960918000000003;60.2186889;POINT (24.960918000000003 60.218688900000004)
2584;385135;osm:node:928357293;OsmVertex;True;True;osm:node:928357293;False;False;24.9600298;60.217473899999995;POINT (24.9600298 60.2174739)
2586;385141;osm:node:928357294;OsmVertex;True;True;osm:node:928357294;False;False;24.9670123;60.21947120000001;POINT (24.9670123 60.2194712)
2587;385158;osm:node:928357295;OsmVertex;True;True;osm:node:928357295;False;False;24.9595895;60.21689920000001;POINT (24.9595895 60.2168992)
2588;198375;osm:node:928357297;OsmVertex;True;True;osm:node:928357297;False;False;24.9627051;60.21818990000001;POINT (24.9627051 60.218189900000006)
2590;382363;osm:node:928357299;OsmVertex;True;True;osm:node:928357299;False;False;24.9663298;60.21867760000001;POINT (24.9663298 60.21867760000001)
2887;519401;2;ElevatorOffboardVertex;True;True;osm:node:4574649483:level:2_offboard;False;;24.8833211;60.230368799999994;POINT (24.8833211 60.2303688)
2892;204239;osm:node:5041100278;OsmVertex;True;True;osm:node:5041100278;False;False;24.9623632;60.1970275;POINT (24.962363200000002 60.197027500000004)
3004;225019;osm:node:364526400;OsmVertex;True;True;osm:node:364526400;False;False;24.956814400000006;60.2044483;POINT (24.956814400000003 60.2044483)
3009;520328;-1;ElevatorOnboardVertex;True;True;osm:node:5942694873:level:-1_onboard;False;;24.978634000000003;60.1873635;POINT (24.978634000000003 60.187363500000004)
3093;410399;osm:node:504482941;OsmVertex;True;True;osm:node:504482941;False;False;24.9732669;60.20780130000001;POINT (24.973266900000002 60.20780130000001)
3107;163638;osm:node:504482950;OsmVertex;True;True;osm:node:504482950;False;False;24.9730896;60.2067361;POINT (24.9730896 60.2067361)
3110;503304;osm:node:504482952;OsmVertex;True;True;osm:node:504482952;False;False;24.972898800000007;60.206579100000006;POINT (24.972898800000003 60.206579100000006)
3116;383826;osm:node:504482948;OsmVertex;True;True;osm:node:504482948;False;False;24.973514100000006;60.208943999999995;POINT (24.973514100000003 60.208944)
3127;163631;osm:node:504482914;OsmVertex;True;True;osm:node:504482914;False;False;24.971959;60.20872840000001;POINT (24.971959000000002 60.208728400000005)
3144;410397;osm:node:504482932;OsmVertex;True;True;osm:node:504482932;False;False;24.972624600000003;60.20808690000001;POINT (24.972624600000003 60.208086900000005)
3152;408348;osm:node:504482928;OsmVertex;True;True;osm:node:504482928;False;False;24.9727525;60.20838300000001;POINT (24.972752500000002 60.208383000000005)
3169;383828;osm:node:504482901;OsmVertex;True;True;osm:node:504482901;False;False;24.9749788;60.20958340000001;POINT (24.974978800000002 60.20958340000001)
3170;383815;osm:node:504482902;OsmVertex;True;True;osm:node:504482902;False;False;24.9739515;60.2094351;POINT (24.973951500000002 60.2094351)
3191;308429;osm:node:504482910;OsmVertex;True;True;osm:node:504482910;False;False;24.9735556;60.2089922;POINT (24.9735556 60.208992200000004)
3196;383812;osm:node:504482905;OsmVertex;True;True;osm:node:504482905;False;False;24.9738363;60.209464200000006;POINT (24.973836300000002 60.209464200000006)
3197;383831;osm:node:504482907;OsmVertex;True;True;osm:node:504482907;False;False;24.9735723;60.2090645;POINT (24.9735723 60.209064500000004)
3200;308428;osm:node:504482909;OsmVertex;True;True;osm:node:504482909;False;False;24.9734897;60.2090059;POINT (24.973489700000002 60.2090059)
3470;451701;osm:node:250364992;OsmVertex;True;True;osm:node:250364992;False;False;24.976665899999997;60.2064476;POINT (24.9766659 60.206447600000004)
3523;383817;osm:node:504482897;OsmVertex;True;True;osm:node:504482897;False;False;24.974435900000003;60.209469299999995;POINT (24.974435900000003 60.2094693)
3526;383816;osm:node:504482899;OsmVertex;True;True;osm:node:504482899;False;False;24.9740263;60.20941750000001;POINT (24.974026300000002 60.2094175)
3559;141620;osm:node:504482872;OsmVertex;True;True;osm:node:504482872;False;False;24.974613;60.210249899999994;POINT (24.974613 60.2102499)
3563;383833;osm:node:504482875;OsmVertex;True;True;osm:node:504482875;False;False;24.9737207;60.20933280000001;POINT (24.9737207 60.209332800000006)
3564;383810;osm:node:504482877;OsmVertex;True;True;osm:node:504482877;False;False;24.974402800000004;60.21000060000001;POINT (24.9744028 60.2100006)
3632;31644;osm:node:3195404367;OsmVertex;True;True;osm:node:3195404367;False;False;24.9684135;60.2179664;POINT (24.9684135 60.2179664)
3724;27147;osm:node:4493518600;OsmVertex;True;True;osm:node:4493518600;False;False;24.8457633;60.2940199;POINT (24.8457633 60.2940199)
3802;495227;area splitter at (24.968325712319317, 60.207468962882146, 0.0);IntersectionVertex;True;True;area splitter at (24.968325712319317, 60.207468962882146, 0.0);False;;24.96832571231932;60.207468962882146;POINT (24.968325712319317 60.207468962882146)
3823;426993;osm:node:286324851;OsmVertex;True;True;osm:node:286324851;False;False;24.9591063;60.216249399999995;POINT (24.959106300000002 60.2162494)
4023;361725;osm:node:6840018666:level:-1;OsmVertex;True;True;osm:node:6840018666:level:-1;False;False;24.9339391;60.1990166;POINT (24.9339391 60.1990166)
4217;387772;osm:node:286324791;OsmVertex;True;True;osm:node:286324791;False;False;24.9599693;60.2168804;POINT (24.9599693 60.2168804)
4218;431419;osm:node:286324793;OsmVertex;True;True;osm:node:286324793;False;False;24.959311600000003;60.2157745;POINT (24.959311600000003 60.2157745)
4399;295649;osm:node:2246154387:level:1;OsmVertex;True;True;osm:node:2246154387:level:1;False;False;24.947269700000003;60.172182799999995;POINT (24.947269700000003 60.1721828)
4850;357998;osm:node:286324647;OsmVertex;True;True;osm:node:286324647;False;False;24.9582006;60.216283499999996;POINT (24.9582006 60.2162835)
4879;166095;osm:node:480227084;OsmVertex;True;True;osm:node:480227084;False;False;24.973397400000003;60.2113731;POINT (24.973397400000003 60.2113731)
4881;166096;osm:node:480227087;OsmVertex;True;True;osm:node:480227087;False;False;24.973582200000006;60.21142860000001;POINT (24.973582200000003 60.211428600000005)
4887;166098;osm:node:480227099;OsmVertex;True;True;osm:node:480227099;False;False;24.9741686;60.211586499999996;POINT (24.974168600000002 60.2115865)
4941;286377;Kaironkatu;TransitStopStreetVertex;True;True;osm:node:480227141;False;False;24.9775975;60.21109740000001;POINT (24.9775975 60.21109740000001)
5014;65460;osm:node:1621308626;OsmVertex;True;True;osm:node:1621308626;False;False;24.978970200000006;60.2056072;POINT (24.978970200000003 60.2056072)
5027;422265;osm:node:3273641436:level:-1;OsmVertex;True;True;osm:node:3273641436:level:-1;False;False;24.9673483;60.228514399999995;POINT (24.9673483 60.2285144)
5134;519390;2;ElevatorOnboardVertex;True;True;osm:node:4574649482:level:2_onboard;False;;24.883654999999997;60.2303105;POINT (24.883655 60.2303105)
5316;519426;default level;ElevatorOnboardVertex;True;True;osm:node:3393206379:level:default level_onboard;False;;24.876974200000006;60.23974810000001;POINT (24.876974200000003 60.23974810000001)
5367;519859;1;ElevatorOffboardVertex;True;True;osm:node:4822605942:level:1_offboard;False;;24.7397729;60.160597499999994;POINT (24.739772900000002 60.1605975)
5380;209685;osm:node:1497155132;OsmVertex;True;True;osm:node:1497155132;False;False;24.9683707;60.21077579999999;POINT (24.9683707 60.2107758)
5716;2595;osm:node:1007189855;OsmVertex;True;True;osm:node:1007189855;False;False;24.953702399999997;60.216833799999996;POINT (24.9537024 60.2168338)
5719;68688;osm:node:418840033;OsmVertex;True;True;osm:node:418840033;False;False;24.975732500000003;60.195932600000006;POINT (24.975732500000003 60.195932600000006)
5720;68690;osm:node:418840037;OsmVertex;True;True;osm:node:418840037;False;False;24.9734875;60.1972166;POINT (24.9734875 60.197216600000004)
5733;139919;osm:node:1007189880;OsmVertex;True;True;osm:node:1007189880;False;False;24.955548999999998;60.217379599999994;POINT (24.955549 60.2173796)
6178;519573;2;ElevatorOffboardVertex;True;True;osm:node:5373629478:level:2_offboard;False;;24.7381771;60.162147399999995;POINT (24.7381771 60.1621474)
6283;519712;1;ElevatorOnboardVertex;True;True;osm:node:5434982254:level:1_onboard;False;;24.7372996;60.16189250000001;POINT (24.7372996 60.1618925)
6326;295420;osm:node:478501338;OsmVertex;True;True;osm:node:478501338;False;False;24.979054400000006;60.208859999999994;POINT (24.979054400000003 60.20886)
6328;119525;osm:node:478501339;OsmVertex;True;True;osm:node:478501339;False;False;24.979387900000006;60.2092626;POINT (24.979387900000003 60.2092626)
6347;520114;-3;ElevatorOnboardVertex;True;True;osm:node:4575237579:level:-3_onboard;False;;24.9554544;60.30384420000001;POINT (24.9554544 60.3038442)
6382;295419;osm:node:478501340;OsmVertex;True;True;osm:node:478501340;False;False;24.9794271;60.20931830000001;POINT (24.979427100000002 60.20931830000001)
6383;152168;osm:node:478501341;OsmVertex;True;True;osm:node:478501341;False;False;24.979855800000006;60.20985160000001;POINT (24.979855800000003 60.2098516)
6384;312120;osm:node:478501342;OsmVertex;True;True;osm:node:478501342;False;False;24.979747000000003;60.20987030000001;POINT (24.979747000000003 60.209870300000006)
6894;322186;osm:node:764496542;OsmVertex;True;True;osm:node:764496542;False;False;24.9554441;60.204963000000006;POINT (24.9554441 60.204963000000006)
6906;322192;osm:node:764496540;OsmVertex;True;True;osm:node:764496540;False;False;24.9552236;60.204843999999994;POINT (24.9552236 60.204844)
6912;373237;osm:node:3890418750;OsmVertex;True;True;osm:node:3890418750;False;False;25.935339000000006;60.935097000000006;POINT (25.935339000000003 60.935097000000006)
7153;520150;2;ElevatorOnboardVertex;True;True;osm:node:3196365071:level:2_onboard;False;;24.843928400000006;60.294804600000006;POINT (24.843928400000003 60.294804600000006)
7247;519504;-1;ElevatorOnboardVertex;True;True;osm:node:4818325881:level:-1_onboard;False;;24.763338800000003;60.17061680000001;POINT (24.763338800000003 60.170616800000005)
7267;142715;osm:node:1007189971;OsmVertex;True;True;osm:node:1007189971;False;False;24.956401300000003;60.216124699999995;POINT (24.956401300000003 60.2161247)
7336;156011;osm:node:1007189930;OsmVertex;True;True;osm:node:1007189930;False;False;24.9550276;60.2167248;POINT (24.9550276 60.2167248)
7359;518467;P+R;ParkAndRideVertex;True;True;P+R30612694;False;;25.04547635;60.29618550000001;POINT (25.04547635 60.29618550000001)
7365;142714;osm:node:1007189965;OsmVertex;True;True;osm:node:1007189965;False;False;24.9562746;60.216018999999996;POINT (24.9562746 60.216019)
7397;519452;default level;ElevatorOnboardVertex;True;True;osm:node:3666111153:level:default level_onboard;False;;24.8467976;60.314431299999995;POINT (24.846797600000002 60.3144313)
7548;225855;osm:node:2036374620;OsmVertex;True;True;osm:node:2036374620;False;False;24.9645112;60.1987559;POINT (24.9645112 60.1987559)
7549;225856;osm:node:2036374622;OsmVertex;True;True;osm:node:2036374622;False;False;24.9645518;60.19893470000001;POINT (24.964551800000002 60.1989347)
7620;519915;-2;ElevatorOffboardVertex;True;True;osm:node:4575281558:level:-2_offboard;False;;24.957915600000003;60.3052319;POINT (24.957915600000003 60.3052319)
7722;2594;osm:node:1007189923;OsmVertex;True;True;osm:node:1007189923;False;False;24.953608000000006;60.216905800000006;POINT (24.953608000000003 60.216905800000006)
7791;54566;osm:node:2036374618;OsmVertex;True;True;osm:node:2036374618;False;False;24.9645072;60.1987437;POINT (24.9645072 60.1987437)
8125;326795;osm:node:2340215636;OsmVertex;True;True;osm:node:2340215636;False;False;24.9783884;60.211866;POINT (24.9783884 60.211866)
8302;520302;default level;ElevatorOnboardVertex;True;True;osm:node:4575743330:level:default level_onboard;False;;25.036248;60.27484730000001;POINT (25.036248 60.274847300000005)
8357;201879;osm:node:2321371633:level:-1;OsmVertex;True;True;osm:node:2321371633:level:-1;False;False;24.781626300000006;60.73549720000001;POINT (24.781626300000003 60.735497200000005)
8361;37325;osm:node:488408072;OsmVertex;True;True;osm:node:488408072;False;False;24.9675393;60.204621499999995;POINT (24.967539300000002 60.2046215)
8382;158261;osm:node:1770329846;OsmVertex;True;True;osm:node:1770329846;False;False;24.9680402;60.21584420000001;POINT (24.9680402 60.21584420000001)
8387;361419;osm:node:1770329849;OsmVertex;True;True;osm:node:1770329849;True;False;24.9684326;60.216138;POINT (24.9684326 60.216138)
8496;519637;-1;ElevatorOffboardVertex;True;True;osm:node:4817821012:level:-1_offboard;False;;24.824855900000006;60.18439670000001;POINT (24.824855900000003 60.1843967)
8642;238057;osm:node:2295157730:level:-1;OsmVertex;True;True;osm:node:2295157730:level:-1;False;False;24.807447699999997;60.17702790000001;POINT (24.8074477 60.177027900000006)
8796;452648;osm:node:749172985;OsmVertex;True;True;osm:node:749172985;False;False;24.978801800000006;60.21562820000001;POINT (24.978801800000003 60.215628200000005)
8839;452649;osm:node:749172991;OsmVertex;True;True;osm:node:749172991;False;False;24.978961100000006;60.21634880000001;POINT (24.978961100000003 60.216348800000006)
9200;39765;osm:node:708493696;OsmVertex;True;True;osm:node:708493696;False;False;24.986265900000006;60.216764299999994;POINT (24.986265900000003 60.2167643)
9201;39768;osm:node:708493698;OsmVertex;True;True;osm:node:708493698;False;False;24.9866899;60.21754060000001;POINT (24.986689900000002 60.21754060000001)
9237;519934;default level;ElevatorOnboardVertex;True;True;osm:node:470459169:level:default level_onboard;False;;24.8574234;60.6317682;POINT (24.857423400000002 60.6317682)
9281;519692;default level;ElevatorOnboardVertex;True;True;osm:node:3820791598:level:default level_onboard;False;;24.8158799;60.2190305;POINT (24.815879900000002 60.2190305)
9352;519914;-3;ElevatorOnboardVertex;True;True;osm:node:4575281558:level:-3_onboard;False;;24.957915600000003;60.3052319;POINT (24.957915600000003 60.3052319)
9595;518327;P+R;ParkAndRideVertex;True;True;P+R85644052;False;;24.5380985;60.15793790000001;POINT (24.5380985 60.15793790000001)
10038;39775;osm:node:708493702;OsmVertex;True;True;osm:node:708493702;False;False;24.985806200000006;60.2172459;POINT (24.985806200000003 60.2172459)
10039;39767;osm:node:708493704;OsmVertex;True;True;osm:node:708493704;False;False;24.9865941;60.217663;POINT (24.9865941 60.217663)
10046;39774;osm:node:708493708;OsmVertex;True;True;osm:node:708493708;False;False;24.9858893;60.2171649;POINT (24.9858893 60.2171649)
10047;39776;osm:node:708493709;OsmVertex;True;True;osm:node:708493709;False;False;24.9859826;60.216694200000006;POINT (24.9859826 60.216694200000006)
10062;39764;osm:node:708493714;OsmVertex;True;True;osm:node:708493714;False;False;24.986358900000006;60.21675630000001;POINT (24.986358900000003 60.21675630000001)
10103;260127;osm:node:664161286;OsmVertex;True;True;osm:node:664161286;False;False;24.972195900000006;60.206254099999995;POINT (24.972195900000003 60.2062541)
10104;260947;osm:node:664161287;OsmVertex;True;True;osm:node:664161287;False;False;24.9722504;60.20629140000001;POINT (24.9722504 60.206291400000005)
10498;260126;osm:node:664161397;OsmVertex;True;True;osm:node:664161397;False;False;24.972362200000006;60.20619250000001;POINT (24.972362200000003 60.2061925)
10792;56854;osm:node:572345037;OsmVertex;True;True;osm:node:572345037;False;False;24.9567228;60.2130556;POINT (24.9567228 60.213055600000004)
10988;56856;osm:node:572345013;OsmVertex;True;True;osm:node:572345013;False;False;24.956417899999998;60.2130872;POINT (24.9564179 60.213087200000004)
10989;56857;osm:node:572345016;OsmVertex;True;True;osm:node:572345016;False;False;24.956190399999997;60.21309460000001;POINT (24.9561904 60.213094600000005)
11013;260946;osm:node:664161279;OsmVertex;True;True;osm:node:664161279;False;False;24.971692899999997;60.20592850000001;POINT (24.9716929 60.205928500000006)
11020;56858;osm:node:572345000;OsmVertex;True;True;osm:node:572345000;False;False;24.9560937;60.213051799999995;POINT (24.9560937 60.2130518)
11021;56855;osm:node:572345009;OsmVertex;True;True;osm:node:572345009;False;False;24.956314000000006;60.21290370000001;POINT (24.956314000000003 60.212903700000005)
11172;196320;osm:node:3385747404;OsmVertex;True;True;osm:node:3385747404;False;False;24.9722971;60.2041782;POINT (24.972297100000002 60.2041782)
11173;196319;osm:node:3385747405;OsmVertex;True;True;osm:node:3385747405;False;False;24.972231;60.204214;POINT (24.972231 60.204214)
11176;196318;osm:node:3385747406;OsmVertex;True;True;osm:node:3385747406;False;False;24.9721368;60.20426500000001;POINT (24.9721368 60.20426500000001)
11210;519411;default level;ElevatorOffboardVertex;True;True;osm:node:3393206371:level:default level_offboard;False;;24.876832999999998;60.23952790000001;POINT (24.876833 60.239527900000006)
11344;519702;default level;ElevatorOnboardVertex;True;True;osm:node:3264278025:level:default level_onboard;False;;24.8408703;60.22031170000001;POINT (24.840870300000002 60.2203117)
11362;175409;osm:node:1724610410;OsmVertex;True;True;osm:node:1724610410;False;False;24.9759258;60.21761600000001;POINT (24.975925800000002 60.21761600000001)
11370;519799;-2;ElevatorOffboardVertex;True;True;osm:node:3044084671:level:-2_offboard;False;;24.932912100000006;60.169353;POINT (24.932912100000003 60.169353)
11385;337180;osm:node:1724610421;OsmVertex;True;True;osm:node:1724610421;False;False;24.976571600000003;60.218390899999996;POINT (24.976571600000003 60.2183909)
11413;156401;osm:node:736297513;OsmVertex;True;True;osm:node:736297513;False;False;24.9725628;60.2103498;POINT (24.972562800000002 60.2103498)
11414;281680;osm:node:736297517;OsmVertex;True;True;osm:node:736297517;False;False;24.972191100000003;60.210281099999996;POINT (24.9721911 60.2102811)
11884;353405;osm:node:1724610334;OsmVertex;True;True;osm:node:1724610334;False;False;24.979121900000006;60.21468460000001;POINT (24.979121900000003 60.214684600000005)
11885;455735;osm:node:1724610335;OsmVertex;True;True;osm:node:1724610335;False;False;24.9794763;60.21470350000001;POINT (24.9794763 60.214703500000006)
11886;455736;osm:node:1724610336;OsmVertex;True;True;osm:node:1724610336;False;False;24.9793584;60.2148043;POINT (24.979358400000002 60.214804300000004)
11902;289299;osm:node:1783624541;OsmVertex;True;True;osm:node:1783624541;False;False;24.962199700000006;60.197887699999995;POINT (24.962199700000003 60.1978877)
11941;368276;osm:node:1724610306;OsmVertex;True;True;osm:node:1724610306;False;False;24.976263300000006;60.21400850000001;POINT (24.976263300000003 60.214008500000006)
11958;409949;osm:node:732943823;OsmVertex;True;True;osm:node:732943823;False;False;24.959379100000003;60.219403099999994;POINT (24.959379100000003 60.2194031)
12026;156402;osm:node:736297498;OsmVertex;True;True;osm:node:736297498;False;False;24.9725468;60.210270799999996;POINT (24.9725468 60.2102708)
12161;432112;osm:node:580705589;OsmVertex;True;True;osm:node:580705589;False;False;24.9547007;60.214783;POINT (24.9547007 60.214783000000004)
12298;282500;osm:node:469429121;OsmVertex;True;True;osm:node:469429121;False;False;24.9781407;60.213439;POINT (24.9781407 60.213439)
12459;519722;default level;ElevatorOnboardVertex;True;True;osm:node:3264278029:level:default level_onboard;False;;24.857689699999998;60.223594999999996;POINT (24.8576897 60.223595)
12716;110492;osm:node:364643641;OsmVertex;True;True;osm:node:364643641;False;False;24.9736225;60.2128747;POINT (24.9736225 60.2128747)
12759;455910;osm:node:173248867:level:-1;OsmVertex;True;True;osm:node:173248867:level:-1;False;False;24.940472399999997;60.17236800000001;POINT (24.9404724 60.172368000000006)
12836;264557;osm:node:6840018647:level:-1;OsmVertex;True;True;osm:node:6840018647:level:-1;False;False;24.9326083;60.19885650000001;POINT (24.932608300000002 60.198856500000005)
12837;374395;osm:node:6840018647:level:-2;OsmVertex;True;True;osm:node:6840018647:level:-2;False;False;24.9326083;60.19885650000001;POINT (24.932608300000002 60.198856500000005)
12860;386801;osm:node:695159864;OsmVertex;True;True;osm:node:695159864;False;False;24.9620738;60.2046849;POINT (24.962073800000002 60.204684900000004)
