;id_otp;name_otp;vertex_class;traversable_walking;traversable_biking;label;traffic_light;free_flowing;x;y;geometry
279563;520111;default level;ElevatorOffboardVertex;True;True;osm:node:664811228:level:default level_offboard;False;;25.0791214;60.2103794;POINT (25.079121400000002 60.2103794)
279564;519650;4;ElevatorOnboardVertex;True;True;osm:node:3224229551:level:4_onboard;False;;24.977005700000007;60.18755090000001;POINT (24.977005700000003 60.187550900000005)
279800;519947;-1;ElevatorOffboardVertex;True;True;osm:node:3273159212:level:-1_offboard;False;;25.0977888;60.380550199999995;POINT (25.0977888 60.3805502)
279957;135197;osm:node:510825301;OsmVertex;True;True;osm:node:510825301;False;False;24.9833379;60.2130039;POINT (24.983337900000002 60.213003900000004)
280073;429142;osm:node:4563858475:level:-1;OsmVertex;True;True;osm:node:4563858475:level:-1;False;False;24.9700991;60.31725460000001;POINT (24.970099100000002 60.317254600000005)
280074;239967;osm:node:750474886;OsmVertex;True;True;osm:node:750474886;False;False;24.9647299;60.205331799999996;POINT (24.964729900000002 60.2053318)
280090;61379;osm:node:750474895;OsmVertex;True;True;osm:node:750474895;False;False;24.9652598;60.20526200000001;POINT (24.965259800000002 60.205262000000005)
280169;519952;-1;ElevatorOnboardVertex;True;True;osm:node:5312159130:level:-1_onboard;False;;24.739443899999998;60.16048550000001;POINT (24.7394439 60.16048550000001)
280466;181559;osm:node:1734111128;OsmVertex;True;True;osm:node:1734111128;False;False;24.960867200000006;60.2129478;POINT (24.960867200000003 60.2129478)
280480;182757;osm:node:1734111138;OsmVertex;True;True;osm:node:1734111138;False;False;24.9588756;60.213178799999994;POINT (24.958875600000002 60.2131788)
280493;146065;osm:node:1734111140;OsmVertex;True;True;osm:node:1734111140;False;False;24.958994500000006;60.21322120000001;POINT (24.958994500000003 60.21322120000001)
280494;387828;osm:node:1734111157;OsmVertex;True;True;osm:node:1734111157;False;False;24.9599851;60.21364320000001;POINT (24.9599851 60.21364320000001)
280495;59517;osm:node:1734111159;OsmVertex;True;True;osm:node:1734111159;False;False;24.9599153;60.2137019;POINT (24.959915300000002 60.213701900000004)
280607;138010;osm:node:3633203884;OsmVertex;True;True;osm:node:3633203884;False;False;24.9685922;60.202489799999995;POINT (24.9685922 60.2024898)
280609;76699;osm:node:3633203885;OsmVertex;True;True;osm:node:3633203885;False;False;24.968505399999998;60.20253450000001;POINT (24.9685054 60.202534500000006)
280685;202348;osm:node:1731102602;OsmVertex;True;True;osm:node:1731102602;False;False;24.9598781;60.216750899999994;POINT (24.9598781 60.2167509)
280687;88412;osm:node:1731102604;OsmVertex;True;True;osm:node:1731102604;False;False;24.960184100000006;60.2167983;POINT (24.960184100000003 60.2167983)
280748;202362;osm:node:1731102512;OsmVertex;True;True;osm:node:1731102512;False;False;24.9647033;60.216603899999996;POINT (24.9647033 60.2166039)
280794;202363;osm:node:1731102554;OsmVertex;True;True;osm:node:1731102554;False;False;24.9645328;60.21668;POINT (24.9645328 60.216680000000004)
280836;107720;osm:node:742692140;OsmVertex;True;True;osm:node:742692140;False;False;24.97867;60.2102481;POINT (24.97867 60.2102481)
280837;107730;osm:node:742692143;OsmVertex;True;True;osm:node:742692143;False;False;24.9786531;60.2106788;POINT (24.978653100000002 60.210678800000004)
280843;519819;default level;ElevatorOffboardVertex;True;True;osm:node:5401070385:level:default level_offboard;False;;25.082459;60.235624400000006;POINT (25.082459 60.235624400000006)
280864;230786;osm:node:1731102577;OsmVertex;True;True;osm:node:1731102577;False;False;24.9623008;60.21668860000001;POINT (24.9623008 60.216688600000005)
280870;520374;462128908 / 1;ElevatorOnboardVertex;True;True;osm:node:4575281544_onboard;False;;24.9591832;60.3057963;POINT (24.959183200000002 60.305796300000004)
280885;215373;osm:node:742692103;OsmVertex;True;True;osm:node:742692103;False;False;24.9785009;60.21028630000001;POINT (24.9785009 60.21028630000001)
280892;12801;osm:node:742692114;OsmVertex;True;True;osm:node:742692114;False;False;24.9802888;60.210986899999995;POINT (24.9802888 60.2109869)
280899;107728;osm:node:742692120;OsmVertex;True;True;osm:node:742692120;False;False;24.979685999999997;60.2104095;POINT (24.979686 60.210409500000004)
280909;195905;osm:node:742692137;OsmVertex;True;True;osm:node:742692137;False;False;24.978452800000003;60.21023100000001;POINT (24.978452800000003 60.210231)
280925;519965;-1;ElevatorOffboardVertex;True;True;osm:node:1435468484:level:-1_offboard;False;;25.105783;60.4048312;POINT (25.105783000000002 60.404831200000004)
280933;81891;osm:node:2678569658;OsmVertex;True;True;osm:node:2678569658;False;False;24.9609401;60.20035100000001;POINT (24.960940100000002 60.200351000000005)
280945;239001;osm:node:354003142;OsmVertex;True;True;osm:node:354003142;False;False;24.9579829;60.19667070000001;POINT (24.9579829 60.196670700000006)
280948;81890;osm:node:2678569661;OsmVertex;True;True;osm:node:2678569661;False;False;24.960890399999997;60.2003532;POINT (24.9608904 60.2003532)
281065;239000;osm:node:354003135;OsmVertex;True;True;osm:node:354003135;False;False;24.9579443;60.196631999999994;POINT (24.9579443 60.196632)
281066;239002;osm:node:354003138;OsmVertex;True;True;osm:node:354003138;False;False;24.9580358;60.1966983;POINT (24.9580358 60.1966983)
281100;519710;default level;ElevatorOnboardVertex;True;True;osm:node:4552144334:level:default level_onboard;False;;25.6594008;60.9770967;POINT (25.6594008 60.977096700000004)
281121;202380;osm:node:1731102409;OsmVertex;True;True;osm:node:1731102409;False;False;24.9643739;60.21632560000001;POINT (24.964373900000002 60.216325600000005)
281145;181560;osm:node:367037630;OsmVertex;True;True;osm:node:367037630;False;False;24.961087000000006;60.213078;POINT (24.961087000000003 60.213078)
281152;230822;osm:node:1731102443;OsmVertex;True;True;osm:node:1731102443;False;False;24.963029;60.21641090000001;POINT (24.963029000000002 60.21641090000001)
281157;107721;osm:node:742692085;OsmVertex;True;True;osm:node:742692085;False;False;24.9789831;60.21060790000001;POINT (24.9789831 60.21060790000001)
281169;202333;osm:node:1731102412;OsmVertex;True;True;osm:node:1731102412;False;False;24.963405899999998;60.216325899999994;POINT (24.9634059 60.2163259)
281172;107729;osm:node:742692089;OsmVertex;True;True;osm:node:742692089;False;False;24.9788142;60.21064610000001;POINT (24.978814200000002 60.210646100000005)
281176;107725;osm:node:742692095;OsmVertex;True;True;osm:node:742692095;False;False;24.9783976;60.2109597;POINT (24.9783976 60.210959700000004)
281178;107724;osm:node:742692099;OsmVertex;True;True;osm:node:742692099;False;False;24.978825800000006;60.21087720000001;POINT (24.978825800000003 60.210877200000006)
281179;202373;osm:node:1731102429;OsmVertex;True;True;osm:node:1731102429;False;False;24.9657932;60.216364399999996;POINT (24.9657932 60.2163644)
281184;88416;osm:node:1731102422;OsmVertex;True;True;osm:node:1731102422;False;False;24.960944899999998;60.21635070000001;POINT (24.9609449 60.21635070000001)
281242;88414;osm:node:1731102464;OsmVertex;True;True;osm:node:1731102464;False;False;24.9605014;60.21647580000001;POINT (24.960501400000002 60.216475800000005)
281243;202334;osm:node:1731102467;OsmVertex;True;True;osm:node:1731102467;False;False;24.964357999999997;60.2165043;POINT (24.964358 60.216504300000004)
281266;323945;osm:node:2476641537;OsmVertex;True;True;osm:node:2476641537;False;False;24.9803359;60.220059899999995;POINT (24.9803359 60.2200599)
281530;500830;osm:node:497481870;OsmVertex;True;True;osm:node:497481870;False;False;24.973742100000006;60.2086826;POINT (24.973742100000003 60.2086826)
281539;457561;osm:node:497481872;OsmVertex;True;True;osm:node:497481872;False;False;24.9738474;60.208675899999996;POINT (24.9738474 60.2086759)
281540;500832;osm:node:497481871;OsmVertex;True;True;osm:node:497481871;False;False;24.9736;60.20866350000001;POINT (24.9736 60.20866350000001)
281541;457562;osm:node:497481873;OsmVertex;True;True;osm:node:497481873;False;False;24.9738348;60.2086405;POINT (24.973834800000002 60.2086405)
281543;202368;osm:node:1731102328;OsmVertex;True;True;osm:node:1731102328;False;False;24.9649698;60.216166799999996;POINT (24.964969800000002 60.2161668)
281570;202344;osm:node:1731102300;OsmVertex;True;True;osm:node:1731102300;False;False;24.9601974;60.21613530000001;POINT (24.960197400000002 60.216135300000005)
281576;202367;osm:node:1731102303;OsmVertex;True;True;osm:node:1731102303;False;False;24.964835200000003;60.21614020000001;POINT (24.964835200000003 60.216140200000005)
281591;230821;osm:node:1731102351;OsmVertex;True;True;osm:node:1731102351;False;False;24.963833800000003;60.2162128;POINT (24.963833800000003 60.2162128)
281620;202381;osm:node:1731102348;OsmVertex;True;True;osm:node:1731102348;False;False;24.963970900000003;60.216198899999995;POINT (24.963970900000003 60.2161989)
281629;202376;osm:node:1731102396;OsmVertex;True;True;osm:node:1731102396;False;False;24.9606418;60.2163042;POINT (24.9606418 60.2163042)
281795;520333;-1;ElevatorOffboardVertex;True;True;osm:node:4818232013:level:-1_offboard;False;;24.779869;60.174596799999996;POINT (24.779869 60.1745968)
281897;487920;osm:node:3288383092:level:default level;OsmVertex;True;True;osm:node:3288383092:level:default level;False;False;25.044858899999998;60.29297760000001;POINT (25.0448589 60.2929776)
281945;202345;osm:node:1731102278;OsmVertex;True;True;osm:node:1731102278;False;False;24.9607936;60.21609890000001;POINT (24.960793600000002 60.216098900000006)
282021;520115;-2;ElevatorOffboardVertex;True;True;osm:node:4575237579:level:-2_offboard;False;;24.9554544;60.30384420000001;POINT (24.9554544 60.3038442)
282059;90485;osm:node:3092482988;OsmVertex;True;True;osm:node:3092482988;False;False;24.975863800000006;60.2135794;POINT (24.975863800000003 60.2135794)
282065;90504;osm:node:3092482981;OsmVertex;True;True;osm:node:3092482981;False;False;24.977083899999997;60.21353050000001;POINT (24.9770839 60.213530500000005)
282066;90489;osm:node:3092482980;OsmVertex;True;True;osm:node:3092482980;False;False;24.9760428;60.21351790000001;POINT (24.976042800000002 60.21351790000001)
282067;90488;osm:node:3092482983;OsmVertex;True;True;osm:node:3092482983;False;False;24.9759046;60.213542;POINT (24.9759046 60.213542000000004)
282076;90509;osm:node:3092482991;OsmVertex;True;True;osm:node:3092482991;False;False;24.977608399999998;60.213623999999996;POINT (24.9776084 60.213624)
282077;90484;osm:node:3092482994;OsmVertex;True;True;osm:node:3092482994;False;False;24.976170300000003;60.21364730000001;POINT (24.976170300000003 60.213647300000005)
282078;90514;osm:node:3092482995;OsmVertex;True;True;osm:node:3092482995;False;False;24.9766566;60.21366370000001;POINT (24.976656600000002 60.213663700000005)
282086;90490;osm:node:3092482966;OsmVertex;True;True;osm:node:3092482966;False;False;24.976529100000004;60.2134484;POINT (24.9765291 60.213448400000004)
282087;90475;osm:node:3092482969;OsmVertex;True;True;osm:node:3092482969;False;False;24.975004700000003;60.213469499999995;POINT (24.975004700000003 60.2134695)
282097;90505;osm:node:3092482964;OsmVertex;True;True;osm:node:3092482964;False;False;24.977158399999997;60.21342560000001;POINT (24.9771584 60.2134256)
282102;90497;osm:node:3092482970;OsmVertex;True;True;osm:node:3092482970;False;False;24.975996400000003;60.213469499999995;POINT (24.975996400000003 60.2134695)
282107;90473;osm:node:3092482947;OsmVertex;True;True;osm:node:3092482947;False;False;24.9768895;60.2131581;POINT (24.976889500000002 60.2131581)
282141;90545;osm:node:3092482929;OsmVertex;True;True;osm:node:3092482929;False;False;24.9767317;60.21307679999999;POINT (24.976731700000002 60.2130768)
282150;90552;osm:node:3092482935;OsmVertex;True;True;osm:node:3092482935;False;False;24.9766317;60.21309460000001;POINT (24.976631700000002 60.213094600000005)
282151;90548;osm:node:3092482938;OsmVertex;True;True;osm:node:3092482938;False;False;24.976863199999997;60.213107799999996;POINT (24.9768632 60.2131078)
282152;90544;osm:node:3092482939;OsmVertex;True;True;osm:node:3092482939;False;False;24.9768314;60.21311120000001;POINT (24.976831400000002 60.21311120000001)
282179;519417;default level;ElevatorOffboardVertex;True;True;osm:node:4659166615:level:default level_offboard;False;;25.0762997;60.2243004;POINT (25.0762997 60.224300400000004)
282254;359532;osm:node:2542906304;OsmVertex;True;True;osm:node:2542906304;False;False;24.9659598;60.20050420000001;POINT (24.9659598 60.200504200000005)
282260;519654;2;ElevatorOnboardVertex;True;True;osm:node:4575441972:level:2_onboard;False;;24.9486486;60.2208085;POINT (24.948648600000002 60.220808500000004)
282372;171806;osm:node:3385642698;OsmVertex;True;True;osm:node:3385642698;False;False;24.96825;60.2165412;POINT (24.96825 60.2165412)
282373;171801;osm:node:3385642697;OsmVertex;True;True;osm:node:3385642697;False;False;24.967880200000003;60.216501199999996;POINT (24.967880200000003 60.2165012)
282383;137109;osm:node:468097602;OsmVertex;True;True;osm:node:468097602;False;False;24.971791000000003;60.20986679999999;POINT (24.971791000000003 60.2098668)
282386;355037;osm:node:468097605;OsmVertex;True;True;osm:node:468097605;False;False;24.970923100000004;60.2097886;POINT (24.9709231 60.2097886)
282388;281681;osm:node:468097600;OsmVertex;True;True;osm:node:468097600;False;False;24.972033900000003;60.2099076;POINT (24.972033900000003 60.2099076)
282414;137121;osm:node:468097614;OsmVertex;True;True;osm:node:468097614;False;False;24.9711311;60.2096092;POINT (24.9711311 60.2096092)
282911;501598;osm:node:2438970998;OsmVertex;True;True;osm:node:2438970998;False;False;24.967630900000003;60.207752600000006;POINT (24.967630900000003 60.207752600000006)
282914;226834;osm:node:288594254;OsmVertex;True;True;osm:node:288594254;False;False;24.956851500000006;60.21259180000001;POINT (24.956851500000003 60.212591800000006)
282937;26723;osm:node:571882695;OsmVertex;True;True;osm:node:571882695;False;False;24.9686513;60.218753799999995;POINT (24.9686513 60.2187538)
283092;260303;osm:node:176150535;OsmVertex;True;True;osm:node:176150535;False;False;24.978835999999998;60.21282530000001;POINT (24.978836 60.212825300000006)
283324;151047;osm:node:1731102715;OsmVertex;True;True;osm:node:1731102715;False;False;24.961454600000003;60.2184032;POINT (24.961454600000003 60.218403200000004)
283379;13568;osm:node:6049124141;OsmVertex;True;True;osm:node:6049124141;False;False;24.9539273;60.2163195;POINT (24.9539273 60.216319500000004)
283380;373085;osm:node:6049124143;OsmVertex;True;True;osm:node:6049124143;False;False;24.9526357;60.21691620000001;POINT (24.952635700000002 60.21691620000001)
283382;13565;osm:node:6049124142;OsmVertex;True;True;osm:node:6049124142;False;False;24.953845;60.21611040000001;POINT (24.953845 60.216110400000005)
283384;373084;osm:node:6049124146;OsmVertex;True;True;osm:node:6049124146;False;False;24.9528733;60.2167692;POINT (24.9528733 60.2167692)
283400;202735;osm:node:1731102632;OsmVertex;True;True;osm:node:1731102632;False;False;24.961837699999997;60.21695160000001;POINT (24.9618377 60.2169516)
283459;269012;osm:node:1731102678;OsmVertex;True;True;osm:node:1731102678;False;False;24.962155000000006;60.2177049;POINT (24.962155000000003 60.2177049)
283560;265319;osm:node:1731102690;OsmVertex;True;True;osm:node:1731102690;False;False;24.961420999999998;60.2179726;POINT (24.961421 60.2179726)
284053;519716;3;ElevatorOnboardVertex;True;True;osm:node:5434982254:level:3_onboard;False;;24.7372996;60.16189250000001;POINT (24.7372996 60.1618925)
284166;520063;-1;ElevatorOffboardVertex;True;True;osm:node:6840018651:level:-1_offboard;False;;24.9329156;60.1988934;POINT (24.9329156 60.1988934)
284509;519493;2;ElevatorOffboardVertex;True;True;osm:node:4683865964:level:2_offboard;False;;24.802706200000006;60.17504270000001;POINT (24.802706200000003 60.175042700000006)
284545;519445;-3;ElevatorOffboardVertex;True;True;osm:node:4563867698:level:-3_offboard;False;;24.9680181;60.31521540000001;POINT (24.968018100000002 60.31521540000001)
284550;434381;osm:node:288594805;OsmVertex;True;True;osm:node:288594805;False;False;24.957026199999998;60.21305460000001;POINT (24.9570262 60.21305460000001)
284630;519946;default level;ElevatorOnboardVertex;True;True;osm:node:173248867:level:default level_onboard;False;;24.940472399999997;60.17236800000001;POINT (24.9404724 60.172368000000006)
284641;456660;osm:node:2616797882;OsmVertex;True;True;osm:node:2616797882;False;False;24.605835000000006;60.190752;POINT (24.605835000000003 60.190752)
284705;421466;osm:node:721076635;OsmVertex;True;True;osm:node:721076635;False;False;24.960003;60.219482799999994;POINT (24.960003 60.2194828)
284707;332409;osm:node:721076639;OsmVertex;True;True;osm:node:721076639;False;False;24.960980499999998;60.2193894;POINT (24.9609805 60.219389400000004)
284710;249175;osm:node:435803901;OsmVertex;True;True;osm:node:435803901;False;False;24.975526400000003;60.206695999999994;POINT (24.975526400000003 60.206696)
284711;69014;osm:node:721076630;OsmVertex;True;True;osm:node:721076630;False;False;24.960496600000006;60.21951540000001;POINT (24.960496600000003 60.219515400000006)
284755;519737;3;ElevatorOffboardVertex;True;True;osm:node:1103202147:level:3_offboard;False;;25.1435835;60.20737680000001;POINT (25.143583500000002 60.207376800000006)
284801;164640;osm:node:2616797900;OsmVertex;True;True;osm:node:2616797900;False;False;24.606259899999998;60.19103610000001;POINT (24.6062599 60.191036100000005)
284812;520086;-3;ElevatorOnboardVertex;True;True;osm:node:4575237580:level:-3_onboard;False;;24.9554042;60.303867200000006;POINT (24.9554042 60.303867200000006)
284964;519583;default level;ElevatorOffboardVertex;True;True;osm:node:4817821019:level:default level_offboard;False;;24.825419;60.184597;POINT (24.825419 60.184597000000004)
284969;519944;-1;ElevatorOnboardVertex;True;True;osm:node:173248867:level:-1_onboard;False;;24.940472399999997;60.17236800000001;POINT (24.9404724 60.172368000000006)
285012;434380;osm:node:288594770;OsmVertex;True;True;osm:node:288594770;False;False;24.9564842;60.212838899999994;POINT (24.956484200000002 60.2128389)
285154;519769;2;ElevatorOffboardVertex;True;True;osm:node:494100416:level:2_offboard;False;;25.1064665;60.4047702;POINT (25.1064665 60.4047702)
285215;24328;osm:node:471286596;OsmVertex;True;True;osm:node:471286596;False;False;24.9628663;60.214563299999995;POINT (24.9628663 60.2145633)
285216;24327;osm:node:471286595;OsmVertex;True;True;osm:node:471286595;False;False;24.9628306;60.21459760000001;POINT (24.9628306 60.214597600000005)
285217;24329;osm:node:471286597;OsmVertex;True;True;osm:node:471286597;False;False;24.96293;60.21450580000001;POINT (24.96293 60.214505800000005)
285223;24326;osm:node:471286594;OsmVertex;True;True;osm:node:471286594;False;False;24.9627583;60.2146613;POINT (24.9627583 60.2146613)
285235;167638;osm:node:435803842;OsmVertex;True;True;osm:node:435803842;False;False;24.982822199999998;60.20893420000001;POINT (24.9828222 60.2089342)
285237;167657;osm:node:435803844;OsmVertex;True;True;osm:node:435803844;False;False;24.9830027;60.2097364;POINT (24.9830027 60.209736400000004)
285250;167658;osm:node:435803839;OsmVertex;True;True;osm:node:435803839;False;False;24.983004;60.20965680000001;POINT (24.983004 60.209656800000005)
285251;167650;osm:node:435803830;OsmVertex;True;True;osm:node:435803830;False;False;24.982991700000003;60.20847970000001;POINT (24.982991700000003 60.208479700000005)
285255;167637;osm:node:435803835;OsmVertex;True;True;osm:node:435803835;False;False;24.983007200000007;60.20888100000001;POINT (24.983007200000003 60.208881000000005)
285271;167629;osm:node:435803898;OsmVertex;True;True;osm:node:435803898;False;False;24.9758247;60.20631530000001;POINT (24.9758247 60.20631530000001)
285275;167661;osm:node:435803899;OsmVertex;True;True;osm:node:435803899;False;False;24.9760778;60.206573399999996;POINT (24.976077800000002 60.2065734)
285300;167652;osm:node:435803874;OsmVertex;True;True;osm:node:435803874;False;False;24.9768636;60.20629160000001;POINT (24.9768636 60.20629160000001)
285301;167654;osm:node:435803876;OsmVertex;True;True;osm:node:435803876;False;False;24.976750199999998;60.20636579999999;POINT (24.9767502 60.2063658)
285423;290956;osm:node:1697695723;OsmVertex;True;True;osm:node:1697695723;False;False;24.870014899999997;60.246403799999996;POINT (24.8700149 60.2464038)
285464;332954;osm:node:471286554;OsmVertex;True;True;osm:node:471286554;False;False;24.9668156;60.2138125;POINT (24.9668156 60.2138125)
285481;24360;osm:node:471286563;OsmVertex;True;True;osm:node:471286563;False;False;24.966875;60.213769799999994;POINT (24.966875 60.2137698)
285493;24351;osm:node:471286560;OsmVertex;True;True;osm:node:471286560;False;False;24.9638495;60.2138459;POINT (24.963849500000002 60.2138459)
285503;24313;osm:node:471286574;OsmVertex;True;True;osm:node:471286574;False;False;24.9657584;60.211868300000006;POINT (24.965758400000002 60.211868300000006)
285504;24361;osm:node:471286573;OsmVertex;True;True;osm:node:471286573;False;False;24.9675897;60.2128434;POINT (24.9675897 60.212843400000004)
285518;24321;osm:node:471286585;OsmVertex;True;True;osm:node:471286585;False;False;24.9624166;60.2145681;POINT (24.9624166 60.2145681)
285519;24325;osm:node:471286584;OsmVertex;True;True;osm:node:471286584;False;False;24.9626923;60.2147214;POINT (24.9626923 60.2147214)
285523;24322;osm:node:471286587;OsmVertex;True;True;osm:node:471286587;False;False;24.962483499999998;60.214503799999996;POINT (24.9624835 60.2145038)
285524;24324;osm:node:471286586;OsmVertex;True;True;osm:node:471286586;False;False;24.9625896;60.214414100000006;POINT (24.9625896 60.214414100000006)
285525;24330;osm:node:471286589;OsmVertex;True;True;osm:node:471286589;False;False;24.962993;60.21444880000001;POINT (24.962993 60.21444880000001)
285527;24323;osm:node:471286588;OsmVertex;True;True;osm:node:471286588;False;False;24.9625228;60.2144723;POINT (24.962522800000002 60.214472300000004)
285561;385830;osm:node:471286529;BarrierVertex;True;True;osm:node:471286529;False;False;24.960949900000006;60.209511000000006;POINT (24.960949900000003 60.209511000000006)
285983;519736;default level;ElevatorOnboardVertex;True;True;osm:node:1103202147:level:default level_onboard;False;;25.1435835;60.20737680000001;POINT (25.143583500000002 60.207376800000006)
286115;460658;osm:node:433379490;OsmVertex;True;True;osm:node:433379490;False;False;25.045266100000006;60.29566250000001;POINT (25.045266100000003 60.295662500000006)
286281;520104;default level;ElevatorOnboardVertex;True;True;osm:node:3265483736:level:default level_onboard;False;;24.439634700000006;60.11949860000001;POINT (24.439634700000003 60.11949860000001)
286403;463760;osm:node:3820791601:level:default level;OsmVertex;True;True;osm:node:3820791601:level:default level;False;False;24.8158941;60.21920110000001;POINT (24.8158941 60.21920110000001)
286452;382263;osm:node:5470853907;OsmVertex;True;True;osm:node:5470853907;False;False;24.977867600000003;60.196768999999996;POINT (24.977867600000003 60.196769)
286453;382259;osm:node:5470853909;OsmVertex;True;True;osm:node:5470853909;False;False;24.977218500000006;60.197460899999996;POINT (24.977218500000003 60.1974609)
286454;27344;osm:node:5470853908;OsmVertex;True;True;osm:node:5470853908;False;False;24.9775741;60.197614;POINT (24.977574100000002 60.197614)
286456;382260;osm:node:5470853901;OsmVertex;True;True;osm:node:5470853901;False;False;24.9769369;60.19727690000001;POINT (24.976936900000002 60.197276900000006)
286457;27343;osm:node:5470853903;OsmVertex;True;True;osm:node:5470853903;False;False;24.9785013;60.19709889999999;POINT (24.9785013 60.1970989)
286459;382264;osm:node:5470853905;OsmVertex;True;True;osm:node:5470853905;False;False;24.9781761;60.1969223;POINT (24.978176100000002 60.196922300000004)
286460;382262;osm:node:5470853904;OsmVertex;True;True;osm:node:5470853904;False;False;24.9774653;60.1966064;POINT (24.977465300000002 60.1966064)
286469;382261;osm:node:5470853910;OsmVertex;True;True;osm:node:5470853910;False;False;24.976625700000003;60.1971196;POINT (24.976625700000003 60.1971196)
286484;492809;osm:node:1305543054;OsmVertex;True;True;osm:node:1305543054;False;False;24.9783585;60.21964240000001;POINT (24.978358500000002 60.219642400000005)
286565;292309;osm:node:1305543074;OsmVertex;True;True;osm:node:1305543074;False;False;24.977551400000007;60.2194842;POINT (24.977551400000003 60.219484200000004)
286570;399023;osm:node:1305543087;OsmVertex;True;True;osm:node:1305543087;False;False;24.9787746;60.220126;POINT (24.9787746 60.220126)
286646;193553;osm:node:364552622;OsmVertex;True;True;osm:node:364552622;False;False;24.9625613;60.20571620000001;POINT (24.9625613 60.205716200000005)
286781;520301;default level;ElevatorOffboardVertex;True;True;osm:node:4575743330:level:default level_offboard;False;;25.036248;60.27484730000001;POINT (25.036248 60.274847300000005)
286803;492806;osm:node:1305543109;OsmVertex;True;True;osm:node:1305543109;False;False;24.978783;60.21991070000001;POINT (24.978783 60.21991070000001)
286805;519529;-1;ElevatorOffboardVertex;True;True;osm:node:4818325869:level:-1_offboard;False;;24.763454000000007;60.17051770000001;POINT (24.763454000000003 60.170517700000005)
286842;43870;osm:node:1305543137;OsmVertex;True;True;osm:node:1305543137;False;False;24.9777208;60.21939490000001;POINT (24.9777208 60.219394900000005)
286854;43872;osm:node:1305543123;OsmVertex;True;True;osm:node:1305543123;False;False;24.977699800000003;60.2194506;POINT (24.9776998 60.2194506)
287271;373847;osm:node:34659076;OsmVertex;True;True;osm:node:34659076;False;False;24.9531725;60.20243850000001;POINT (24.9531725 60.20243850000001)
287273;325393;osm:node:34659075;OsmVertex;True;True;osm:node:34659075;False;False;24.952783399999998;60.20223180000001;POINT (24.9527834 60.20223180000001)
287274;135881;osm:node:34659078;OsmVertex;True;True;osm:node:34659078;False;False;24.9538685;60.2031106;POINT (24.953868500000002 60.2031106)
287300;236401;osm:node:34659080;OsmVertex;True;True;osm:node:34659080;False;False;24.9547717;60.2034926;POINT (24.954771700000002 60.203492600000004)
287336;292308;osm:node:1305543207;OsmVertex;True;True;osm:node:1305543207;False;False;24.9775021;60.219415299999994;POINT (24.977502100000002 60.2194153)
287399;143024;osm:node:34659022;OsmVertex;True;True;osm:node:34659022;False;False;24.9525946;60.20272250000001;POINT (24.9525946 60.20272250000001)
287500;438331;osm:node:3288383092:level:2;OsmVertex;True;True;osm:node:3288383092:level:2;False;False;25.044858899999998;60.29297760000001;POINT (25.0448589 60.2929776)
287511;520074;-1;ElevatorOnboardVertex;True;True;osm:node:3522511513:level:-1_onboard;False;;24.8944049;60.2179037;POINT (24.8944049 60.2179037)
287612;102731;osm:node:2601399710:level:4;OsmVertex;True;True;osm:node:2601399710:level:4;False;False;25.084622000000003;60.21341030000001;POINT (25.084622000000003 60.21341030000001)
287617;179627;osm:node:6295348312:level:-1;OsmVertex;True;True;osm:node:6295348312:level:-1;False;False;24.805633899999997;60.175425800000006;POINT (24.8056339 60.175425800000006)
287653;290965;osm:node:3384456481;OsmVertex;True;True;osm:node:3384456481;False;False;24.8690536;60.24745520000001;POINT (24.8690536 60.247455200000005)
288574;357034;osm:node:265747495;OsmVertex;True;True;osm:node:265747495;False;False;24.966839;60.22931320000001;POINT (24.966839 60.22931320000001)
288690;307444;osm:node:2432492654;BarrierVertex;True;True;osm:node:2432492654;False;False;24.9857759;60.217436899999996;POINT (24.9857759 60.2174369)
288725;71685;osm:node:2432492641;OsmVertex;True;True;osm:node:2432492641;False;False;24.9861675;60.215734899999994;POINT (24.9861675 60.2157349)
288806;262826;osm:node:6464577566;OsmVertex;True;True;osm:node:6464577566;False;False;24.9635348;60.2006814;POINT (24.9635348 60.2006814)
288808;171456;osm:node:6464577567;OsmVertex;True;True;osm:node:6464577567;False;False;24.963510199999998;60.20064060000001;POINT (24.9635102 60.20064060000001)
289224;519665;2;ElevatorOffboardVertex;True;True;osm:node:4577379409:level:2_offboard;False;;25.0118234;60.25151700000001;POINT (25.0118234 60.25151700000001)
289363;369016;osm:node:1396411267;OsmVertex;True;True;osm:node:1396411267;False;False;24.7319528;60.2124966;POINT (24.731952800000002 60.2124966)
289533;519870;2;ElevatorOnboardVertex;True;True;osm:node:5312159146:level:2_onboard;False;;24.7387078;60.160340399999995;POINT (24.7387078 60.1603404)
289638;101761;osm:node:5865315468;OsmVertex;True;True;osm:node:5865315468;False;False;24.970801100000006;60.199338299999994;POINT (24.970801100000003 60.1993383)
289746;520021;2;ElevatorOffboardVertex;True;True;osm:node:3215374586:level:2_offboard;False;;25.1228368;60.2051507;POINT (25.1228368 60.205150700000004)
289896;520359;462123853 / 0;ElevatorOffboardVertex;True;True;osm:node:4575237560_offboard;False;;24.9549474;60.30267240000001;POINT (24.954947400000002 60.302672400000006)
289953;520243;3;ElevatorOffboardVertex;True;True;osm:node:3365636945:level:3_offboard;False;;24.804721;60.17588810000001;POINT (24.804721 60.1758881)
