edge_id;length;gvi;aqi;noises;mdB
12690;16.9783;0.52;1.85;{45: 16.97829};47.5
12691;11.6524;0.54;1.85;{45: 11.65239};47.5
12692;6.381;0.52;1.84;{55: 6.38096};57.5
12693;37.2932;0.5;1.85;{60: 37.29317};62.5
12694;9.6342;0.29;1.86;{50: 9.63418};52.5
12695;7.4522;0.18;1.94;{60: 3.7261, 65: 3.7261};65.0
12696;22.2219;0.18;1.0;{50: 15.87281, 55: 3.17456, 45: 3.17456};52.5
12697;3.6304;0.23;1.89;{60: 3.6304};62.5
12698;8.462;0.09;1.87;{60: 8.46199};62.5
12699;33.6174;0.11;1.88;{60: 33.61736};62.5
12700;14.4652;0.3;1.87;{40: 5.79, 45: 8.67914};45.5
12701;40.2424;0.13;1.89;{60: 24.76455, 65: 15.47784};64.4
12702;36.4379;0.23;1.93;{70: 36.43786};72.5
12703;3.3534;0.15;1.97;{65: 3.35345};67.5
12704;11.5273;0.38;1.89;{60: 11.5273};62.5
12705;10.7246;0.17;1.95;{75: 10.72463};77.5
12706;29.1638;0.17;1.95;{75: 29.16381};77.5
12707;12.3182;0.28;1.94;{65: 6.15912, 70: 6.15912};70.0
12708;12.3182;0.28;1.94;{70: 6.15912, 65: 6.15912};70.0
12716;21.8056;0.37;1.88;{50: 12.46037, 55: 6.23018, 45: 3.11509};53.2
12717;21.7171;0.68;1.84;{45: 21.71708};47.5
12718;21.7171;0.68;1.84;{45: 21.71708};47.5
12719;123.6186;0.83;1.84;{45: 99.49786, 50: 24.12069};48.5
12720;123.6186;0.83;1.84;{45: 99.49786, 50: 24.12069};48.5
12721;6.3737;0.18;2.08;{70: 6.37373};72.5
12722;20.0384;0.07;1.0;{45: 14.31314, 50: 5.72526};48.9
12723;45.5296;0.36;1.88;{45: 30.3531, 50: 15.17655};49.2
12724;45.5296;0.36;1.88;{45: 30.3531, 50: 15.17655};49.2
12725;2.6356;0.38;1.88;{45: 2.63563};47.5
12726;36.0609;0.21;1.9;{62: 21.03551, 67: 9.01522, 65: 6.01015};66.2
12727;2.0147;0.35;1.87;{45: 2.01466};47.5
12728;7.5333;0.36;1.87;{45: 7.53332};47.5
12729;22.7954;0.47;1.87;{55: 22.79541};57.5
12730;22.7954;0.47;1.87;{55: 22.79541};57.5
12731;5.7249;0.21;1.89;{47: 5.72488};49.5
12732;14.9874;0.56;1.87;{55: 14.98737};57.5
12733;14.9874;0.56;1.87;{55: 14.98737};57.5
12734;9.3027;0.08;1.87;{60: 9.30268};62.5
12735;20.3734;0.3;1.89;{60: 20.37341};62.5
12736;13.7005;0.31;1.89;{65: 8.2203, 70: 5.4802};69.5
12737;25.6825;0.25;1.87;{55: 17.12168, 60: 8.56084};59.2
12738;20.9828;0.53;1.85;{45: 20.98276};47.5
12739;20.9828;0.53;1.85;{45: 20.98276};47.5
12740;8.4004;0.51;1.85;{45: 8.40042};47.5
12741;8.4004;0.51;1.85;{45: 8.40042};47.5
12742;20.9008;0.54;1.85;{45: 20.90078};47.5
12743;20.9008;0.54;1.85;{45: 20.90078};47.5
12744;8.3232;0.54;1.85;{45: 8.32324};47.5
12745;8.3232;0.54;1.85;{45: 8.32324};47.5
12746;7.073;0.37;1.99;{70: 7.07302};72.5
12747;2.3111;0.34;1.87;{45: 2.31112};47.5
12748;14.4936;0.13;1.9;{70: 8.69615, 65: 5.79743};70.5
12749;9.8234;0.16;1.91;{70: 9.82335};72.5
12750;26.2589;0.27;1.92;{65: 26.25894};67.5
12751;8.9018;0.15;1.97;{70: 8.90177};72.5
12752;26.2589;0.27;1.92;{65: 26.25894};67.5
12753;33.1737;0.2;1.91;{70: 33.17368};72.5
12754;12.3372;0.33;1.88;{65: 12.33718};67.5
12755;12.2625;0.33;1.88;{65: 12.26251};67.5
12756;26.4157;0.34;1.87;{55: 26.41569};57.5
12757;11.9545;0.37;1.89;{65: 5.97725, 70: 2.98862, 60: 2.98862};67.5
12758;7.3435;0.25;1.94;{65: 7.3435};67.5
12759;18.4342;0.27;1.92;{65: 18.43419};67.5
12760;18.4342;0.27;1.92;{65: 18.43419};67.5
12761;22.5989;0.35;1.86;{50: 22.59887};52.5
12762;7.3435;0.25;1.94;{65: 7.3435};67.5
12763;22.7861;0.35;1.88;{60: 11.39305, 55: 8.54479, 50: 2.84826};59.4
12764;19.5808;0.26;1.92;{65: 19.58083};67.5
12765;19.5808;0.26;1.92;{65: 19.58083};67.5
12766;12.8025;0.18;1.89;{65: 12.80252};67.5
12767;30.4292;0.36;1.87;{45: 27.38627, 47: 3.04292};47.7
12768;85.1128;0.35;1.87;{55: 33.43719, 60: 27.3577, 65: 18.23847, 70: 6.07949};62.3
12769;47.3303;0.35;1.85;{55: 47.33031};57.5
12770;39.8784;0.03;1.86;{55: 39.87841};57.5
12771;15.4343;0.25;1.98;{70: 15.43431};72.5
12772;3.6912;0.29;1.97;{70: 3.69116};72.5
12773;43.0391;0.27;1.89;{50: 43.03908};52.5
12774;20.2007;0.37;1.9;{70: 20.20073};72.5
12775;6.9506;0.12;1.87;{55: 6.95058};57.5
12776;43.0391;0.27;1.89;{50: 43.03908};52.5
12777;20.2007;0.37;1.9;{70: 20.20073};72.5
12778;172.9045;0.36;1.9;{70: 172.90448};72.5
12779;172.9045;0.36;1.9;{70: 172.90448};72.5
12780;3.6912;0.29;1.97;{70: 3.69116};72.5
12781;7.6612;0.28;1.98;{70: 7.66116};72.5
12782;7.6612;0.28;1.98;{70: 7.66116};72.5
12783;7.4073;0.29;1.98;{70: 7.40731};72.5
12784;7.4073;0.29;1.98;{70: 7.40731};72.5
12785;2.3967;0.27;1.95;{70: 2.39674};72.5
12786;4.7702;0.23;1.99;{70: 4.7702};72.5
12787;4.7702;0.23;1.99;{70: 4.7702};72.5
12788;8.6588;0.23;2.0;{70: 8.65881};72.5
12789;8.6588;0.23;2.0;{70: 8.65881};72.5
12790;7.5954;0.23;2.0;{70: 7.59543};72.5
12791;15.4343;0.25;1.98;{70: 15.43431};72.5
12792;7.5954;0.23;2.0;{70: 7.59543};72.5
12793;2.9987;0.27;2.04;{70: 2.99874};72.5
12794;62.2332;0.49;1.85;{50: 62.2332};52.5
12795;6.3607;0.16;1.93;{70: 6.36067};72.5
12796;6.3607;0.16;1.93;{70: 6.36067};72.5
12797;44.3854;0.27;1.87;{40: 44.39};42.5
12798;98.3302;0.34;1.84;{50: 98.33025};52.5
12799;4.5318;0.1;1.0;{50: 2.26592, 47: 2.26592};51.0
12800;117.208;0.34;1.0;{45: 117.20805};47.5
12801;8.2546;0.13;1.89;{55: 5.50307, 52: 2.75154};56.5
12802;5.9313;0.16;1.93;{70: 5.93131};72.5
12805;42.1291;0.21;1.92;{70: 27.08302, 65: 15.04612};70.7
12806;54.8009;0.13;1.88;{40: 9.13, 45: 45.66742};46.7
12807;47.76;0.32;1.94;{70: 47.76002};72.5
12808;29.408;0.36;1.0;{45: 29.40805};47.5
12809;1.9605;0.35;1.89;{45: 1.9605};47.5
12810;45.0069;0.25;1.0;{70: 45.00687};72.5
12811;6.7133;0.1;1.88;{55: 3.35664, 57: 3.35664};58.5
12812;11.9076;0.2;1.89;{47: 8.93072, 45: 2.97691};49.0
12813;13.3357;0.17;1.93;{70: 13.33573};72.5
12814;10.7283;0.34;1.87;{65: 10.72833};67.5
12815;17.607;0.31;1.87;{60: 11.738, 65: 5.869};64.2
12816;1.6384;0.23;1.89;{45: 1.63842};47.5
12817;10.9553;0.13;1.88;{60: 8.21649, 55: 2.73883};61.3
12818;69.1856;0.13;1.0;{50: 33.08878, 55: 27.07264, 45: 9.02421};53.8
12819;7.747;0.17;1.88;{60: 7.74698};62.5
12820;16.1201;0.2;2.07;{70: 16.12006};72.5
12821;22.1391;0.15;1.86;{55: 22.13908};57.5
12822;22.1391;0.15;1.86;{55: 22.13908};57.5
12823;22.1808;0.15;1.86;{55: 22.18078};57.5
12824;3.0898;0.2;1.9;{60: 3.08977};62.5
12825;5.6719;0.07;1.87;{60: 5.67192};62.5
12826;34.6924;0.31;1.86;{45: 34.69239};47.5
12827;16.1507;0.19;1.87;{45: 12.92059, 50: 3.23015};48.5
12828;9.6747;0.27;2.01;{70: 9.67471};72.5
12829;7.1525;0.3;1.98;{70: 7.15246};72.5
12830;46.7081;0.21;1.9;{45: 46.70809};47.5
12831;2.4951;0.25;2.11;{70: 2.49507};72.5
12832;3.0799;0.25;2.05;{65: 3.07989};67.5
12833;3.7277;0.2;2.13;{70: 3.72768};72.5
12834;41.0895;0.31;1.95;{70: 41.08954};72.5
12835;67.745;0.25;1.9;{50: 38.29067, 55: 20.61805, 60: 8.83631};55.3
12836;23.2914;0.78;1.84;{45: 23.29143};47.5
12837;8.2132;0.82;1.84;{45: 8.21318};47.5
12838;8.2132;0.82;1.84;{45: 8.21318};47.5
12839;35.4793;0.32;1.86;{60: 26.60948, 65: 8.86983};63.8
12840;5.9705;0.81;1.84;{45: 5.97052};47.5
12841;5.9705;0.81;1.84;{45: 5.97052};47.5
12842;1.761;0.78;1.84;{45: 1.76099};47.5
12843;1.761;0.78;1.84;{45: 1.76099};47.5
12844;5.4865;0.23;1.89;{50: 5.48653};52.5
12845;2.7767;0.8;1.84;{45: 2.77668};47.5
12846;2.7767;0.8;1.84;{45: 2.77668};47.5
12847;5.5516;0.24;1.86;{50: 5.55159};52.5
12848;2.4059;0.18;1.93;{65: 2.40586};67.5
12849;7.7838;0.37;1.98;{70: 7.78379};72.5
12850;7.7838;0.37;1.98;{70: 7.78379};72.5
12851;80.54;0.37;1.88;{60: 26.84668, 50: 20.88075, 55: 17.89779, 65: 14.91482};59.7
12852;80.54;0.37;1.88;{60: 26.84668, 50: 20.88075, 55: 17.89779, 65: 14.91482};59.7
12853;11.0058;0.44;1.87;{50: 11.00578};52.5
12854;13.2664;0.35;1.89;{50: 13.2664};52.5
12855;13.2664;0.35;1.89;{50: 13.2664};52.5
12856;34.6924;0.31;1.86;{45: 34.69239};47.5
12857;20.2361;0.16;1.0;{45: 20.23614};47.5
12858;20.2361;0.16;1.0;{45: 20.23614};47.5
12859;20.2361;0.16;1.0;{45: 20.23614};47.5
12860;20.2361;0.16;1.0;{45: 20.23614};47.5
12861;24.9399;0.19;1.87;{45: 24.93989};47.5
12862;24.9399;0.19;1.87;{45: 24.93989};47.5
12863;24.9399;0.19;1.87;{45: 24.93989};47.5
12864;24.9399;0.19;1.87;{45: 24.93989};47.5
12865;15.7343;0.18;1.94;{65: 12.58744, 70: 3.14686};68.5
12866;13.8653;0.26;1.89;{45: 13.86534};47.5
12867;13.8653;0.26;1.89;{45: 13.86534};47.5
12868;13.8653;0.26;1.89;{45: 13.86534};47.5
12869;13.8653;0.26;1.89;{45: 13.86534};47.5
12870;19.8771;0.32;1.0;{45: 19.87707};47.5
12871;19.8771;0.32;1.0;{45: 19.87707};47.5
12872;16.0765;0.34;1.86;{45: 16.07655};47.5
12873;16.0765;0.34;1.86;{45: 16.07655};47.5
12874;16.7447;0.09;1.88;{60: 16.74472};62.5
12875;11.0058;0.44;1.87;{50: 11.00578};52.5
12876;9.5366;0.22;1.96;{75: 9.5366};77.5
12877;8.6657;0.1;1.88;{50: 5.77716, 45: 2.88858};50.8
12878;3.2463;0.16;1.88;{50: 3.24628};52.5
12879;6.2983;0.14;1.89;{55: 6.29834};57.5
12880;10.1873;0.14;1.89;{55: 10.18726};57.5
12881;4.2571;0.13;1.88;{55: 4.25711};57.5
12882;5.814;0.39;1.88;{45: 5.81403};47.5
12883;33.677;0.16;1.0;{65: 15.30772, 70: 12.24617, 75: 3.06154, 60: 3.06154};69.8
12884;5.8372;0.42;1.86;{50: 5.83721};52.5
12885;37.4132;0.16;1.0;{65: 15.58884, 70: 12.47107, 60: 6.23553, 75: 3.11777};69.2
12886;10.0161;0.28;1.86;{50: 10.01606};52.5
12887;21.1127;0.31;1.86;{50: 21.1127};52.5
12888;13.0955;0.36;1.86;{50: 13.09554};52.5
12889;29.5905;0.15;1.87;{55: 14.79526, 60: 14.79526};60.0
12890;16.8189;0.26;1.86;{50: 16.81888};52.5
12891;38.1377;0.26;1.86;{50: 38.13766};52.5
12892;18.9266;0.15;1.87;{55: 18.92664};57.5
12893;13.9941;0.18;1.9;{45: 13.99412};47.5
12894;25.3034;0.16;1.87;{55: 25.30343};57.5
12895;19.5413;0.15;1.87;{55: 19.54128};57.5
12896;16.9561;0.15;1.87;{55: 16.95613};57.5
12897;19.6902;0.15;1.88;{55: 19.6902};57.5
12898;57.2534;0.45;1.89;{55: 30.13337, 65: 15.06668, 60: 12.05335};61.2
12899;19.1743;0.15;1.87;{55: 19.17433};57.5
12900;57.2534;0.45;1.89;{55: 30.13337, 65: 15.06668, 60: 12.05335};61.2
12901;21.2666;0.15;1.88;{55: 21.26657};57.5
12902;7.782;0.13;1.89;{65: 5.18801, 62: 2.59401};66.5
12903;8.7916;0.15;1.87;{55: 8.7916};57.5
12904;6.8044;0.11;1.89;{62: 3.4022, 60: 3.4022};63.5
12905;6.6081;0.14;1.85;{50: 6.60807};52.5
12906;6.8206;0.11;1.89;{65: 6.8206};67.5
12907;30.2594;0.2;1.89;{47: 30.25944};49.5
12908;47.6889;0.42;1.85;{45: 47.68887};47.5
12909;46.4328;0.13;1.85;{50: 37.14621, 45: 9.28655};51.5
12910;49.9097;0.13;1.85;{50: 38.16621, 45: 11.74345};51.3
12911;40.1282;0.13;1.85;{50: 40.12816};52.5
12912;36.1983;0.13;1.85;{50: 36.19828};52.5
12913;39.519;0.13;1.85;{50: 39.51897};52.5
12914;40.2109;0.13;1.85;{50: 40.2109};52.5
12915;10.1557;0.1;1.85;{45: 10.15566};47.5
12916;25.8533;0.23;1.0;{70: 25.85328};72.5
12917;12.3402;0.1;1.85;{45: 9.25514, 50: 3.08505};48.7
12918;2.2776;0.1;1.85;{45: 2.27757};47.5
12919;62.738;0.19;1.94;{70: 62.73797};72.5
12920;6.8793;0.03;1.88;{45: 6.87926};47.5
12921;56.2059;0.5;1.84;{55: 56.20589};57.5
12922;7.1562;0.19;1.95;{65: 7.15616};67.5
12923;5.239;0.15;1.0;{65: 5.23902};67.5
12924;1.6589;0.03;1.0;{45: 1.65888};47.5
12925;1.6589;0.03;1.0;{45: 1.65888};47.5
12926;26.2725;0.25;1.88;{60: 17.51502, 65: 8.75751};64.2
12927;10.7765;0.09;1.0;{40: 8.08, 45: 2.69412};43.7
12928;2.5515;0.09;1.87;{40: 2.55};42.5
12929;5.6048;0.1;1.0;{47: 5.60476};49.5
12930;5.6048;0.1;1.0;{47: 5.60476};49.5
12931;10.7765;0.09;1.0;{40: 8.08, 45: 2.69412};43.7
12932;33.4885;0.13;1.89;{60: 33.48849};62.5
12933;67.8197;0.12;1.88;{40: 32.44, 45: 32.4355, 47: 2.94868};45.2
12934;2.1215;0.14;1.88;{60: 2.12147};62.5
12935;8.9606;0.47;1.84;{45: 8.9606};47.5
12936;5.1434;0.3;1.89;{50: 5.14343};52.5
12937;9.2119;0.78;1.84;{45: 9.21188};47.5
12938;9.2119;0.78;1.84;{45: 9.21188};47.5
12939;6.2951;0.18;1.89;{45: 6.29512};47.5
12940;4.4247;0.55;1.84;{50: 4.42474};52.5
12941;4.4247;0.55;1.84;{50: 4.42474};52.5
12942;37.5205;0.21;1.89;{47: 37.52046};49.5
12943;24.8335;0.67;1.84;{45: 24.83353};47.5
12944;24.8335;0.67;1.84;{45: 24.83353};47.5
12945;151.3828;0.65;1.84;{45: 148.35516, 50: 3.02766};47.6
12946;151.3828;0.65;1.84;{45: 148.35516, 50: 3.02766};47.6
12947;2.7983;0.1;1.86;{55: 2.79826};57.5
12948;12.1852;0.7;1.84;{45: 12.18522};47.5
12949;12.1852;0.7;1.84;{45: 12.18522};47.5
12950;1.6035;0.1;1.86;{55: 1.60351};57.5
12951;45.4229;0.34;1.86;{40: 45.42};42.5
12952;2.5515;0.09;1.87;{40: 2.55};42.5
12953;45.4229;0.34;1.86;{40: 45.42};42.5
12954;108.3247;0.26;1.92;{65: 108.32472};67.5
12955;19.0299;0.16;1.0;{40: 19.03};42.5
12956;19.0299;0.16;1.0;{40: 19.03};42.5
12957;13.7005;0.31;1.89;{65: 8.2203, 70: 5.4802};69.5
12958;28.1075;0.17;1.0;{40: 28.11};42.5
12959;27.0407;0.27;1.86;{40: 27.04};42.5
12960;5.6019;0.27;1.91;{70: 5.60189};72.5
12961;55.8704;0.31;1.9;{50: 29.40548, 55: 26.46493};54.9
12962;27.8628;0.33;1.89;{50: 15.47934, 55: 12.38347};54.7
12963;5.9642;0.57;1.85;{50: 5.96415};52.5
12964;24.8259;0.5;1.85;{50: 24.82594};52.5
12965;32.5684;0.52;1.85;{50: 32.56838};52.5
12966;9.2215;0.16;1.0;{40: 9.22};42.5
12967;47.7461;0.28;2.16;{75: 47.74613};77.5
12968;73.8208;0.21;1.95;{70: 64.96232, 75: 8.8585};73.1
12969;6.7417;0.33;1.9;{70: 6.74175};72.5
12970;12.9163;0.39;1.87;{45: 12.91626};47.5
12971;9.4143;0.36;1.93;{65: 9.41432};67.5
12972;45.5382;0.4;1.94;{65: 45.53815};67.5
12973;7.1014;0.4;1.94;{65: 7.10141};67.5
12974;6.0102;0.15;1.94;{70: 6.01024};72.5
12975;12.5999;0.9;1.86;{45: 12.59991};47.5
12976;12.5999;0.9;1.86;{45: 12.59991};47.5
12977;2.8509;0.38;1.86;{60: 2.85091};62.5
12978;2.8509;0.38;1.86;{60: 2.85091};62.5
12979;11.0556;0.38;1.86;{60: 11.05558};62.5
12980;11.0556;0.38;1.86;{60: 11.05558};62.5
12981;2.8151;0.38;1.86;{60: 2.81512};62.5
12982;2.8151;0.38;1.86;{60: 2.81512};62.5
12983;8.2107;0.38;1.86;{60: 8.21068};62.5
12984;8.2107;0.38;1.86;{60: 8.21068};62.5
12985;22.4127;0.36;1.86;{50: 22.4127};52.5
12986;19.8398;0.46;1.88;{50: 19.83979};52.5
12987;7.7449;0.33;1.87;{60: 7.74486};62.5
12988;20.9794;0.35;1.88;{60: 20.97945};62.5
12989;5.0681;0.55;1.84;{50: 5.06812};52.5
12990;33.0239;0.5;1.84;{50: 33.02386};52.5
12991;18.1688;0.19;2.07;{75: 18.16882};77.5
12992;6.775;0.15;1.88;{60: 6.77499};62.5
12993;29.1274;0.15;1.87;{60: 29.12743};62.5
12994;12.6363;0.44;1.85;{45: 12.63628};47.5
12995;137.7168;0.38;1.86;{60: 95.803, 65: 41.91381};64.0
12996;32.92;0.25;1.89;{50: 23.94182, 45: 8.97818};51.1
12997;36.3153;0.76;1.85;{45: 36.31532};47.5
12998;10.0973;0.18;1.88;{60: 10.09733};62.5
12999;3.9516;0.16;1.88;{55: 3.95164};57.5
13000;10.0973;0.18;1.88;{60: 10.09733};62.5
13001;8.4043;0.16;1.88;{55: 8.40434};57.5
13002;8.4289;0.16;1.88;{55: 8.42889};57.5
13003;3.9516;0.16;1.88;{55: 3.95164};57.5
13004;8.9655;0.29;1.87;{55: 8.96553};57.5
13005;11.2361;0.16;1.88;{55: 11.23609};57.5
13006;25.5679;0.15;1.0;{55: 22.727, 50: 2.84088};56.9
13007;25.5679;0.15;1.0;{55: 22.727, 50: 2.84088};56.9
13008;11.2361;0.16;1.88;{55: 11.23609};57.5
13009;35.0736;0.24;1.87;{45: 23.38238, 50: 11.69119};49.2
13010;37.5205;0.21;1.89;{47: 37.52046};49.5
13011;6.2951;0.18;1.89;{45: 6.29512};47.5
13012;39.5722;0.28;1.95;{70: 39.57225};72.5
13013;10.0603;0.45;1.87;{55: 6.70685, 50: 3.35343};55.8
13014;10.0603;0.45;1.87;{55: 6.70685, 50: 3.35343};55.8
13016;47.7281;0.21;1.88;{60: 23.86407, 65: 23.86407};65.0
13017;27.0407;0.27;1.86;{40: 27.04};42.5
13018;28.1075;0.17;1.0;{40: 28.11};42.5
13019;9.2215;0.16;1.0;{40: 9.22};42.5
13020;67.8197;0.12;1.88;{40: 32.44, 45: 32.4355, 47: 2.94868};45.2
13021;28.0849;0.18;1.86;{40: 28.08};42.5
13022;28.0849;0.18;1.86;{40: 28.08};42.5
13023;17.8144;0.15;1.86;{40: 17.81};42.5
13024;17.8144;0.15;1.86;{40: 17.81};42.5
13025;38.6134;0.21;1.86;{40: 38.61};42.5
13026;13.1817;0.03;1.0;{45: 13.18174};47.5
13027;11.9272;0.12;1.87;{50: 11.92724};52.5
13028;54.2052;0.5;1.89;{60: 51.19383, 65: 3.0114};62.8
13029;13.5672;0.15;1.86;{40: 13.57};42.5
13030;10.5975;0.11;1.86;{40: 10.6};42.5
13031;28.8687;0.25;1.89;{60: 20.20812, 65: 8.66062};64.0
13032;37.2932;0.5;1.85;{60: 37.29317};62.5
13033;2.6419;0.44;1.86;{50: 2.64193};52.5
13034;2.6987;0.41;1.87;{50: 2.6987};52.5
13035;14.0716;0.35;1.85;{45: 14.07156};47.5
13036;20.7313;0.62;1.84;{45: 20.73131};47.5
13037;20.7313;0.62;1.84;{45: 20.73131};47.5
13038;46.6336;0.16;1.9;{65: 43.71896, 70: 2.9146};67.8
13039;11.2236;0.46;1.89;{60: 11.2236};62.5
13040;5.8914;0.46;1.85;{50: 5.89141};52.5
13041;146.8176;0.48;1.86;{65: 95.88091, 60: 50.93674};65.8
13042;146.8176;0.48;1.86;{65: 95.88091, 60: 50.93674};65.8
13043;11.2236;0.46;1.89;{60: 11.2236};62.5
13044;50.4535;0.23;1.92;{70: 35.61423, 65: 14.83926};71.0
13045;15.1331;0.31;1.85;{45: 15.13313};47.5
13046;3.9273;0.31;1.85;{45: 3.9273};47.5
13047;156.9486;0.4;1.91;{65: 108.65674, 70: 48.29188};69.0
13048;17.6886;0.26;1.89;{45: 14.74051, 50: 2.9481};48.3
13049;9.5705;0.22;1.87;{50: 9.57048};52.5
13050;17.6886;0.26;1.89;{45: 14.74051, 50: 2.9481};48.3
13051;8.0482;0.17;1.89;{50: 8.04821};52.5
13052;8.0482;0.17;1.89;{50: 8.04821};52.5
13053;5.8462;0.16;1.88;{50: 5.84623};52.5
13054;5.8462;0.16;1.88;{50: 5.84623};52.5
13055;12.7825;0.23;2.0;{70: 12.78252};72.5
13056;14.5217;0.24;2.0;{70: 14.52169};72.5
13057;1.2661;0.18;1.87;{50: 1.26608};52.5
13058;9.5705;0.22;1.87;{50: 9.57048};52.5
13059;5.99;0.18;1.88;{50: 5.99002};52.5
13060;7.2283;0.18;1.88;{50: 7.22831};52.5
13061;7.2283;0.18;1.88;{50: 7.22831};52.5
13062;1.2661;0.18;1.87;{50: 1.26608};52.5
13063;43.4506;0.35;1.9;{45: 24.82889, 50: 18.62167};49.6
13064;5.99;0.18;1.88;{50: 5.99002};52.5
13065;8.6894;0.22;1.87;{45: 8.68939};47.5
13066;7.4499;0.32;1.89;{45: 7.44987};47.5
13067;43.4506;0.35;1.9;{45: 24.82889, 50: 18.62167};49.6
13068;7.4499;0.32;1.89;{45: 7.44987};47.5
13069;59.1416;0.24;1.87;{45: 59.14156};47.5
13070;59.1416;0.24;1.87;{45: 59.14156};47.5
13071;11.1475;0.16;1.87;{45: 11.14748};47.5
13072;11.1475;0.16;1.87;{45: 11.14748};47.5
13073;108.3247;0.26;1.92;{65: 108.32472};67.5
13074;46.9496;0.3;1.86;{50: 32.27784, 45: 11.73739, 55: 2.93435};51.6
13075;3.4215;0.3;1.87;{55: 3.42149};57.5
13076;23.7963;0.19;1.93;{60: 23.7963};62.5
13077;7.2162;0.55;1.87;{55: 7.21619};57.5
13078;38.8145;0.46;1.87;{55: 32.84307, 60: 5.97147};58.3
13079;23.1189;0.17;1.93;{65: 23.11888};67.5
13080;18.0044;0.2;1.93;{65: 18.00437};67.5
13081;220.7757;0.27;1.97;{67: 143.20589, 65: 77.56986};68.8
13082;33.149;0.36;1.89;{50: 27.12191, 55: 6.02709};53.4
13083;8.1098;0.28;1.95;{70: 5.40656, 65: 2.70328};70.8
13084;118.3836;0.3;1.0;{65: 48.56761, 55: 42.49666, 60: 27.31928};62.8
13085;4.8601;0.17;1.87;{45: 4.86006};47.5
13086;33.149;0.36;1.89;{50: 27.12191, 55: 6.02709};53.4
13087;31.8204;0.37;1.89;{50: 23.14208, 55: 8.67828};53.9
13088;30.6863;0.37;1.88;{55: 30.68626};57.5
13089;30.7769;0.37;1.89;{50: 15.38847, 55: 15.38847};55.0
13090;11.2515;0.23;1.89;{50: 11.2515};52.5
13091;28.0743;0.47;1.86;{55: 21.83557, 60: 6.23873};58.6
13092;5.507;0.46;1.89;{65: 5.50696};67.5
13093;11.2685;0.46;1.89;{60: 11.26852};62.5
13094;26.3945;0.52;1.85;{45: 26.39452};47.5
13095;62.3145;0.14;1.9;{60: 62.31452};62.5
13096;58.4232;0.16;1.9;{60: 58.42316};62.5
13097;1.7046;0.17;1.0;{60: 1.70457};62.5
13098;28.5266;0.39;1.86;{50: 28.52657};52.5
13099;29.1207;0.62;1.84;{50: 29.1207};52.5
13100;22.9642;0.53;1.84;{50: 22.96419};52.5
13101;7.4558;0.1;1.85;{45: 7.45577};47.5
13102;16.6642;0.19;2.02;{70: 16.66418};72.5
13103;93.5902;0.49;1.85;{50: 93.59021};52.5
13104;93.5902;0.49;1.85;{50: 93.59021};52.5
13105;43.5008;0.23;1.0;{70: 43.50079};72.5
13106;62.5192;0.24;1.89;{60: 50.6108, 65: 11.90842};63.5
13107;5.5192;0.1;1.88;{50: 5.51917};52.5
13108;11.7354;0.19;1.88;{45: 11.73535};47.5
13109;14.2886;0.19;1.88;{45: 14.28864};47.5
13110;3.9764;0.34;1.88;{60: 3.97642};62.5
13111;2.2353;0.43;1.89;{55: 2.23531};57.5
13112;3.0232;0.21;1.85;{55: 3.02316};57.5
13113;5.4536;0.28;1.85;{45: 5.45363};47.5
13114;5.4536;0.28;1.85;{45: 5.45363};47.5
13115;26.2143;0.4;1.86;{45: 26.21434};47.5
13116;26.2143;0.4;1.86;{45: 26.21434};47.5
13117;5.5121;0.46;1.86;{50: 5.51211};52.5
13118;13.0522;0.39;1.0;{55: 13.05224};57.5
13119;3.7313;0.16;1.87;{45: 3.73133};47.5
13120;3.7313;0.16;1.87;{45: 3.73133};47.5
13121;14.1595;0.15;1.0;{45: 14.15948};47.5
13122;19.2708;0.2;1.9;{45: 19.27082};47.5
13123;14.1595;0.15;1.0;{45: 14.15948};47.5
13124;19.2708;0.2;1.9;{45: 19.27082};47.5
13125;4.292;0.26;1.87;{60: 4.292};62.5
13126;51.3874;0.38;1.93;{65: 30.22787, 70: 21.15951};69.6
13127;2.3662;0.26;1.87;{60: 2.36618};62.5
13128;2.3662;0.26;1.87;{60: 2.36618};62.5
13129;14.5902;0.4;1.9;{60: 14.59019};62.5
13130;30.2426;0.15;1.89;{65: 21.16982, 60: 9.07278};66.0
13131;2.7198;0.28;1.87;{60: 2.71979};62.5
13132;2.7198;0.28;1.87;{60: 2.71979};62.5
13133;4.6891;0.27;1.87;{60: 4.68908};62.5
13134;7.403;0.45;1.88;{45: 7.40295};47.5
13135;4.5276;0.16;1.88;{55: 4.52763};57.5
13136;2.6924;0.26;1.87;{60: 2.69243};62.5
13137;4.6891;0.27;1.87;{60: 4.68908};62.5
13138;12.948;0.21;1.9;{65: 12.94801};67.5
13139;2.6924;0.26;1.87;{60: 2.69243};62.5
13140;4.292;0.26;1.87;{60: 4.292};62.5
13141;13.5021;0.32;1.95;{65: 13.5021};67.5
13142;13.7499;0.28;1.89;{65: 13.74995};67.5
13143;3.0948;0.46;1.85;{50: 3.09475};52.5
13144;9.8423;0.07;1.87;{55: 6.5615, 60: 3.28075};59.2
13145;10.5594;0.22;1.91;{67: 7.91956, 65: 2.63985};69.0
13146;4.3208;0.21;1.91;{70: 4.32079};72.5
13147;14.6472;0.23;1.91;{60: 14.6472};62.5
