edge_id;length;gvi;aqi;noises;mdB
4851;0.9986;0.16;1.0;{65: 0.99862};67.5
4852;0.6831;0.16;1.91;{70: 0.68309};72.5
4853;0.9986;0.16;1.0;{65: 0.99862};67.5
4854;1.4012;0.16;1.0;{65: 1.40123};67.5
4855;1.4012;0.16;1.0;{65: 1.40123};67.5
4856;34.7256;0.17;1.9;{65: 17.3628, 70: 17.3628};70.0
4857;6.8503;0.16;1.0;{65: 6.85028};67.5
4858;0.6831;0.16;1.91;{70: 0.68309};72.5
4859;6.549;0.13;1.87;{60: 6.54901};62.5
4860;12.3873;0.13;1.88;{55: 12.3873};57.5
4861;2.9373;0.2;1.93;{65: 2.93725};67.5
4862;37.3058;0.18;1.9;{70: 37.30579};72.5
4863;2.9373;0.2;1.93;{65: 2.93725};67.5
4864;2.6093;0.2;1.0;{65: 2.6093};67.5
4865;9.5015;0.11;1.88;{55: 9.50151};57.5
4866;11.5096;0.11;1.88;{55: 11.50963};57.5
4867;6.8503;0.16;1.0;{65: 6.85028};67.5
4868;0.1944;0.19;1.0;{65: 0.19437};67.5
4869;1.9832;0.19;1.0;{65: 1.98315};67.5
4870;2.6093;0.2;1.0;{65: 2.6093};67.5
4871;0.1944;0.19;1.0;{65: 0.19437};67.5
4872;1.9832;0.19;1.0;{65: 1.98315};67.5
4873;7.3013;0.11;1.87;{55: 3.65065, 60: 3.65065};60.0
4874;37.3058;0.18;1.9;{70: 37.30579};72.5
4875;2.1362;0.16;1.91;{70: 2.13617};72.5
4876;34.7256;0.17;1.9;{70: 17.3628, 65: 17.3628};70.0
4877;7.6036;0.11;1.87;{60: 7.60361};62.5
4878;30.6148;0.17;1.89;{65: 30.61482};67.5
4879;21.251;0.25;2.02;{75: 21.25103};77.5
4880;3.1014;0.31;1.9;{65: 3.10143};67.5
4881;37.7776;0.49;1.87;{45: 37.77761};47.5
4882;2.7331;0.16;1.88;{55: 2.73305};57.5
4883;45.2451;0.21;1.0;{55: 27.14706, 60: 18.09804};59.5
4884;11.6368;0.28;1.87;{65: 11.63677};67.5
4885;35.7919;0.38;1.89;{60: 35.79187};62.5
4886;38.9197;0.2;1.0;{65: 20.95678, 70: 17.96295};69.8
4887;9.0812;0.07;1.88;{60: 9.08121};62.5
4888;45.0831;0.2;1.87;{50: 45.08314};52.5
4889;9.9195;0.15;1.87;{55: 9.9195};57.5
4890;31.8288;0.28;1.88;{55: 28.93528, 50: 2.89353};57.0
4891;7.4429;0.1;1.87;{40: 7.44};42.5
4892;30.4292;0.36;1.87;{45: 27.38627, 47: 3.04292};47.7
4893;29.408;0.36;1.0;{45: 29.40805};47.5
4894;1.9605;0.35;1.89;{45: 1.9605};47.5
4895;7.3465;0.24;1.0;{60: 7.34646};62.5
4896;45.8845;0.14;1.95;{65: 45.88449};67.5
4897;12.3162;0.19;1.95;{65: 12.31619};67.5
4898;8.0195;0.1;1.85;{45: 8.01945};47.5
4899;8.6383;0.57;1.84;{45: 8.63833};47.5
4900;22.9695;0.23;1.9;{70: 22.9695};72.5
4901;12.9818;0.22;1.95;{70: 12.98176};72.5
4902;7.4409;0.1;1.85;{45: 7.44086};47.5
4903;16.5539;0.08;1.85;{45: 16.55394};47.5
4904;60.9015;0.16;1.92;{65: 60.90145};67.5
4905;60.9015;0.16;1.92;{65: 60.90145};67.5
4906;14.2405;0.16;1.93;{65: 14.24052};67.5
4907;14.2405;0.16;1.93;{65: 14.24052};67.5
4908;11.6359;0.2;2.0;{70: 11.6359};72.5
4909;11.6359;0.2;2.0;{70: 11.6359};72.5
4910;9.6301;0.19;2.01;{70: 9.63006};72.5
4911;9.6301;0.19;2.01;{70: 9.63006};72.5
4912;11.8564;0.19;1.93;{70: 11.85636};72.5
4913;10.5334;0.23;1.97;{65: 10.53336};67.5
4914;11.2486;0.25;1.94;{70: 11.24857};72.5
4915;9.0808;0.08;1.87;{45: 9.08077};47.5
4916;10.1483;0.21;1.0;{55: 6.76554, 50: 3.38277};55.8
4917;10.7318;0.21;1.0;{50: 5.3659, 55: 5.3659};55.0
4918;10.5195;0.21;1.0;{50: 5.25973, 55: 5.25973};55.0
4919;13.6642;0.19;1.0;{55: 13.66423};57.5
4920;11.9092;0.21;1.0;{55: 8.93191, 50: 2.9773};56.3
4921;12.6355;0.2;1.0;{55: 12.63552};57.5
4922;9.6455;0.21;1.0;{55: 6.4303, 50: 3.21515};55.8
4923;10.3428;0.21;1.0;{55: 6.89518, 50: 3.44759};55.8
4924;9.7534;0.21;1.0;{55: 6.5023, 50: 3.25115};55.8
4925;58.3058;0.23;1.92;{70: 58.3058};72.5
4926;42.4608;0.31;1.93;{60: 27.29621, 65: 15.16456};64.3
4927;3.2813;0.29;1.87;{45: 3.28129};47.5
4928;1.82;0.15;1.87;{55: 1.81995};57.5
4929;22.6103;0.21;1.96;{65: 22.61029};67.5
4930;5.9985;0.2;1.98;{65: 5.99853};67.5
4931;5.9985;0.2;1.98;{65: 5.99853};67.5
4932;21.3816;0.21;1.96;{65: 21.38162};67.5
4933;22.6103;0.21;1.96;{65: 22.61029};67.5
4934;21.3816;0.21;1.96;{65: 21.38162};67.5
4935;3.399;0.19;1.9;{65: 3.39904};67.5
4936;42.2086;0.19;1.89;{55: 27.13412, 60: 15.07451};59.3
4937;16.1099;0.26;1.87;{60: 16.1099};62.5
4938;43.9434;0.36;2.03;{70: 43.94336};72.5
4939;43.9434;0.36;2.03;{70: 43.94336};72.5
4940;36.0922;0.17;2.03;{75: 36.09215};77.5
4941;12.5642;0.45;1.89;{60: 9.42316, 65: 3.14105};63.8
4942;23.5085;0.47;1.88;{60: 17.63135, 55: 5.87712};61.2
4943;10.3022;0.34;1.88;{60: 10.30225};62.5
4944;8.3382;0.04;1.86;{55: 8.33825};57.5
4945;6.2356;0.04;1.86;{55: 6.2356};57.5
4946;8.0545;0.09;1.88;{50: 8.05452};52.5
4947;8.0545;0.09;1.88;{50: 8.05452};52.5
4948;57.723;0.13;1.88;{40: 3.04, 45: 54.68494};47.2
4949;57.723;0.13;1.88;{40: 3.04, 45: 54.68494};47.2
4950;25.9361;0.16;1.87;{40: 25.94};42.5
4951;25.9361;0.16;1.87;{40: 25.94};42.5
4952;11.2367;0.1;1.88;{50: 11.23666};52.5
4953;11.2367;0.1;1.88;{50: 11.23666};52.5
4954;9.583;0.1;1.88;{50: 9.58302};52.5
4955;9.583;0.1;1.88;{50: 9.58302};52.5
4956;3.0004;0.35;1.89;{65: 3.0004};67.5
4957;9.5598;0.04;1.86;{40: 9.56};42.5
4958;3.1228;0.53;1.84;{55: 3.12281};57.5
4959;3.7152;0.54;1.84;{55: 3.71525};57.5
4960;19.1615;0.55;1.84;{55: 19.1615};57.5
4961;18.4972;0.52;1.84;{55: 18.49722};57.5
4962;3.2059;0.38;1.87;{60: 3.20585};62.5
4963;9.493;0.1;1.87;{40: 9.49};42.5
4964;9.203;0.1;1.88;{40: 9.2};42.5
4965;32.9034;0.37;1.89;{55: 32.90345};57.5
4966;30.4179;0.3;1.89;{55: 24.33433, 60: 6.08358};58.5
4967;8.4565;0.35;1.89;{55: 8.45649};57.5
4968;76.7964;0.2;1.89;{50: 20.67596, 60: 20.67596, 45: 14.76854, 55: 14.76854, 65: 5.90742};56.3
4969;10.3487;0.13;1.97;{75: 10.34866};77.5
4970;6.5851;0.12;1.97;{75: 6.58506};77.5
4971;8.7901;0.18;1.92;{70: 8.79012};72.5
4972;6.059;0.18;1.91;{70: 6.05898};72.5
4973;7.7795;0.18;1.91;{70: 5.18636, 65: 2.59318};70.8
4974;9.7961;0.11;1.87;{55: 9.7961};57.5
4975;9.6407;0.14;1.9;{70: 6.42714, 65: 3.21357};70.8
4976;7.3644;0.36;1.98;{70: 7.36438};72.5
4977;14.1975;0.22;1.88;{65: 14.19747};67.5
4978;46.8831;0.17;1.99;{70: 46.88314};72.5
4979;28.399;0.09;1.87;{40: 22.09, 45: 6.31089};43.6
4980;10.5594;0.22;1.91;{67: 7.91956, 65: 2.63985};69.0
4981;4.3208;0.21;1.91;{70: 4.32079};72.5
4982;4.2553;0.34;1.86;{45: 4.25526};47.5
4983;13.618;0.31;1.86;{45: 13.61798};47.5
4984;6.5712;0.4;1.88;{55: 6.57122};57.5
4985;6.4631;0.4;1.88;{55: 6.46306};57.5
4986;10.5334;0.23;1.97;{65: 10.53336};67.5
4987;16.8633;0.37;1.98;{70: 16.86333};72.5
4988;16.8633;0.37;1.98;{70: 16.86333};72.5
4989;23.322;0.2;1.87;{55: 23.32204};57.5
4990;44.2595;0.52;1.87;{65: 44.2595};67.5
4991;14.6143;0.52;1.84;{55: 14.61432};57.5
4992;12.0581;0.27;1.87;{55: 12.05809};57.5
4993;119.0721;0.51;1.86;{45: 65.48964, 50: 53.58244};49.7
4994;119.3996;0.26;1.97;{65: 107.45966, 70: 11.93996};68.0
4995;119.3996;0.26;1.97;{65: 107.45966, 70: 11.93996};68.0
4996;42.9965;0.46;1.86;{50: 42.99651};52.5
4997;14.7204;0.25;1.88;{45: 14.72041};47.5
4998;9.0027;0.18;1.0;{60: 9.00274};62.5
4999;29.2092;0.19;1.92;{70: 29.20922};72.5
5000;34.0658;0.39;1.9;{65: 34.06576};67.5
5001;1.5092;0.27;2.0;{70: 1.50916};72.5
5002;82.0352;0.44;1.89;{70: 82.03515};72.5
5003;7.6206;0.02;1.86;{45: 7.62056};47.5
5004;13.8372;0.27;1.86;{45: 13.83718};47.5
5005;18.4556;0.02;1.86;{45: 18.45559};47.5
5006;25.4069;0.1;1.86;{45: 15.87933, 50: 9.5276};49.4
5007;19.9686;0.02;1.86;{45: 19.96857};47.5
5008;26.618;0.1;1.86;{45: 14.7878, 50: 11.83024};49.7
5009;4.0452;0.01;1.0;{45: 4.04524};47.5
5010;2.6574;0.01;1.0;{45: 2.65742};47.5
5011;16.7933;0.01;1.86;{45: 16.79326};47.5
5012;25.4161;0.1;1.86;{45: 15.88508, 50: 9.53105};49.4
5013;14.4539;0.01;1.86;{45: 14.45394};47.5
5014;25.0954;0.1;1.86;{45: 15.68463, 50: 9.41078};49.4
5015;18.6575;0.17;1.92;{75: 18.65752};77.5
5016;9.4811;0.27;1.92;{67: 6.3207, 65: 3.16035};68.8
5017;9.7563;0.28;1.92;{65: 9.75634};67.5
5018;202.2237;0.39;1.88;{60: 138.84015, 65: 63.38355};64.1
5019;30.8829;0.38;1.94;{70: 30.88288};72.5
5020;30.8829;0.38;1.94;{70: 30.88288};72.5
5021;32.102;0.3;1.99;{70: 32.10203};72.5
5022;8.6619;0.15;1.87;{55: 8.66195};57.5
5023;14.4048;0.19;1.87;{45: 14.40483};47.5
5024;47.3962;0.2;1.86;{50: 35.54718, 55: 8.88679, 45: 2.96226};53.1
5025;41.5746;0.22;1.86;{50: 32.66578, 45: 5.93923, 55: 2.96962};52.1
5026;45.651;0.2;1.86;{50: 36.52081, 55: 6.0868, 45: 3.0434};52.8
5027;37.7646;0.23;1.0;{60: 37.76457};62.5
5028;29.241;0.18;1.93;{67: 14.62051, 70: 14.62051};71.0
5029;29.241;0.18;1.93;{70: 14.62051, 67: 14.62051};71.0
5030;9.7786;0.2;1.93;{67: 9.77865};69.5
5031;65.3691;0.72;1.85;{50: 59.42644, 45: 5.94264};52.0
5032;60.8018;0.11;1.87;{45: 54.7216, 50: 6.08018};48.0
5033;7.4429;0.1;1.87;{40: 7.44};42.5
5034;10.2083;0.38;1.86;{45: 10.20829};47.5
5035;28.8009;0.39;1.86;{45: 28.80086};47.5
5036;9.7786;0.2;1.93;{67: 9.77865};69.5
5037;172.1052;0.3;1.97;{67: 172.10522};69.5
5038;10.3372;0.21;1.93;{67: 10.33716};69.5
5039;10.3372;0.21;1.93;{67: 10.33716};69.5
5040;139.2264;0.62;1.85;{50: 78.69321, 45: 60.53324};50.3
5041;9.7358;0.24;1.95;{67: 9.7358};69.5
5042;9.7358;0.24;1.95;{67: 9.7358};69.5
5043;5.3078;0.51;1.87;{55: 5.30777};57.5
5044;5.3068;0.54;1.87;{55: 5.30681};57.5
5045;5.3078;0.51;1.87;{55: 5.30777};57.5
5046;23.8097;0.44;1.9;{50: 23.80969};52.5
5047;23.8097;0.44;1.9;{50: 23.80969};52.5
5048;33.6073;0.4;1.89;{55: 21.38645, 50: 12.22083};55.7
5049;33.6073;0.4;1.89;{55: 21.38645, 50: 12.22083};55.7
5050;19.3177;0.49;1.88;{55: 19.31775};57.5
5051;3.8506;0.51;1.87;{55: 3.85059};57.5
5052;3.8506;0.51;1.87;{55: 3.85059};57.5
5053;19.3177;0.49;1.88;{55: 19.31775};57.5
5054;5.3068;0.54;1.87;{55: 5.30681};57.5
5055;172.1052;0.3;1.97;{67: 172.10522};69.5
5056;57.0445;0.1;1.88;{50: 48.03747, 45: 9.00703};51.7
5057;30.5481;0.28;1.93;{70: 30.54809};72.5
5058;12.0776;0.22;1.85;{55: 12.07757};57.5
5059;12.0776;0.22;1.85;{55: 12.07757};57.5
5060;12.0776;0.22;1.85;{55: 12.07757};57.5
5061;12.0776;0.22;1.85;{55: 12.07757};57.5
5062;22.6271;0.17;1.89;{55: 22.62711};57.5
5063;22.6271;0.17;1.89;{55: 22.62711};57.5
5064;11.0554;0.21;1.86;{55: 11.05541};57.5
5065;11.0554;0.21;1.86;{55: 11.05541};57.5
5066;11.0554;0.21;1.86;{55: 11.05541};57.5
5067;11.0554;0.21;1.86;{55: 11.05541};57.5
5068;3.4755;0.2;1.86;{55: 3.47549};57.5
5069;3.4755;0.2;1.86;{55: 3.47549};57.5
5070;3.4755;0.2;1.86;{55: 3.47549};57.5
5071;3.4755;0.2;1.86;{55: 3.47549};57.5
5072;1.3045;0.23;1.9;{65: 1.30453};67.5
5073;4.1973;0.11;1.97;{75: 4.19728};77.5
5074;13.2189;0.27;1.91;{70: 9.91414, 65: 3.30471};71.2
5075;13.2189;0.27;1.91;{70: 9.91414, 65: 3.30471};71.2
5076;6.0274;0.1;1.88;{40: 6.03};42.5
5077;20.6213;0.58;1.9;{60: 20.62131};62.5
5078;3.623;0.65;1.84;{50: 3.62297};52.5
5079;7.8996;0.09;1.87;{50: 7.89955};52.5
5080;10.5259;0.49;2.05;{75: 10.52592};77.5
5081;12.225;0.35;1.9;{65: 12.22504};67.5
5082;72.6028;0.2;1.95;{60: 54.45211, 65: 18.1507};63.8
5083;10.7856;0.36;1.95;{70: 10.7856};72.5
5084;19.0878;0.4;1.88;{50: 9.54389, 55: 9.54389};55.0
5085;8.2583;0.28;1.96;{70: 8.25827};72.5
5086;19.5652;0.26;2.07;{75: 11.18012, 70: 8.38509};75.4
5087;3.2732;0.25;1.89;{65: 3.27322};67.5
5088;9.8398;0.06;1.86;{40: 9.84};42.5
5089;31.6643;0.11;1.88;{50: 23.02857, 55: 8.63572};53.9
5090;6.6678;0.23;1.88;{70: 6.66781};72.5
5091;17.9785;0.12;1.85;{40: 14.98, 45: 2.99642};43.3
5092;30.2319;0.16;1.94;{75: 30.23195};77.5
5093;19.5757;0.47;1.87;{55: 19.57567};57.5
5094;18.6511;0.17;1.93;{75: 18.65108};77.5
5095;35.2332;0.39;1.88;{55: 35.23323};57.5
5096;24.9499;0.25;1.96;{75: 24.94987};77.5
5097;41.9885;0.21;1.86;{40: 12.0, 45: 29.99176};46.1
5098;41.9885;0.21;1.86;{40: 12.0, 45: 29.99176};46.1
5099;5.6343;0.25;1.89;{45: 5.63432};47.5
5100;31.2879;0.24;1.88;{60: 18.77273, 55: 12.51515};60.5
5101;5.587;0.25;1.89;{45: 5.58695};47.5
5102;11.9409;0.31;1.88;{45: 11.94089};47.5
5103;2.963;0.24;1.86;{45: 2.96297};47.5
5104;1.9497;0.25;1.86;{45: 1.94968};47.5
5105;22.3901;0.23;1.86;{45: 22.39005};47.5
5106;2.963;0.24;1.86;{45: 2.96297};47.5
5107;22.3901;0.23;1.86;{45: 22.39005};47.5
5108;2.8258;0.16;1.0;{40: 2.83};42.6
5109;1.1175;0.16;1.0;{40: 1.12};42.6
5110;1.1175;0.16;1.0;{40: 1.12};42.6
5111;202.2237;0.39;1.88;{60: 138.84015, 65: 63.38355};64.1
5112;6.6553;0.27;1.86;{40: 6.66};42.5
5113;11.6186;0.28;1.86;{40: 11.62};42.5
5114;1.9497;0.25;1.86;{45: 1.94968};47.5
5115;11.6186;0.28;1.86;{40: 11.62};42.5
5116;2.8258;0.16;1.0;{40: 2.83};42.6
5117;6.6553;0.27;1.86;{40: 6.66};42.5
5118;6.4566;0.37;1.93;{70: 6.45659};72.5
5119;5.8745;0.09;1.88;{65: 5.87452};67.5
5120;9.1825;0.36;1.95;{70: 9.18251};72.5
5121;5.6003;0.09;1.88;{70: 5.60032};72.5
5122;14.185;0.25;2.0;{70: 11.34798, 75: 2.837};73.5
5123;47.1964;0.14;1.85;{50: 38.34708, 45: 8.84933};51.6
5124;10.441;0.4;1.86;{50: 10.44097};52.5
5125;23.0889;0.37;1.87;{50: 23.08892};52.5
5126;15.8567;0.31;1.87;{50: 15.85673};52.5
5127;5.4253;0.07;1.88;{60: 5.42535};62.5
5128;47.724;0.33;1.93;{67: 47.72402};69.5
5129;47.724;0.33;1.93;{67: 47.72402};69.5
5130;103.7786;0.24;1.93;{70: 103.77857};72.5
5131;6.9374;0.26;1.91;{70: 6.93743};72.5
5132;1.05;0.34;1.88;{60: 1.04995};62.5
5133;1.05;0.34;1.88;{60: 1.04995};62.5
5134;11.5962;0.37;1.88;{60: 11.5962};62.5
5135;11.5962;0.37;1.88;{60: 11.5962};62.5
5136;16.373;0.36;1.86;{45: 16.37302};47.5
5137;7.8976;0.34;1.86;{45: 7.89755};47.5
5138;27.0533;0.32;2.04;{75: 18.03554, 70: 9.01777};75.8
5139;51.5824;0.43;1.94;{70: 33.37682, 65: 18.20554};70.7
5140;5.6744;0.39;1.96;{70: 5.67443};72.5
5141;6.1665;0.15;1.86;{55: 3.08324, 50: 3.08324};55.0
5142;29.7403;0.17;1.87;{50: 29.7403};52.5
5143;80.3305;0.4;1.86;{45: 74.3801, 50: 5.95041};47.9
5144;41.0825;0.38;1.88;{60: 26.41019, 65: 14.67233};64.3
5145;42.6768;0.36;1.86;{55: 39.62846, 50: 3.04834};57.1
5146;17.8591;0.34;1.89;{60: 11.90605, 65: 5.95302};64.2
5147;8.7634;0.36;1.88;{60: 8.76337};62.5
5148;8.7634;0.36;1.88;{60: 8.76337};62.5
5149;17.8591;0.34;1.89;{60: 11.90605, 65: 5.95302};64.2
5150;19.2689;0.19;1.98;{67: 12.84594, 70: 3.21149, 65: 3.21149};69.7
5151;4.2314;0.27;2.11;{70: 4.23137};72.5
5152;25.2734;0.29;2.03;{65: 9.47754, 70: 9.47754, 60: 6.31836};68.1
5153;67.9731;0.23;2.04;{70: 67.9731};72.5
5154;21.6359;0.33;1.87;{50: 21.63585};52.5
5155;19.2415;0.43;1.88;{55: 19.24155};57.5
5156;47.0998;0.48;1.87;{55: 47.09978};57.5
5157;47.0998;0.48;1.87;{55: 47.09978};57.5
5158;48.4821;0.43;1.89;{60: 33.33147, 55: 15.15067};60.9
5159;48.4821;0.43;1.89;{60: 33.33147, 55: 15.15067};60.9
5160;26.5888;0.36;1.95;{70: 26.58878};72.5
5161;10.821;0.13;1.89;{60: 10.82102};62.5
5162;2.9936;0.26;1.85;{50: 2.99357};52.5
5163;2.9936;0.26;1.85;{50: 2.99357};52.5
5164;19.0313;0.42;1.84;{45: 9.51567, 50: 9.51567};50.0
5165;19.0313;0.42;1.84;{50: 9.51567, 45: 9.51567};50.0
5166;23.7963;0.19;1.93;{60: 23.7963};62.5
5167;29.315;0.27;2.06;{75: 29.31499};77.5
5168;11.9927;0.23;2.0;{70: 5.99636, 75: 5.99636};75.0
5169;83.9807;0.34;1.87;{55: 32.99243, 60: 26.99381, 65: 17.99587, 70: 5.99862};62.3
5170;6.2794;0.3;2.08;{75: 6.27935};77.5
5171;32.0952;0.16;1.87;{50: 32.09517};52.5
5172;32.0952;0.16;1.87;{50: 32.09517};52.5
5173;47.4034;0.24;1.87;{50: 47.40344};52.5
5174;47.4034;0.24;1.87;{50: 47.40344};52.5
5175;51.088;0.33;1.86;{40: 27.05, 45: 24.04142};44.9
5176;51.088;0.33;1.86;{40: 27.05, 45: 24.04142};44.9
5177;15.5767;0.24;1.86;{45: 12.46137, 50: 3.11534};48.5
5178;15.5767;0.24;1.86;{45: 12.46137, 50: 3.11534};48.5
5179;11.0248;0.35;1.9;{65: 5.5124, 70: 5.5124};70.0
5180;34.4164;0.48;1.89;{60: 25.03011, 65: 9.38629};63.9
5181;1.7086;0.29;1.86;{50: 1.70865};52.5
5182;3.1382;0.18;1.86;{55: 3.13817};57.5
5183;3.6187;0.34;1.9;{65: 3.61871};67.5
5184;1.4542;0.21;1.89;{55: 1.45423};57.5
5185;13.2703;0.18;1.89;{55: 13.27027};57.5
5186;88.0615;0.33;1.87;{45: 42.51246, 50: 39.47586, 55: 6.07321};50.4
5187;6.5124;0.14;2.0;{70: 6.51238};72.5
5188;6.6253;0.37;1.96;{70: 6.62533};72.5
5189;5.2641;0.38;1.96;{70: 5.26408};72.5
5190;5.4826;0.21;1.94;{65: 5.48264};67.5
5191;21.3238;0.23;1.85;{60: 21.32382};62.5
5192;51.6157;0.31;1.91;{55: 51.61575};57.5
5193;55.188;0.3;1.88;{55: 55.18805};57.5
5194;21.1761;0.25;1.88;{55: 21.17615};57.5
5195;9.1155;0.23;1.88;{55: 9.11547};57.5
5196;5.0633;0.37;1.87;{45: 5.06328};47.5
5197;9.9505;0.23;1.87;{60: 9.95048};62.5
5198;27.3221;0.49;1.85;{50: 27.32206};52.5
5199;37.5748;0.52;1.84;{50: 23.12297, 55: 14.45185};54.4
5200;34.1022;0.49;1.84;{55: 24.80162, 50: 9.30061};56.1
5201;1.9837;0.23;1.87;{55: 1.98369};57.5
5202;7.7578;0.42;1.87;{55: 7.75781};57.5
5203;7.2827;0.42;1.87;{55: 7.28268};57.5
5204;7.7578;0.42;1.87;{55: 7.75781};57.5
5205;7.2827;0.42;1.87;{55: 7.28268};57.5
5206;20.3989;0.18;1.93;{75: 20.39892};77.5
5207;25.0289;0.4;1.89;{60: 12.51443, 55: 12.51443};60.0
5208;4.0161;0.26;1.85;{50: 4.01609};52.5
5209;10.2899;0.31;1.9;{70: 6.85995, 65: 3.42998};70.8
5210;24.6225;0.33;1.9;{70: 24.62248};72.5
5211;11.4941;0.13;1.87;{55: 11.49415};57.5
5212;7.1928;0.4;1.9;{65: 7.19279};67.5
5213;7.1928;0.4;1.9;{65: 7.19279};67.5
5214;25.0289;0.4;1.89;{55: 12.51443, 60: 12.51443};60.0
5215;9.8205;0.4;1.9;{65: 9.82054};67.5
5216;9.8205;0.4;1.9;{65: 9.82054};67.5
5217;10.0117;0.41;1.85;{45: 10.01166};47.5
5218;5.2518;0.14;1.87;{55: 5.25179};57.5
5220;1.9837;0.23;1.87;{55: 1.98369};57.5
5221;24.5136;0.26;1.85;{50: 24.5136};52.5
5222;19.8167;0.13;1.87;{55: 19.81671};57.5
5223;9.8503;0.12;1.87;{55: 9.85028};57.5
5224;7.1562;0.19;1.95;{65: 7.15616};67.5
5225;5.5375;0.35;1.89;{65: 5.5375};67.5
5226;42.312;0.19;1.86;{50: 30.22284, 55: 12.08913};53.9
5227;41.8047;0.19;1.86;{50: 32.84655, 55: 8.95815};53.6
5228;4.0707;0.15;1.87;{55: 4.07066};57.5
5229;34.2011;0.17;1.87;{55: 34.20111};57.5
5230;39.9123;0.18;1.86;{55: 39.91229};57.5
5231;40.0364;0.18;1.86;{55: 40.03641};57.5
5232;39.9373;0.18;1.86;{55: 39.93725};57.5
5233;39.9326;0.18;1.86;{55: 39.9326};57.5
5234;18.6226;0.38;1.9;{62: 15.51886, 60: 3.10377};64.2
5235;18.6226;0.38;1.9;{62: 15.51886, 60: 3.10377};64.2
5236;13.0935;0.2;1.88;{60: 13.0935};62.5
5237;28.4321;0.35;1.91;{70: 28.43208};72.5
5238;27.4193;0.53;1.87;{60: 27.41933};62.5
5239;7.6887;0.38;1.88;{70: 7.68873};72.5
5240;7.65;0.37;1.89;{70: 7.65004};72.5
5241;6.4378;0.19;1.9;{65: 6.43775};67.5
5242;6.4378;0.19;1.9;{65: 6.43775};67.5
5243;4.5843;0.34;2.09;{70: 4.58431};72.5
5244;113.8127;0.29;2.09;{70: 113.81268};72.5
5245;5.5167;0.49;1.86;{50: 5.51668};52.5
5246;27.9106;0.26;1.88;{55: 27.91064};57.5
5247;30.3961;0.36;1.92;{70: 21.27727, 75: 9.11883};74.0
5248;5.9257;0.32;1.88;{50: 5.92566};52.5
5249;18.9031;0.17;1.0;{55: 9.45157, 60: 9.45157};60.0
5250;22.2786;0.16;1.91;{55: 12.7306, 60: 9.54795};59.6
5251;11.3401;0.37;1.89;{60: 5.67005, 62: 5.67005};63.5
5252;9.4543;0.49;1.84;{55: 9.45429};57.5
5253;10.4378;0.08;1.87;{55: 6.95856, 60: 3.47928};59.2
5254;3.5826;0.24;1.86;{45: 3.58265};47.5
5255;30.4793;0.51;1.84;{50: 30.47931};52.5
5256;26.6872;0.22;1.88;{60: 14.82624, 55: 11.861};60.3
5257;53.3005;0.61;1.84;{50: 53.30047};52.5
5258;56.2523;0.55;1.84;{50: 56.25228};52.5
5259;16.6856;0.2;1.93;{65: 8.34279, 70: 8.34279};70.0
5260;11.9827;0.21;1.86;{55: 11.98274};57.5
5261;17.1735;0.65;1.84;{50: 17.17346};52.5
5262;4.1154;0.2;1.86;{55: 4.11545};57.5
5263;4.1154;0.2;1.86;{55: 4.11545};57.5
5264;23.6907;0.17;1.88;{60: 20.72934, 55: 2.96133};61.9
5265;8.5423;0.35;1.89;{70: 5.69486, 65: 2.84743};70.8
5266;16.0064;0.12;1.88;{60: 16.00645};62.5
5267;33.6549;0.35;1.92;{70: 33.65487};72.5
5268;5.9735;0.17;1.94;{60: 5.97355};62.5
5269;51.6583;0.1;1.88;{50: 30.38723, 45: 21.27106};50.4
5270;31.0274;0.29;1.89;{60: 31.02739};62.5
5271;20.2536;0.33;1.89;{65: 20.2536};67.5
5272;17.8001;0.36;1.89;{60: 14.83338, 65: 2.96668};63.3
5273;22.8539;0.32;1.89;{60: 17.14044, 65: 5.71348};63.8
5274;1.5932;0.38;1.89;{60: 1.59317};62.5
5275;78.1826;0.11;1.87;{50: 72.16859, 55: 6.01405};52.9
5276;78.1826;0.11;1.87;{50: 72.16859, 55: 6.01405};52.9
5277;3.4956;0.17;1.96;{65: 3.49557};67.5
5278;9.785;0.26;1.86;{50: 9.78503};52.5
5279;22.1967;0.15;1.86;{60: 15.85481, 55: 6.34192};61.1
5280;70.784;0.12;1.86;{55: 70.78396};57.5
5281;70.784;0.12;1.86;{55: 70.78396};57.5
5282;19.2658;0.12;1.87;{55: 19.26585};57.5
5283;19.2658;0.12;1.87;{55: 19.26585};57.5
5284;3.0386;0.12;1.87;{55: 3.0386};57.5
5285;22.5755;0.45;1.93;{55: 22.57553};57.5
5286;26.9268;0.17;1.88;{60: 26.92683};62.5
5287;8.6111;0.12;1.87;{55: 8.61115};57.5
5288;4.3172;0.43;1.89;{55: 4.31721};57.5
5289;4.3172;0.43;1.89;{55: 4.31721};57.5
5290;37.4225;0.48;1.88;{55: 31.18543, 50: 6.23709};56.7
5291;37.4225;0.48;1.88;{55: 31.18543, 50: 6.23709};56.7
5292;47.7298;0.24;1.88;{60: 47.72976};62.5
5293;6.3363;0.43;1.89;{55: 6.33631};57.5
5294;6.3363;0.43;1.89;{55: 6.33631};57.5
5295;22.1967;0.15;1.86;{60: 15.85481, 55: 6.34192};61.1
5296;21.6404;0.42;1.88;{50: 21.64043};52.5
5297;21.6404;0.42;1.88;{50: 21.64043};52.5
5298;12.5273;0.19;1.88;{60: 12.52734};62.5
